ind,userName,content,rating,date,reviewVersion,compound,sentiment ,Unnamed: 0,sentiment
514,Googlen käyttäjä,with the new update the app will open in honor 8 but the map template will notwill appear,1,2018-05-18,4.02,0.2732,neutral,,
526,Janne Saari,doesnt work anymore i switched to moovy it works well i recommend,1,2018-05-15,3.51,0.5574,positive,,
528,Mia Huovinen,great app but stopped unexpectedly will not help againinstallations left in a little trouble and forced to move to a competitoruser of the product,1,2018-05-15,,-0.8556,negative,,
532,Pekka Kärkkäinen,a good app if it would work honor on the app wont open at all,2,2018-05-14,3.51,0.7269,positive,,
542,Jere Lahti,free  10 parking money with campaign code e2p7 i recommend the appreally convenient,5,2018-04-24,4.00,0.7494,positive,,
556,Dimitri Martinov,works well will be cheaper than easypark take it for yourself and with the code 5wzc you get 10  parking money ,4,2018-03-24,3.51,0.6103,positive,,
557,Googlen käyttäjä,easy to use application i recommend with this code you get a 10  discount vgr2,5,2018-03-22,3.51,0.69,positive,,
568,Niina Jauhojärvi,so easy when you dont have to look for toll tomatoes but can put your car in the parking lot and grab the parking time download for yourself and use the promotional code 3ahp and you will receive 10  parking money for the first parking,5,2018-02-27,3.51,0.8833,positive,,
569,Googlen käyttäjä,works well in helsinki i use the eco advantage for this log in with the code utqn and you will get 10 euros worth of parking,4,2018-02-26,3.51,0.6124,positive,,
577,Mikko Vaittinen,i recommend with the code 1v4m you get 10 e parking spaces,5,2018-02-09,3.51,0.4199,neutral,,
584,Anssi Kaihua,very convenient and makes everyday life easier but the price estimates are wrong i just parked for half an hour an estimate of  05 i stopped parking after 22 minutes and the price was 086  i havent tested yet if it would have been cheaper to keep the end of 30min,3,2018-01-18,3.50,-0.6808,negative,,
587,Googlen käyttäjä,after all thats easy tap on the code field skzr you will get free parking for 10 euros,5,2017-12-31,,0.7865,positive,,
608,Tommi Rantala,easy and convenient program with promotional code 1k4r a 10  discount on the first parking,4,2017-10-16,3.46,0.4404,neutral,,
619,Sebastian Naumanen,good features and carefully designed interface with the quhx code you get 10e free parking money you should tap the code when registering,5,2017-09-01,3.46,0.7717,positive,,
621,Googlen käyttäjä,excellent app the only disadvantages are that the parking time cannot be set to for example half an hour and that the car parked message cannot be hidden otherwise excellent i recommend use the g2lu when you charge and you will get 10e of free parking,4,2017-08-26,3.46,0.9018,positive,,
628,Tomi Sipilä,convenient application and works very well in helsinki log in using code 3bvfq to get a 10e balance for parking i like the idea that everyone can collect and give balance to parking using discount codes,5,2017-08-03,3.46,0.5984,positive,,
638,Leena Vesterinen,i parked in kuopio aapel on june 26 2017 windshield parkman sticker and amplifier for parking but the kapas but the fines came parkman billed for that time and the account charged  the phone lost in daily timebut i remember the amount that also matches the billing in my account now i should somewhere get pengoized about that information  damn it i think ill finish the whole parkman,1,2017-07-14,3.46,-0.8271,negative,,
643,Toni Kuhalampi,it was a handy app when the coins were out and the car was forced to get parked right away the parkman app saved entering u8jvf in the promo code field will give you a free 10 euro park,5,2017-07-11,3.46,0.5255,positive,,
645,ji1976,you get  10 free parking with the following code veym the program works well and the windshield sticker is free,4,2017-07-11,3.46,0.8271,positive,,
649,Antto Laava,can not increase parking time can not remember the location of the car when the time runs out complicated to install and use completely inadequate settings and choices i dont recommend and i dont think that will prevent you from getting a parking fine,1,2017-07-04,,-0.1419,neutral,,
651,Kati Pokkinen,a convenient parking application that allows eg you will see free parking spaces nearby free parking max max 10 e with code t5vlq when you download the app by july 31 2017,5,2017-06-29,3.45,0.784,positive,,
652,Maija Orre,with the eukx code first parking without air up to  10 the stars will update as you experience more now it feels good,4,2017-06-28,3.46,0.4404,neutral,,
653,Juha Malinen,for easy to use parking app i recommend 10e parking money with code sgpj,5,2017-06-27,3.46,0.6597,positive,,
656,Riku Muur,download the app with code 5w49 and you will get 10e free parking money great app no need for cards or coins with clowns,5,2017-06-20,3.45,0.7351,positive,,
669,Googlen käyttäjä,with a couple of months of experience i can recommend an excellent app and service register with the code zqje to get a 10 euro advantage,5,2017-06-02,,0.802,positive,,
671,Jani Vaskola,upon registration with the code 15vz you will receive  10 free parking time 20172020,4,2017-05-31,3.45,0.5106,positive,,
676,Laura Verta,with code 3wm1 10  free parking easy parking without cash i recommend ,5,2017-05-22,3.44,0.8117,positive,,
677,Niko Ojala,ive liked it but now come up with a new customerfriendly pricing the price will rise by about 25100 if you park for an average of more than half an hour ,2,2017-05-22,3.44,0.2263,neutral,,
701,Markus Rinne,easy to use and convenient i recommend promotional code m7ct and you get 10e free parking time,5,2017-04-11,3.43,0.8271,positive,,
707,pasi olkkonen,i recommend easy going and good with the code ekmb 10  parking money for the application,5,2017-04-02,3.40,0.8074,positive,,
717,FOXHOUND -W,convenient program no need to worry about coins  with this code you get  10 free parking money 419b,5,2017-03-20,3.33,0.4981,neutral,,
735,Janne Väisänen,good easy and fast no need to draw lots on which meter the coins go to and which card  makes life easier i recommend downloading and using you also get free parking with code 7c2x,4,2017-02-27,3.31,0.915,positive,,
737,Googlen käyttäjä,good even when the parking garages included it would be 5 star,4,2017-02-27,3.31,0.4404,neutral,,
755,Jasmin Haataja,really good app saves time upon registration you will receive the first parking free of charge  10 under code d55n,5,2017-01-30,3.27,0.7574,positive,,
756,Esa Antikainen,with the zum7 code you get free parking time for 15 euros there is a change good,5,2017-01-27,3.27,0.7351,positive,,
762,Googlen käyttäjä,excellent means of payment for parking register with the code zqje and you will receive 10 euros for the first parking,5,2017-01-18,3.27,0.5719,positive,,
783,Hafid Bile,with code 66v5 10  for the first park be sure to use it all at once to complete otherwise the offer will be wasted,5,2016-12-07,3.24,-0.2263,neutral,,
812,Googlen käyttäjä,the application repeatedly wants to improve the accuracy of positioning regardless of whether the request is never answered why on earth when parking is in progress you have to locate your own location and wait in vain before you can decide on parking,3,2016-11-02,3.23,0.4404,neutral,,
813,Jukka Ahola,even when lpr would also be involved,5,2016-11-01,3.22,0.0,neutral,,
830,Jyry,with code q8x1q we both get  10 free parking time the app is good and free parking all the better i recommend,5,2016-09-27,3.22,0.9348,positive,,
835,Netta Kallio,when you start using the parkman you will receive  10 parking money with the code works well,5,2016-09-22,3.22,0.3382,neutral,,
843,Kari Kaarne,all the praise below is completely true code bk3p with ten free parking time for both of us,5,2016-09-07,3.22,0.8748,positive,,
861,tr tr,the program cannot rotate the screen if the tablet is in a horizontal position unusable in a car where the tablet is permanently mounted on a scale,2,2016-08-13,3.22,0.0,neutral,,
873,Sari Tommiska,great and easy and no need to pay unnecessarily extra i recommend free parking with code j39b 10e,5,2016-08-02,3.22,0.8883,positive,,
874,Henri Laitinen,for this parking money 10e code junh please  absolutely awesome app and parking couldnt get this easier i recommend,5,2016-08-01,3.22,0.9435,positive,,
906,Googlen käyttäjä,this yes works like that famous train  you should definitely download and give the code c8qe so you can get your top 10  free parking money right away,5,2016-06-02,3.20,0.906,positive,,
907,Googlen käyttäjä,a functional and convenient program with this code 10  parking time  take advantage of xuleq,5,2016-05-31,3.20,0.3786,neutral,,
922,Mikko Heikkinen,very good program i recommend to everyone without reservation,5,2016-04-27,3.19,0.7171,positive,,
925,Kari Pesonen,enter code 9urt you get free parking time and besides the parkman website also directly and clearly states the side costs 049 c i recommend,5,2016-04-24,3.19,0.8176,positive,,
928,Sam P, 10 free parking money with code h5p5 well works and quick introduction i recommend,4,2016-04-21,3.19,0.8016,positive,,
943,Samu Kolehmainen,code hlb8  10 discount on first parking as soon as there are more parking spaces on the service this will be a good thing,4,2016-04-01,3.19,0.4404,neutral,,
946,Katri Ojanen,a really handy app there are never any coins involved but the cell phone is  and with that the parking is successful hopefully it will work just as well in jyväskylä helsinki and turku in the future,5,2016-03-23,3.19,0.9134,positive,,
965,Henri Huttula,the prices shown on the map for four hours of parking for example are not the case in oulu the app will crash immediately if you try to change the default fourhour parking price display for some other time otherwise a handy app,4,2016-02-10,3.19,-0.4019,neutral,,
978,Mikko Felt,possibility to specify private and work parking with code pv1ys 10  parking money,5,2016-01-03,3.19,0.0,neutral,,
984,Heikki Tirkkonen,i parked my car in zone 1 of the center of tampere for 2 minutes the price of this parking paid with the parkman app was 62 cents thus when using the app the price of short parking bounces more than threefold i would not recommend this app to anyone,1,2016-01-02,3.19,-0.2755,neutral,,
992,yl1ss,i recommend ihan 55,5,2015-12-31,3.19,0.3612,neutral,,
1008,Noora Saarimaa,i can only recommend d ,5,2015-12-03,3.16,0.3612,neutral,,
1017,Jouni Aho,currently version 316 and it works and i use and i am almost happy at some point in the updates the choice of parking time became the choice of end time to the nearest hour and minute in the old one only the length of the parking time from this moment onwards was chosen x hours  minutes and it was convenient now you have to look at what the clock is and adjust the end time hours and minutes separately may be suitable for rapper fans but not for me when this change came i immediately sent feedback and suggested that you could choose which feature to use from the menu there was a green light that this could be done  sometimes not done yet convenient app by the way but only 3 stars due to the rapping of the ptime expiration time    application startup is interrupted by a message stating that the process comneligrateparkman stopped unexpectedly reinstallation and booting your phone between installation attempts and application removals will not help samsung xcover gts5690 and android version 236 the old app version worked flawlessly and wants it back from something  thank you follow the instructions to install google play service,3,2015-11-23,3.16,0.5973,positive,,
1019,Mika Heikkinen,often forgotten on and had to set a limit could be implemented so that when tracking note that the phone is moving a certain distance and or speed so would ask if parking is out yeah this you may not want to program when your income goes down  but it would be a smart service,4,2015-11-14,3.16,0.6296,positive,,
1029,Terhi Heinonen,easy to use necessaryi really like it  i would definitely suggest to others ,5,2015-11-03,3.15,0.8122,positive,,
1033,Jyrki Kasvi,annoyingly i didnt remember installing parkman before definitely the most convenient option,5,2015-11-02,3.15,0.4019,neutral,,
1034,Googlen käyttäjä,very good it also becomes advantageous in practice i recommend,5,2015-11-02,3.15,0.8169,positive,,
1045,Markku Lamminen,great program  with this code 349h you get 10  parking time ,5,2015-10-19,3.15,0.6892,positive,,
1051,Tapani Saunamäki,this is just the top a good price and there will be no receipts but at the end of the month as a compilation i highly recommend to anyone who has to play with receipts,5,2015-10-09,3.15,0.8196,positive,,
1062,Markku Aurora,really good and working app cant help but recommend,5,2015-10-02,3.15,-0.2954,neutral,,
1070,Ville Joutseno,code cx9m so  10 parking i recommend,5,2015-09-28,3.15,0.4199,neutral,,
1090,Je Vi,it may no longer be easier to pay for parking you will also receive  10 money for your parking using the code fjvg,5,2015-09-08,3.14,0.0516,neutral,,
1109,Hannu Kajava,when downloading the application enter the following code and you will receive free parking money vdbwq,5,2015-08-31,3.14,0.5106,positive,,
1129,Hello R,very functional when you join you will receive 10 e of parking time with the code 3nlx,5,2015-08-08,3.13,0.296,neutral,,
1152,Ari Westen,i recommend,5,2015-07-02,3.1,0.4199,neutral,,
1153,Markus Peltola,now another car is going and the parkman is still passing by in horror i remember the raise 20e find a rail buy shit pay for parking rumba,5,2015-07-02,3.1,-0.8271,negative,,
1166,Jaana Selander-Tervakari,this is really convenient no need to look for a parking coin changer etc or worry about not having time to add coins i recommend,5,2015-06-02,3.06,-0.4364,neutral,,
1168,Valtteri Jokila,very convenient and functional enter the discount code xaml and you will receive  10 free parking money,5,2015-05-26,3.06,0.5106,positive,,
1176,Toni Laaksonen,even when you could enter the exact time because the parking time expires then it would be perfect,4,2015-05-07,,0.5719,positive,,
1197,Ari Koutuaniemi,use promotion code h8p7 you will get parking money,5,2015-03-12,3.04,0.0,neutral,,
1206,Toni Vanhala,a good idea crashes into the map function from a poor quality map it is difficult to choose where your car is left the gps was really inaccurate and the search function located the exotic tampere in germany it would be good if the parking space could have been entered into the app with the area code which read on the parking meter apparently there was no such functionality,2,2015-03-03,,-0.25,neutral,,
1209,Tomi Blomberg,bugs fixed i recommend,5,2015-02-28,3.02,0.3612,neutral,,
1210,Pertti Aalto,here would be  10 parking money with code 8qby,4,2015-02-26,3.0,0.0,neutral,,
1242,Marjo Leskinen,enter the code vvua when you register you will receive free parking money,5,2015-01-12,2.96,0.5106,positive,,
1249,Eino-Juhani Huhtanen,you get 10 euros free parking money with discount code smj6 remember to take advantage of it,5,2014-12-17,2.96,0.68,positive,,
1266,juha-pekka onnela,i have tried to pay a couple of times without being in that parking lot where the payment should have been made the area code has suggested belgium and iran as its location with a competing app i havent detected a similar problem if on the other hand you are next to the car you can find the location quickly and it will work,2,2014-11-27,2.96,0.0258,neutral,,
1272,Marko Bonden,immed quite competent with the code 8bgks you get 10 euros free parking money credit card information needs to be given for a trial even a small minus,4,2014-11-21,2.96,0.831,positive,,
1279,Riku Kerkola,enter this zmg1 code and you will receive  10 parking money when you join the service,4,2014-11-12,2.95,0.3595,neutral,,
1290,Erik Mykrä,it is good that you can also set the location manually and you will still receive a receipt from the post office the code grabbed here cost the first two parking spaces  with the code yzhs for the next  10 parking money,5,2014-10-29,2.93,0.7096,positive,,
1310,Valto Vauhkonen,i recommend,3,2014-09-27,2.92,0.3612,neutral,,
1320,Tomi Kaipiainen,easy to use program when you register with the code khb3 you will receive 10 euros free parking money,5,2014-09-17,2.92,0.7351,positive,,
1325,Eetu Ylinen,activate your code with the code cklm and you will immediately receive  10 parking money,4,2014-09-10,2.92,0.0,neutral,,
1340,Hilpi Toikka-Haldin,this really makes life easier it should be reminded if the parking fee stays on when you move the car but the coins stopped stressing which is an excellent thing this also becomes cheaper because you only bill for the time spent as long as you remember to turn it off when you leave,5,2014-08-03,2.56,0.4149,neutral,,
1351,Paula Suokas,i recommend,5,2014-07-02,2.56,0.3612,neutral,,
1360,Pablo Moneso,helsinki and espoo are so backward that they have not been able to change parking machines to fit a credit card until now this service has been a great opportunity for people without cash which i even consider myself in addition the service is much cheaper for the user than competing applications that work with text and calling there was no need to pay any extra than agreed,5,2014-06-03,2.56,0.8885,positive,,
1375,Marion Prange,works and really convenient also fast service  yesterday i introduced and today waited in the mailbox sticker  although i did not even order really good thing because the first one in the park would have needed one luckily there was a pen and paper included and i wrote a temporary note goodbye coin hunts  ,5,2014-04-01,2.54,0.8852,positive,,
1376,Esa Kirkinen,i havent tried it yet and i probably wont try it yet because i think there is a small stumbling block in the program  so you have to remember to stop parking when you leave  what if you forget it ,3,2014-03-27,2.53,-0.7622,negative,,
1377,Anna S,i downloaded the program i managed to give me my email address and credit card information after which i went to the yard to check the vehicle registration numbers of our household in the meantime my phone screen turned off and the app turned itself off when i try to start from the beginning of the whole rumba i get a message that my email address has already been entered but i still cant log in to the service because i didnt have time to set a password ,1,2014-02-20,2.52,0.2023,neutral,,
1392,Liisa Vanhatalo,even when there are more cities the parking fee can be paid for the flight using multiple payment cards would still be a plus ,4,2013-10-09,2.14,0.0,neutral,,
1399,Taavi Ruusanen,good experience and really no need to look for  reserve coins for parking charge effortless hope to expand,5,2013-05-06,2.14,0.6815,positive,,
1401,Googlen käyttäjä,more cities the first espoo there are paid places in the hospital areas and it would be good for this to work in these car parks regardless of the city,5,2013-04-20,2.13,0.4926,neutral,,
1402,Jyri-Jussi Torvinen,its going to be a pain to change that car until i make sense to create a new one first and then remove the old one d,5,2013-03-10,2.11,-0.296,neutral,,
1403,Tero Törmä,does not allow to create a new account so it doesnt work,1,2013-02-26,2.101,-0.357,neutral,,
1409,Taisto Junkkari,good program,5,2013-01-15,2.01,0.4926,neutral,,
1411,Mono Senior,why is parkman currently locating me on the west coast of central africa positioning is on and gps works at least in other apps i havent changed anything and im using v 448 and a handset for the iphone se 2030 with the latest ios previously worked well this placement in africa has taken place in tapiola eliel park at hgi railway station and now in the west harbor argh,4,2021-08-29 12:30:44,4.48,0.3382,neutral,,
1413,guejshshh,the service is literally taking 50 commission i just parked for one hour and paid 150 when the automat indicates 1hour i understand an additional charge for the service but 50 extra charge is a clear rip off i will go back to the old way,1,2019-03-14 17:01:37,3.61,0.5267,positive,,
1414,TwoDolphins,starting parking is easy but for the duration you would like at least a 90 minute option maybe others we would also like a calculation of the price of parking already when parking the reminder to end parking when returning to the car based on gps positioning does not work in practice also the fact that terminating parking requires two consecutive presses is annoying eg the slide switch would work better if you want to avoid erroneous presses,3,2019-01-28 16:48:12,3.56,0.4019,neutral,,
1416,lagge 48,hi today wrote an email to you your parking exit guard  alarm still does not work   will today be charged 1725 for a real parking of just over an hour when i was not reminded to turn off why does your guard not work  read my email letter to rr today mvh claes lagerstedt,1,2018-07-10 16:24:29,3.44,-0.695,negative,,
1423,kusetettu fiilis,if you purchase an automatic time billing will stop when free parking begins parkman but clutter and bill it would certainly not be technically impossible to break i uninstalled the app,2,2021-06-17 15:09:19,4.45,0.5647,positive,,
1425,veonlyöä,parkman works flawlessly whenever you could have your device developed so that it would resemble parking from time to time the gang would be even happier thank you,5,2021-05-19 08:46:15,4.44,0.7901,positive,,
1426,aidanxyz,feature request would be awesome if the areas on the map were colored indicating where its allowed to park and where its not depending on time,4,2021-02-27 17:22:30,4.38,0.6249,positive,,
1430,bookalah,life changing,5,2021-02-02 13:40:19,4.37,0.0,neutral,,
1439,Fu-Tourist,i park the car for at least 6 hours and the program throws a popup every 30 minutes to see if the car is still in the park and again every 30 minutes is the car in the park continuing throughout the day this alarm should be cleared immediately,1,2020-10-08 06:19:51,4.21,-0.3903,neutral,,
1441,han-rik,i want to park fast help out first you have to acknowledge how much you paid for the previous parking sometime you drove back and then you have to acknowledge no i dont want to invite five guys and then i can only start the parking process amateur user experience design,3,2020-10-05 07:48:23,4.19,0.5994,positive,,
1451,PorvooParkman,the app may locate you incorrectly and you will therefore receive parking fines because you are paying the wrong parking fee for myself when this first happened i learned from the parking attendant that a lot of this is happening complaining does not help even if the cause is a technical error that is if you park with parkman in a foreign city you still have to get out of the car and look for a parking meter to find out what is in question the correct name of the parking area to make sure the app has actually located you in the right place not very convenient,1,2020-08-03 06:10:31,4.15,-0.7814,negative,,
1461,pettynytpahasti,otherwise good but will always be forgotten on and charges will come extra always at these stages could really report when you have left for traffic,2,2020-02-20 17:39:09,3.88,-0.4678,neutral,,
1469,Sanpola313,due to the confusion of the program or the user of the program  now a quick win againthis time did not point out at the end of the parking time that you should be sure to take more parking time before that he said every quarter that is constantly that you are close to the car that you will stop  maybe 50 meters for the car and how could that parkkipatek come to be fined just when time was up does parkman get a lead reward for these,1,2019-11-22 16:50:54,3.81,0.7757,positive,,
1477,Edscu,pretty good but i think the registration could be clearer when i set up on a new phone i didnt even realize that a password had been created for me automatically and it had to be digged from the email,4,2019-09-02 11:41:31,3.73,0.6757,positive,,
1485,Mikkovaan,if you try to send support send email an email through the app to aspan the app will crash you cannot send a message with the messages function either because you cannot write in the message field,1,2019-07-03 06:08:18,3.69,0.0,neutral,,
1492,dderfxcgtyhvbjuiknmlo,so far there has been an excellent 5star app but now that i changed the iphone the app refuses to open at all and i cant afford to pay for parking,1,2019-05-01 13:48:15,3.63,0.1901,neutral,,
