ind,userName,content,rating,date,reviewVersion,compound,sentiment ,Unnamed: 0,sentiment
75,Tuuli Kiviniemi,"I have had the app installed for a few beds and I have been happy, but now my text message said that you have not been able to charge my account. The validity of my debit card was updated at the turn of the month, but the number remained the same. What is your problem? The phone number in the contacts is not in use! I would like to continue using Park mania, but how do I get in touch to resolve a debit card issue? Tuuli Kiviniemi IJR-782",2,2020-12-02,5.12,0.7907,positive,,
94,marina muhonen,"Every time I park my car in a paid spot, the program starts updating itself again. Had to wait in the car before it works again. What exactly is this? That’s the second time in two weeks. Stupid. Just when there is a lot of hurry.",2,2020-10-13,5.07,-0.5267,negative,,
95,Juha Haatainen,Works really well. Even I could ssnoa that easy to park better. Lighter at least. I recommend,5,2020-10-13,5.07,0.8655,positive,,
109,Altti,"Phone number verification is completely broken. The code comes with a text message as it should, but the review thinks the code is wrong. How can the code be wrong if it just came with a message? I tried several times, but the problem recurred every time.",2,2020-08-17,5.06,-0.9312,negative,,
117,Hanne Muurinen,"The app has always worked flawlessly, is easy to use, changes to your car truck or card information are easy to make and a monthly receipt for email is a good thing. Mainly annoying that the PM doesn’t work / goes everywhere / every Park in my city and because of this has come a couple of parking fines.",4,2020-08-01,5.06,0.7783,positive,,
118,Joni Kemppainen,"I only downloaded this because of the free Linnanmäki Park, which was attached to a parking pole as an advertisement. I redeemed this ""free Park"" and in a month there will be a text message that the park has not been paid. Now then you should pay 15e for free parking. Pretty ridiculous",1,2020-08-01,5.06,0.9197,positive,,
125,Velipekka Jaakonsaari,"Should you develop that much app, you won’t automatically cut off the parking fee when you leave the Park.",1,2020-07-11,5.06,-0.3182,neutral,,
156,Laura Jetten,"The app seemed good at first: no need to ramp outside to increase parking time and parking can be stopped earlier if you wish. BUT the app takes a lot more money than an area parking meter !! For example, a parking meter for 2 and a half hours is € 5, but Parkman takes € 6.60! This would give you almost an hour more extra time from the parking meter!",1,2020-04-01,5.00,0.5526,positive,,
157,Pasi Vuorinen,The latest update broke something. Can no longer be used without wifi location information and will never notify you that the charge will remain on if you leave the Park.,5,2020-03-31,5.01,-0.6369,negative,,
168,jemina jämiäluoma,Easy to use and can be used today without a separate parkma sticker. Use my code MNEYB1 and you will get a 10.00 € discount on your first parking,5,2020-03-01,4.94,0.4404,neutral,,
205,Jaakko Korkonen,You will not get wet in the sleet,5,2019-11-28,4.91,0.0,neutral,,
233,Kauno Riihonen,Finds a great location and zone. Quick to use and easy to pay. You can set your own default time and change it later.,3,2019-10-18,4.87,0.765,positive,,
244,Onni Niemivaara,"The app complains many times during the same session that positioning is not on, and Map View is always in Africa by default. You will not be able to stop parking until you zoom in to Finland and the city where you are in the Park, only then will active parking be visible. Annoying.",2,2019-10-02,4.87,-0.5859,negative,,
246,Joni Mononen,"NVP9G5 with code 10e parking money 👍 Convenient application if you are not sure about the parking time. Time can be increased remotely if needed. An easy-to-use application, even this kind of first-timer was hooked on what it was all about. There was little doubt as to whether the whole thing would work when everything was so easy 😂",4,2019-10-01,4.87,0.678,positive,,
258,Sari Turunen,It is an easy and effortless application. I recommend.,5,2019-09-13,4.85,0.6597,positive,,
263,Lauri Kara,"Easy to use, however, there would be an improvement in accuracy, the app accepted the payment but I was at the venue, in addition, no fines were reported.",3,2019-09-07,4.86,0.1779,neutral,,
273,Jani Kauppila,"An excellent well-functioning and easy-to-use application. When you use the code RL9W when you register, you will still receive € 10 free parking time in addition to everything else.",5,2019-08-26,4.85,0.7906,positive,,
285,Sami Viitanen,"I downloaded when easypark didn't work for some reason. A working app and quick deployment, I recommend. And even with promotional code X6JM 10e discount on parking!",5,2019-08-09,4.84,0.4199,neutral,,
290,Marko Laukkanen,"A working app, I recommend. With promotional code 66NNCG 10 € discount",5,2019-08-07,4.84,0.3612,neutral,,
291,Jalmari Lähevirta,"Easy, fast and clear application. Requires only the required permissions (unlike a competing application). By registering using the code P1YV you get one free parking. The only downside to the program comes from the exhaustion of easy access to a private and business account, or else I just can’t find it.",4,2019-08-04,4.84,0.802,positive,,
299,Chris Tregubåv,"There were no problems, you can easily get paid for parking without digging for coins. With the code M1JU you could change both € 10 free parking.",5,2019-07-18,4.82,0.7881,positive,,
304,Mika Vauhkonen,Too bad it doesn't stop when you leave the P area! but remember to stop😒,2,2019-07-13,4.77,-0.6121,negative,,
315,RetuRalli,"A trouble-free service, not a bad thing to say. the only thing I just wondered, at first when the parking was completed, then the account was not debited. I still don't know how many days the charge will be made.",5,2019-07-01,4.82,0.431,neutral,,
319,Matti Sippola,jees application at least in Stad and the margins will obviously stay in Finland. checkmate,5,2019-06-27,4.8,0.0,neutral,,
326,Ritva Haakana,"good app 😊, the downside is that you don’t always remember to stop parking and that way there will be too much parking fee.",4,2019-06-17,4.82,0.6908,positive,,
330,Ari Jaakkola,"Easy, effortless and accurate. As long as you remember to stop parking then you will not be paid in vain.",5,2019-06-06,4.82,-0.2732,neutral,,
331,Nemi Susiketo,"160e (2 fines) because the app does not ask what saved car is being used. 2 times forgot due to human error to change vehicle when previous parking was different. (the previous vehicle will be remembered) Complaining about a fine will not help in Tampere. ""registered parking"" even though I proved that the vehicle in question is not even on the register anymore and that I have nevertheless paid for Park. Yes, my mocha, BUT Easypark asks every time what is parked so there will be no mistake. GOING IN CHANGE!",1,2019-06-05,4.82,0.1408,neutral,,
359,Timo Hiekkanen,really good program.,5,2019-05-09,4.8,0.4927,neutral,,
372,Asta 85,"The instruction is so vague that apparently charged a week too much, or will it charge even more? I got a discount code that promised free parking, but it did otherwise. At the train station, this should in principle speed up parking, but in practice only caused unnecessary annoyance. You should have checked all your information in advance. I haven't received a response to the email, and the call didn't go through this time either.",1,2019-04-07,4.79,-0.2223,neutral,,
374,Juha Kuivila,In basic operation worked without problems. I haven't used all the features. I recommend.,4,2019-04-07,4.79,0.5801,positive,,
375,Jari Sorvoja,This fire came after downloading and you will soon be able to try it out. It looks good reading the reviews and hopefully really. Here is Promotional Code FJSL with which you get 10e parking for the first time for free.,5,2019-04-06,4.79,0.7579,positive,,
380,Sampo Viro,"Works well, the use of several different cars is also well taken into account. Location information is only needed at the beginning of parking, the program could turn off the GPS automatically when parking is started. GPS will eat up your battery pretty much if you forget to turn it on in vain.",4,2019-04-01,4.79,0.4019,neutral,,
382,Janne,Finding a parking space as well as comparing parking prices can be easily done by browsing the map.,5,2019-04-01,4.79,0.5423,positive,,
405,Sakari Laine,"The app is very easy to use, I definitely recommend it",5,2019-03-06,4.79,0.8122,positive,,
415,Googlen käyttäjä,this app is absolutely great. no need to think about how much to put in coins and can pause at any time.,5,2019-02-16,4.77,0.4432,neutral,,
423,Jeri Aalto,"Great app. Code ""1BHF"" € 10 parking free. Shows vacancies, good help in finding a place. It will most often be cheaper than the competing EasyPark.",5,2019-01-23,4.7,0.9186,positive,,
431,Juha,Really convenient! I recommend! Code WEKS 10 € parking money.,5,2019-01-13,4.66,0.5184,positive,,
442,Marja Korhonen,Never change again,5,2018-12-10,4.534,0.0,neutral,,
451,Jari Lusikka,Full of shit. In vain did I have to pay more than 2 Euros for real shit. And I will not stop complaining until reimbursed for unnecessary fees.0.60 and 1.67 € and unnecessary trips that were 30km.,1,2018-10-31,4.533,-0.8368,negative,,
473,Teemu Mäkiaho,We've used it for a long time and it's been found to be good! Apparently € 10 will come using code H4L7 when registering,4,2018-08-23,4.05,0.4926,neutral,,
482,Googlen käyttäjä,Worth downloading! The advantage is that you can see if there is a place for somethingbecoming vacant. I recommend. With the code 1YGG you get € 10 worthparking gift card!,4,2018-08-03,4.05,0.8353,positive,,
487,Googlen käyttäjä,The app works great! I recommend. With the code D3LJ you get € 10 up frontfree parking!,4,2018-07-26,4.05,0.8011,positive,,
514,Googlen käyttäjä,"With the new update, the app will open in Honor 8, but the map template will notwill appear.",1,2018-05-18,4.02,0.2732,neutral,,
526,Janne Saari,Doesn't work anymore. I switched to Moovy. It works well. I recommend.,1,2018-05-15,3.51,0.5574,positive,,
532,Pekka Kärkkäinen,"A good app if it would work, Honor on the app won't open at all.",2,2018-05-14,3.51,0.7269,positive,,
542,Jere Lahti,free € 10 parking money with campaign code E2P7. I recommend the app!Really convenient!,5,2018-04-24,4.00,0.7494,positive,,
557,Googlen käyttäjä,Easy to use application. I recommend! With this code you get a 10 € discount: VGR2.,5,2018-03-22,3.51,0.69,positive,,
568,Niina Jauhojärvi,"So easy when you don’t have to look for toll tomatoes but can put your car in the parking lot and grab the parking time. Download for yourself and use the promotional code 3AHP, and you will receive 10 € parking money for the first parking👌",5,2018-02-27,3.51,0.8833,positive,,
569,Googlen käyttäjä,Works well in Helsinki. I use the eco advantage for this. Log in with the code UTQN and you will get 10 euros worth of parking.,4,2018-02-26,3.51,0.6124,positive,,
577,Mikko Vaittinen,I recommend! With the code 1V4M you get 10 e parking spaces.,5,2018-02-09,3.51,0.4199,neutral,,
584,Anssi Kaihua,"Very convenient and makes everyday life easier. But the price estimates are wrong. I just parked, for half an hour, an estimate of € 0.5. I stopped parking after 22 minutes and the price was 0.86 €. I haven't tested yet if it would have been cheaper to keep the end of 30min",3,2018-01-18,3.50,-0.6808,negative,,
587,Googlen käyttäjä,"After all, that's easy. Tap on the code field SKZR, you will get FREE parking for 10 euros.",5,2017-12-31,,0.7865,positive,,
608,Tommi Rantala,"Easy and convenient program. With promotional code 1K4R, a 10 € discount on the first parking.",4,2017-10-16,3.46,0.4404,neutral,,
621,Googlen käyttäjä,"Excellent app! The only disadvantages are that the parking time cannot be set to, for example, half an hour and that the ""car parked"" message cannot be hidden. Otherwise excellent, I recommend. Use the G2LU when you charge and you will get 10e of free parking!",4,2017-08-26,3.46,0.9018,positive,,
627,Googlen käyttäjä,"Works well, you can search the map for parking information in advance. In connection with the installation with the promo code BBKH 10 € free parking time.",5,2017-08-07,3.46,0.6597,positive,,
628,Tomi Sipilä,Convenient application and works very well in Helsinki. Log in using code 3BVFQ to get a 10e balance for parking. I like the idea that everyone can collect and give balance to parking using discount codes.,5,2017-08-03,3.46,0.5984,positive,,
634,Stefan Perthuis,"With the K49C code, first parking is free until 10e. Really good app! Works flawlessly. Saved the day when there were no coins and had to leave the car quickly on the street :)",5,2017-07-20,3.46,0.8997,positive,,
638,Leena Vesterinen,"I parked in Kuopio, Aapel on June 26, 2017. Windshield parkman sticker and amplifier for parking. But the kapas but the fines came Parkman billed for that time and the account charged .. the phone lost in daily time..but I remember the amount that also matches the billing in my account. Now I should somewhere get pengoized about that information .... damn it. I think I'll finish the whole Parkman.",1,2017-07-14,3.46,-0.8271,negative,,
643,Toni Kuhalampi,"It was a handy app when the coins were out and the car was forced to get parked, right away. The ParkMan app saved. Entering U8JVF in the Promo Code field will give you a free 10 Euro Park!",5,2017-07-11,3.46,0.5255,positive,,
645,ji1976,You get € 10 free parking with the following code: VEYM. The program works well and the windshield sticker is free👍,4,2017-07-11,3.46,0.8271,positive,,
649,Antto Laava,"Can not increase parking time, can not remember the location of the car when the time runs out, complicated to install and use, completely inadequate settings and choices. I don’t recommend, and I don’t think that will prevent you from getting a parking fine.",1,2017-07-04,,-0.1419,neutral,,
651,Kati Pokkinen,"A convenient parking application that allows e.g. you will see free parking spaces nearby! Free parking (max max 10 e) with code T5VLQ when you download the app by July 31, 2017.",5,2017-06-29,3.45,0.784,positive,,
652,Maija Orre,"With the EUKX code, first parking without air up to € 10. The stars will update as you experience more. Now it feels good",4,2017-06-28,3.46,0.4404,neutral,,
653,Juha Malinen,For easy to use parking app I recommend .10e parking money with code SGPJ,5,2017-06-27,3.46,0.6597,positive,,
654,Antton,"Good app. BUT, BUT BUT !!!! Namely, it can be stressful to download an update, the content of which has no idea. I guess it's quite appropriate to even open something about those updates. Otherwise quite a positive experience. It always picks up on that, but luckily that too passes by.",4,2017-06-26,3.45,0.7674,positive,,
656,Riku Muur,"Download the app with code 5W49 and you will get 10e free parking money. Great app, no need for cards or coins with clowns.",5,2017-06-20,3.45,0.7351,positive,,
664,Kati J,"Code ABXXQ € 10 free parking! :) The app is easy to use, no coins or cards needed. Shows nearby vacancies using GPS. Billing just according to what you parked, no need to guess and think for a long time about where to go and hit the coins on the machine.",5,2017-06-05,3.45,0.7263,positive,,
669,Googlen käyttäjä,"With a couple of months of experience I can recommend, an excellent app and service. Register with the code ZQJE to get a 10 euro advantage.",5,2017-06-02,,0.802,positive,,
671,Jani Vaskola,"Upon registration with the code 15VZ, you will receive € 10 free parking time 2017-2020.",4,2017-05-31,3.45,0.5106,positive,,
676,Laura Verta,With code 3WM1 10 € Free parking! Easy parking without cash. I recommend :),5,2017-05-22,3.44,0.8117,positive,,
677,Niko Ojala,"I’ve liked it, but now come up with a new “customer-friendly” pricing. The price will rise by about 25-100% if you park for an average of more than half an hour. 👎👎",2,2017-05-22,3.44,0.2263,neutral,,
701,Markus Rinne,Easy to use and convenient. I recommend. Promotional code: M7CT and you get 10e free parking time,5,2017-04-11,3.43,0.8271,positive,,
707,pasi olkkonen,"I recommend, easy going and good. With the code EKMB 10 € parking money for the application",5,2017-04-02,3.40,0.8074,positive,,
717,FOXHOUND -W,Convenient program! No need to worry about coins :) With this code you get € 10 FREE parking money 419B,5,2017-03-20,3.33,0.4981,neutral,,
735,Janne Väisänen,"Good, easy and fast! No need to draw lots on which meter the coins go to and which card .. makes life easier! I recommend downloading and using, you also get free parking with code 7C2X",4,2017-02-27,3.31,0.915,positive,,
737,Googlen käyttäjä,Good. Even when the parking garages included it would be 5 star.,4,2017-02-27,3.31,0.4404,neutral,,
755,Jasmin Haataja,"Really good app. Saves time. Upon registration, you will receive the first parking free of charge (€ 10) under code D55N.",5,2017-01-30,3.27,0.7574,positive,,
756,Esa Antikainen,With the ZUM7 code you get free parking time for 15 euros. There is a change good,5,2017-01-27,3.27,0.7351,positive,,
762,Googlen käyttäjä,Excellent means of payment for parking. Register with the code ZQJE and you will receive 10 euros for the first parking.,5,2017-01-18,3.27,0.5719,positive,,
767,Maija Tusa,Seems good and clear! There are plenty of parking areas in the hometown where this is used as a means of payment. You can get free parking (10 €) when using the application with the code 1FWX.,4,2017-01-06,3.27,0.8439,positive,,
783,Hafid Bile,With code 66V5 10 € for the first Park. Be sure to use it all at once to complete otherwise the offer will be wasted,5,2016-12-07,3.24,-0.2263,neutral,,
791,Googlen käyttäjä,"Wrong display of parking zones! The software still has old maps and offers a second zone based on location, although traffic signs are the first zone. Helsinki",2,2016-11-23,3.24,-0.5255,negative,,
812,Googlen käyttäjä,"The application repeatedly wants to improve the accuracy of positioning, regardless of whether the request is never answered. Why on earth when parking is in progress you have to locate your own location, and wait in vain before you can decide on parking.",3,2016-11-02,3.23,0.4404,neutral,,
813,Jukka Ahola,Even when L.pr would also be involved.,5,2016-11-01,3.22,0.0,neutral,,
830,Jyry,"With code Q8X1Q we both get € 10 free parking time. The app is good, and free parking all the better. I recommend!",5,2016-09-27,3.22,0.9348,positive,,
835,Netta Kallio,"When you start using the parkman, you will receive € 10 parking money with the code. Works well!",5,2016-09-22,3.22,0.3382,neutral,,
843,Kari Kaarne,All the praise below is completely true. Code BK3P with ten free parking time for both of us👍,5,2016-09-07,3.22,0.8748,positive,,
861,tr tr,The program cannot rotate the screen if the tablet is in a horizontal position. Unusable in a car where the tablet is permanently mounted on a scale.,2,2016-08-13,3.22,0.0,neutral,,
873,Sari Tommiska,"Great and easy, and no need to pay unnecessarily extra, I recommend! Free parking with code J39B (10e)",5,2016-08-02,3.22,0.8883,positive,,
874,Henri Laitinen,"For this parking money 10e code JUNH, please! :) Absolutely awesome app and parking couldn't get this easier. I recommend!",5,2016-08-01,3.22,0.9435,positive,,
895,Millariina V,"There was an advertisement for the application on the ATM: First parking is free with a code. I didn’t have any coins, so I downloaded the app to take advantage of the offer. After installation, it turned out that the app could not be used until the billboard arrived in the mail and I glued it to the windshield. So you didn't get free parking right away. The car was borrowed from a friend, so the sticker can’t be glued anyway without asking. In addition, the parking time started immediately by accident, which means that free parking was wasted.",1,2016-06-19,3.21,0.4211,neutral,,
906,Googlen käyttäjä,This yes works like that famous train ... you should definitely download and give the code C8QE so you can get your top 10 € free parking money right away!,5,2016-06-02,3.20,0.906,positive,,
907,Googlen käyttäjä,A functional and convenient program. With this code 10 € parking time !! Take advantage of XULEQ.,5,2016-05-31,3.20,0.3786,neutral,,
922,Mikko Heikkinen,Very good program! I recommend to everyone without reservation.,5,2016-04-27,3.19,0.7171,positive,,
925,Kari Pesonen,"Enter code 9URT You get free parking time. And besides, the Parkman website also directly and clearly states the side costs (0.49 c). I recommend.",5,2016-04-24,3.19,0.8176,positive,,
928,Sam P,"€ 10 free parking money with code H5P5 Well works and quick introduction, I recommend!",4,2016-04-21,3.19,0.8016,positive,,
943,Samu Kolehmainen,"Code HLB8 € 10 discount on first parking. As soon as there are more parking spaces on the service, this will be a good thing.",4,2016-04-01,3.19,0.4404,neutral,,
946,Katri Ojanen,"A really handy app! There are never any coins involved, but the cell phone is .. and with that, the parking is successful. Hopefully it will work just as well in Jyväskylä, Helsinki and Turku in the future.",5,2016-03-23,3.19,0.9134,positive,,
962,Oskari Kosola,No need to think about parking coins or their sufficiency anymore! New users can get 10 € parking money here with the code WHFW),5,2016-02-18,3.19,-0.3595,neutral,,
965,Henri Huttula,"The prices shown on the map for four hours of parking, for example, are not the case in Oulu. The app will crash immediately if you try to change the default four-hour parking price display for some other time. Otherwise a handy app.",4,2016-02-10,3.19,-0.4019,neutral,,
978,Mikko Felt,Possibility to specify private and work parking with code PV1YS 10 € parking money,5,2016-01-03,3.19,0.0,neutral,,
984,Heikki Tirkkonen,"I parked my car in zone 1 of the center of Tampere for 2 minutes. The price of this parking paid with the Parkman app was 62 cents. Thus, when using the app, the price of short parking bounces more than threefold. I would not recommend this app to anyone.",1,2016-01-02,3.19,-0.2755,neutral,,
992,yl1ss,I recommend. Ihan 5/5,5,2015-12-31,3.19,0.3612,neutral,,
1008,Noora Saarimaa,I can only recommend: D *****,5,2015-12-03,3.16,0.3612,neutral,,
1017,Jouni Aho,"Currently version 3.16 and it works and I use and I am almost happy. At some point in the updates, the choice of parking time became the choice of end time to the nearest hour and minute. In the old one, only the length of the parking time from this moment onwards was chosen x hours / minutes. AND IT WAS CONVENIENT! Now you have to look at what the clock is and adjust the end time hours and minutes separately. May be suitable for rapper fans but not for me. When this change came, I immediately sent feedback and suggested that you could choose which feature to use from the menu. There was a green light that this could be done - sometimes. Not done yet! Convenient app by the way, but only 3 stars due to the rapping of the P-time expiration time! * * * Application startup is interrupted by a message stating that the process com.neligrate.parkman stopped unexpectedly. Reinstallation and booting your phone between installation attempts and application removals will not help. Samsung Xcover GT-S5690 and Android version 2.3.6. The old app version worked flawlessly and wants it back from something !! Thank you! Follow the instructions to install Google Play Service.",3,2015-11-23,3.16,0.5973,positive,,
1019,Mika Heikkinen,Often forgotten on and had to set a limit. Could be implemented so that when tracking note that the phone is moving a certain distance and or speed so would ask if parking is out. Yeah this you may not want to program when your income goes down .... but it would be a smart service,4,2015-11-14,3.16,0.6296,positive,,
1029,Terhi Heinonen,"Easy to use, necessary..i really like it ) I would definitely suggest to others. .",5,2015-11-03,3.15,0.8122,positive,,
1030,Kiia Koskenkorva,"No need to think about whether money is involved, or how much you should pay (long needs parking time). And no unnecessary month fees, for someone who occasionally parks in paid areas. I like a lot!",5,2015-11-03,3.15,-0.3802,neutral,,
1033,Jyrki Kasvi,"Annoyingly, I didn’t remember installing ParkMan before. Definitely the most convenient option.",5,2015-11-02,3.15,0.4019,neutral,,
1034,Googlen käyttäjä,Very good! It also becomes advantageous in practice. I recommend,5,2015-11-02,3.15,0.8169,positive,,
1045,Markku Lamminen,Great program .. with this code: 349H you get 10 € parking time !!,5,2015-10-19,3.15,0.6892,positive,,
1046,Harri Ovaska,Good idea. Also with this code you get a B8QT for € 10 parking time.,4,2015-10-19,3.15,0.4404,neutral,,
1051,Tapani Saunamäki,"This is just the top, a good price and there will be no receipts, but at the end of the month as a compilation. I highly recommend to anyone who has to play with receipts.",5,2015-10-09,3.15,0.8196,positive,,
1062,Markku Aurora,"Really good and working app, can't help but recommend.",5,2015-10-02,3.15,-0.2954,neutral,,
1070,Ville Joutseno,Code CX9M so € 10 parking. I recommend!,5,2015-09-28,3.15,0.4199,neutral,,
1090,Je Vi,It may no longer be easier to pay for parking. You will also receive € 10 money for your parking using the code FJVG,5,2015-09-08,3.14,0.0516,neutral,,
1109,Hannu Kajava,"When downloading the application, enter the following code and you will receive free parking money VDBWQ",5,2015-08-31,3.14,0.5106,positive,,
1129,Hello R,"Very functional. When you join, you will receive 10 e of parking time with the code 3NLX.",5,2015-08-08,3.13,0.296,neutral,,
1149,Ari Jalokinos,"Makes what you promise, plus the map app is fast and accurate. Easy to use, no need to load money, card information is enough.",4,2015-07-02,3.1,0.4588,neutral,,
1150,Hannu Vuori,"Great invention. There is no need to know in advance how long you need a parking space, nor to look for a ticket machine and a suitable means of payment. Many times when you do that in the frost or heavy rain just to find that the vending machine doesn’t work at all or not exactly on your card, you start to appreciate doing the job in peace while sitting in your own car.",5,2015-07-02,3.1,0.8442,positive,,
1152,Ari Westen,I recommend!,5,2015-07-02,3.1,0.4199,neutral,,
1153,Markus Peltola,"Now another car is going and the parkman is still passing by. In horror, I remember the ""Raise 20e, find a rail, buy shit, pay for parking"" rumba.",5,2015-07-02,3.1,-0.8271,negative,,
1166,Jaana Selander-Tervakari,"This is really convenient, no need to look for a parking coin changer etc. or worry about not having time to add coins. I recommend.",5,2015-06-02,3.06,-0.4364,neutral,,
1168,Valtteri Jokila,"Very convenient and functional, enter the discount code XAML and you will receive € 10 free parking money.",5,2015-05-26,3.06,0.5106,positive,,
1176,Toni Laaksonen,"Even when you could enter the exact time because the parking time expires, then it would be perfect.",4,2015-05-07,,0.5719,positive,,
1192,Sami,Great idea and good idea. Promotional code WRRCS for € 10 free parking,5,2015-03-16,3.04,0.8834,positive,,
1197,Ari Koutuaniemi,"Use Promotion Code H8P7, you will get parking money.",5,2015-03-12,3.04,0.0,neutral,,
1199,Jani Toivanen,Good program..this is a 10 euro discount coupon code: 15A9 please :),5,2015-03-11,3.04,0.802,positive,,
1206,Toni Vanhala,"A good idea crashes into the map function. From a poor quality map, it is difficult to choose where your car is left. The GPS was really inaccurate and the search function located the exotic ""Tampere"" in Germany. It would be good if the parking space could have been entered into the app with the area code (which read on the parking meter). Apparently there was no such functionality.",2,2015-03-03,,-0.25,neutral,,
1209,Tomi Blomberg,Bugs fixed. I recommend.,5,2015-02-28,3.02,0.3612,neutral,,
1210,Pertti Aalto,Here would be € 10 parking money. With code: 8QBY,4,2015-02-26,3.0,0.0,neutral,,
1234,Heikki Haapaniemi,Here's parking money for anyone who wants and who wouldn't! Code BVKQ,5,2015-01-28,2.96,0.0,neutral,,
1242,Marjo Leskinen,"Enter the code VVUA when you register, you will receive free parking money.",5,2015-01-12,2.96,0.5106,positive,,
1245,Googlen käyttäjä,"For once, an application that is useful in everyday life. Small development feedback on the user interface: The menu cannot be accessed until the map has been zoomed to the level where the prices are displayed.",4,2014-12-21,2.96,0.4404,neutral,,
1266,juha-pekka onnela,"I have tried to pay a couple of times without being in that parking lot where the payment should have been made. The area code has suggested Belgium and Iran as its location. With a competing app, I haven’t detected a similar problem. If, on the other hand, you are next to the car, you can find the location quickly and it will work.",2,2014-11-27,2.96,0.0258,neutral,,
1279,Riku Kerkola,Enter this ZMG1 code and you will receive € 10 parking money when you join the service!,4,2014-11-12,2.95,0.3595,neutral,,
1290,Erik Mykrä,It is good that you can also set the location manually and you will still receive a receipt from the post office. The code grabbed here cost the first two parking spaces :) With the code YZHS for the next € 10 parking money,5,2014-10-29,2.93,0.7096,positive,,
1310,Valto Vauhkonen,I recommend,3,2014-09-27,2.92,0.3612,neutral,,
1320,Tomi Kaipiainen,"Easy to use program. When you register with the code KHB3, you will receive 10 euros free parking money.",5,2014-09-17,2.92,0.7351,positive,,
1325,Eetu Ylinen,Activate your code with the code CKLM and you will immediately receive € 10 parking money.,4,2014-09-10,2.92,0.0,neutral,,
1340,Hilpi Toikka-Haldin,"This really makes life easier! It should be reminded if the parking fee stays ""on"" when you move the car. But the coins stopped stressing, which is an excellent thing. This also becomes cheaper because you only bill for the time spent. As long as you remember to turn it off when you leave!",5,2014-08-03,2.56,0.4149,neutral,,
1350,Jenni Rantala,"Spectacular. When there is never a need, you never have to and you don't have to think in advance how long you are going to park.",5,2014-07-02,2.56,0.0,neutral,,
1351,Paula Suokas,I recommend.,5,2014-07-02,2.56,0.3612,neutral,,
1360,Pablo Moneso,"Helsinki and Espoo are so backward that they have not been able to change parking machines to fit a credit card until now. This service has been a great opportunity for people without cash, which I even consider myself. In addition, the service is much cheaper for the user than competing applications that work with text and calling. There was no need to pay any extra than agreed.",5,2014-06-03,2.56,0.8885,positive,,
1375,Marion Prange,"Works and really convenient! Also fast service .. yesterday I introduced and today waited in the mailbox sticker .. although I did not even order. Really good thing, because the first one in the Park would have needed one. Luckily there was a pen and paper included and I wrote a temporary note. Goodbye coin hunts !! :)",5,2014-04-01,2.54,0.8852,positive,,
1376,Esa Kirkinen,"I haven't tried it yet, and I probably won't try it yet, because I think there is a small stumbling block in the program ... So you have to remember to stop parking when you leave ... What if you forget it ??",3,2014-03-27,2.53,-0.7622,negative,,
1377,Anna S,"I downloaded the program. I managed to give me my email address and credit card information, after which I went to the yard to check the vehicle registration numbers of our household. In the meantime, my phone screen turned off and the app turned itself off. When I try to start from the beginning of the whole rumba, I get a message that my e-mail address has already been entered, but I still can't log in to the service because I didn't have time to set a password ...",1,2014-02-20,2.52,0.2023,neutral,,
