ind,userName,content,rating,date,reviewVersion,compound,sentiment ,Unnamed: 0,sentiment
70,Mika Kukkonen,"Now after the upgrade, a new card was successfully added.",4,2020-12-31,5.19,0.4939,neutral,,
73,Ole Kinnunen,Surprisingly good and easy. Accelerates and facilitates transactions in stone foot shops. Also saves on parking error fees 😷,5,2020-12-22,5.15,0.6486,positive,,
75,Tuuli Kiviniemi,"I have had the app installed for a few beds and I have been happy, but now my text message said that you have not been able to charge my account. The validity of my debit card was updated at the turn of the month, but the number remained the same. What is your problem? The phone number in the contacts is not in use! I would like to continue using Park mania, but how do I get in touch to resolve a debit card issue? Tuuli Kiviniemi IJR-782",2,2020-12-02,5.12,0.7907,positive,,
76,Jukka Raulamo,Easy and fast. Reliable. Automatic parking termination is a really good feature.,5,2020-11-30,5.11,0.7264,positive,,
77,Harri Heiskanen,Works well,5,2020-11-24,5.11,0.2732,neutral,,
82,Teemu Nikkanen,Awesome help! 👍👍👍,5,2020-11-03,5.09,0.7959,positive,,
85,Noora Sofi,It's convenient! No more looking for coins and ramping in the parking machine👌🏼,5,2020-10-29,5.09,0.6399,positive,,
89,Katariina,The best parking app 👌,5,2020-10-21,5.08,0.8842,positive,,
91,Riitta Xxx,The best. Easy to use.,5,2020-10-16,5.08,0.7964,positive,,
92,Ulla-Mari Lindh,Really convenient parking!,5,2020-10-14,5.07,0.0,neutral,,
95,Juha Haatainen,Works really well. Even I could ssnoa that easy to park better. Lighter at least. I recommend,5,2020-10-13,5.07,0.8655,positive,,
96,Tuomas,"It has worked well on its own, but sometimes causes annoyance when rotating the parking time, the time jumps back to the Max parking time if the parking time is exceeded according to the app. This ""feature"" could be removed or even changed.",3,2020-10-12,5.07,-0.34,neutral,,
97,Eerika Hietamies,A good and easy to use app!,5,2020-10-07,5.08,0.7263,positive,,
104,Jouni Leskinen,"Recognizes the area well. Changing the phone was a bit confusing, but let’s go again.",4,2020-09-24,,0.0258,neutral,,
105,Riikka Kontturi,Our area works well.,5,2020-09-22,5.06,0.2732,neutral,,
109,Altti,"Phone number verification is completely broken. The code comes with a text message as it should, but the review thinks the code is wrong. How can the code be wrong if it just came with a message? I tried several times, but the problem recurred every time.",2,2020-08-17,5.06,-0.9312,negative,,
117,Hanne Muurinen,"The app has always worked flawlessly, is easy to use, changes to your car truck or card information are easy to make and a monthly receipt for email is a good thing. Mainly annoying that the PM doesn’t work / goes everywhere / every Park in my city and because of this has come a couple of parking fines.",4,2020-08-01,5.06,0.7783,positive,,
119,Aleksi Konttinen,"Otherwise there is nothing wrong but now for some reason the bar at the bottom is left under the phone's own keys so parking and finishing it is a bit tedious. The phone is then Huawei P30 Lite, Android 10.",4,2020-07-25,5.06,0.1967,neutral,,
120,Martti Myllyntaus,The best parking app.,5,2020-07-18,5.06,0.6369,positive,,
129,Mikko Suomela,Works well!,5,2020-06-25,5.05,0.3382,neutral,,
132,Pasi Perkiö,Works like a train toilet.,5,2020-06-22,5.05,0.3612,neutral,,
133,Reeta Aula,"Deployment was supposed to be quick and easy. The app didn’t even ask for the car’s registration number but reported that everything had to be in order. The end result is parking fines in addition to the paid parking fee. Forwarding a receipt didn’t help, no, it helped even if the parking GPS was in the right place. Neveragain",1,2020-06-19,5.05,0.6858,positive,,
134,Jyrki Määttä,Works just as it should!,5,2020-06-16,5.05,0.0,neutral,,
136,Margarita Kataja,"I haven’t used and updated the app in a long time. Now that I finally got it updated, it refused to boot. Every time I try to open the app, a rotating logo appears on the screen that stays rotating and nothing goes beyond it. The internet connection is good, so the problem isn't there ... I also tried to download the app again, but that didn't help either.",1,2020-06-13,,-0.5463,negative,,
147,Anita Ryhänen,Really convenient.,5,2020-04-28,5.02,0.0,neutral,,
148,Laila Kekonen,Really convenient,5,2020-04-28,5.02,0.0,neutral,,
152,Mikko Ryhänen,Worked quite well sometimes there were problems in locating but still managed just fine.,5,2020-04-15,5.01,0.2609,neutral,,
153,Sirkku Pietilä,Widely used. Works well.,5,2020-04-15,5.01,0.2732,neutral,,
156,Laura Jetten,"The app seemed good at first: no need to ramp outside to increase parking time and parking can be stopped earlier if you wish. BUT the app takes a lot more money than an area parking meter !! For example, a parking meter for 2 and a half hours is € 5, but Parkman takes € 6.60! This would give you almost an hour more extra time from the parking meter!",1,2020-04-01,5.00,0.5526,positive,,
160,Anne Hytönen,"Works well, parking supervisors also recommended this.",5,2020-03-12,4.94,0.4404,neutral,,
163,Kikka Nilsson,"Easy to use, good customer service",5,2020-03-06,4.94,0.7003,positive,,
165,Arto Melaranta,Great and the best working here,5,2020-03-05,4.94,0.8519,positive,,
167,Ari Markkanen,Pretty good,5,2020-03-03,4.94,0.7269,positive,,
170,Juho Rajamäki,A little trick when the app somehow disappeared or didn’t look like the parking was on.,3,2020-02-28,4.94,0.1761,neutral,,
171,TM,"25.2. the update squatted the app in Honor 8, no longer works ... Luckily for the competitor to work, I couldn’t wait to see what happens next.",1,2020-02-26,5.00,0.6486,positive,,
172,Reijo Tuominen,Works well!,5,2020-02-26,4.94,0.3382,neutral,,
173,Jarkko Tuovinen,"The application slanders that the registry ID is invalid and therefore does not allow you to add a car. Edit: Now when I reopened the app, a lost car was also found. So it works great again, it must have been just a disturbance.",5,2020-02-25,4.94,-0.0522,neutral,,
181,Marko Virta,Great feeling when you get free parking,5,2020-01-28,4.94,0.836,positive,,
187,Pia Kauppinen,Works really well and very happy with my monthly billing. Customer service is good!,5,2020-01-17,4.94,0.8617,positive,,
188,Laura Suhonen,"Easy and convenient. With this pre-code HL5ZAX you get another € 10 free parking time, which is better😄",5,2020-01-16,4.94,0.9274,positive,,
190,Tero Puumalainen,"Easy and fast installation. Parking time can be easily changed if necessary, works! With that promotional code another 10 € free parking time: 3WUD6Q",5,2020-01-10,4.94,0.8356,positive,,
194,jussuf33,Pretty good. The location is not always found,4,2019-12-19,4.91,0.7269,positive,,
200,Reino Vilppola,Works well!,4,2019-12-04,4.91,0.3382,neutral,,
201,Tauno Väisänen,Works well in Kuopio,4,2019-12-03,4.91,0.2732,neutral,,
203,Jouni Winberg,Works well.,5,2019-11-30,4.91,0.2732,neutral,,
218,Mika Siirtola,I didn’t get easypark to work so I tried this and plays well. Here's another € 10 discount on your first parking: M5PXB9,5,2019-11-12,4.91,0.4767,neutral,,
219,Tomi H,Works like a train toilet. Alright!,5,2019-11-11,4.91,0.5848,positive,,
221,Sandoza Nosslo,"When registering, use code 7P67WS to get free parking 10e. The application worked well and made everyday life easier!",5,2019-11-09,4.91,0.8172,positive,,
222,Markku Väisänen,Great help. You do not grab the cabin with an automatic machine👌,5,2019-11-04,4.89,0.9175,positive,,
225,Marko Pelkonen,works well.,5,2019-10-29,4.89,0.2732,neutral,,
227,Kirsti Laukkanen,"Great, easy going, so so best.",5,2019-10-29,4.86,0.9289,positive,,
228,Eero Turunen,Works well and you get a 10 euro discount on the first parking with code 7NANBE.,2,2019-10-29,4.89,0.2732,neutral,,
229,Jari Nieminen,Only a few times needed. It has worked well. Much easier than those old systems. Useful.,5,2019-10-24,4.88,0.7783,positive,,
230,H.V. Korpi,Works well at least in the center of Helsinki,5,2019-10-23,4.88,0.2732,neutral,,
231,Pekka Lammassaari,Works very well,5,2019-10-21,4.88,0.3384,neutral,,
232,Annika Mäkelä,Convenient help when there are no coins. You only pay for what you need.,5,2019-10-19,4.88,0.0258,neutral,,
233,Kauno Riihonen,Finds a great location and zone. Quick to use and easy to pay. You can set your own default time and change it later.,3,2019-10-18,4.87,0.765,positive,,
238,Casper,"Easy to use and good, no complaints",5,2019-10-14,4.87,0.794,positive,,
239,Googlen käyttäjä,"Usability could be better. Does not visit car parks in Joensuu, for example.",3,2019-10-12,4.87,0.4404,neutral,,
242,Mika Reilimo,Works well,4,2019-10-07,4.87,0.2732,neutral,,
246,Joni Mononen,"NVP9G5 with code 10e parking money 👍 Convenient application if you are not sure about the parking time. Time can be increased remotely if needed. An easy-to-use application, even this kind of first-timer was hooked on what it was all about. There was little doubt as to whether the whole thing would work when everything was so easy 😂",4,2019-10-01,4.87,0.678,positive,,
250,Anna Schildt,Works well!,5,2019-09-24,4.87,0.3382,neutral,,
252,Kia Kavetvuo,Rarely come across such a user-friendly application! Great thing that the app also recognizes puck slots as well as free times.,5,2019-09-20,4.87,0.8687,positive,,
253,Johanna Jokimäki,"Convenient, works well",5,2019-09-20,4.87,0.2732,neutral,,
255,Petri Liikari,A really good app!,5,2019-09-16,4.87,0.54,positive,,
257,Mika Salminen,Very good! With code Y28A4V you get 10 euros for free parking time! I suggest to everyone!,5,2019-09-14,4.87,0.811,positive,,
262,Juho Hämäläinen,Really convenient!,5,2019-09-09,4.85,0.0,neutral,,
263,Lauri Kara,"Easy to use, however, there would be an improvement in accuracy, the app accepted the payment but I was at the venue, in addition, no fines were reported.",3,2019-09-07,4.86,0.1779,neutral,,
266,M T,Very convenient!,5,2019-09-03,4.85,0.0,neutral,,
271,Olavi,Play really well,5,2019-08-27,4.85,0.5849,positive,,
272,J J Lehti,Good what good.,5,2019-08-27,4.85,0.7003,positive,,
279,vesa autio,really convenient,5,2019-08-20,4.84,0.0,neutral,,
283,Sirkkaliisa Cavonius,good thing,4,2019-08-12,4.78,0.4404,neutral,,
284,Helena Tamminen,"very awkward and the answers to my questions i didn't get when i needed help. however, after a long adventure in the world of Android, I got parking to work. however, no note on the car can be printed from the mobile phone at the hotel!",2,2019-08-12,4.84,0.2957,neutral,,
285,Sami Viitanen,"I downloaded when easypark didn't work for some reason. A working app and quick deployment, I recommend. And even with promotional code X6JM 10e discount on parking!",5,2019-08-09,4.84,0.4199,neutral,,
286,Jari,Works well and easy to use.,5,2019-08-08,4.84,0.6124,positive,,
287,Anna-Riitta Korhonen,An easy way to park without coins. Expanded just fine.,5,2019-08-08,4.84,0.5719,positive,,
288,Marko Tuominen,"A handy app. There is no need to pay ""in vain"", but just about how long you park.",4,2019-08-08,4.84,-0.4019,neutral,,
289,Fouad Ibrahim,"it sees, for example, that parking costs 1.50 and when parking runs out costs more",1,2019-08-08,4.84,0.0,neutral,,
291,Jalmari Lähevirta,"Easy, fast and clear application. Requires only the required permissions (unlike a competing application). By registering using the code P1YV you get one free parking. The only downside to the program comes from the exhaustion of easy access to a private and business account, or else I just can’t find it.",4,2019-08-04,4.84,0.802,positive,,
293,Seppo Töyssy,"For some reason, the application has stopped working. Indicates something like ""invalid payment system"" etc. Too bad this has been handy",2,2019-07-28,4.84,-0.4404,neutral,,
295,Kari-Pekka Hietala,It has been very convenient.,4,2019-07-24,4.82,0.0,neutral,,
299,Chris Tregubåv,"There were no problems, you can easily get paid for parking without digging for coins. With the code M1JU you could change both € 10 free parking.",5,2019-07-18,4.82,0.7881,positive,,
302,Henri Mansala,No need to look for a full time car park automatic customer service is really good know how to help whenever there is a little something trouble really easy to use,5,2019-07-17,4.82,0.6667,positive,,
304,Mika Vauhkonen,Too bad it doesn't stop when you leave the P area! but remember to stop😒,2,2019-07-13,4.77,-0.6121,negative,,
305,Pipsa Kopra,easy and good,5,2019-07-11,4.8,0.7003,positive,,
311,Mika Hakamaa,The application works well,5,2019-07-03,4.82,0.2732,neutral,,
312,Googlen käyttäjä,A functional and convenient application. Code A4CB € 10 free parking time.,5,2019-07-03,4.82,0.5106,positive,,
314,Siina Kinnunen,"Convenient, fast, functional. Not a bad thing to say.",5,2019-07-01,4.82,0.431,neutral,,
315,RetuRalli,"A trouble-free service, not a bad thing to say. the only thing I just wondered, at first when the parking was completed, then the account was not debited. I still don't know how many days the charge will be made.",5,2019-07-01,4.82,0.431,neutral,,
316,Googlen käyttäjä,"For some reason, it always hangs on the first try, but when you close and restart the app, it works fine.",2,2019-06-29,4.82,0.296,neutral,,
318,Olli P.,Definitely the best parking app. Works well and no need to dig coins. With the code 1N6RH8 you get both € 10 free parking money.,5,2019-06-28,4.82,0.8779,positive,,
321,Saara Romppanen,Works well. With the code QWFNYT 10 € free parking money. 😉👌,5,2019-06-21,4.82,0.8893,positive,,
326,Ritva Haakana,"good app 😊, the downside is that you don’t always remember to stop parking and that way there will be too much parking fee.",4,2019-06-17,4.82,0.6908,positive,,
330,Ari Jaakkola,"Easy, effortless and accurate. As long as you remember to stop parking then you will not be paid in vain.",5,2019-06-06,4.82,-0.2732,neutral,,
331,Nemi Susiketo,"160e (2 fines) because the app does not ask what saved car is being used. 2 times forgot due to human error to change vehicle when previous parking was different. (the previous vehicle will be remembered) Complaining about a fine will not help in Tampere. ""registered parking"" even though I proved that the vehicle in question is not even on the register anymore and that I have nevertheless paid for Park. Yes, my mocha, BUT Easypark asks every time what is parked so there will be no mistake. GOING IN CHANGE!",1,2019-06-05,4.82,0.1408,neutral,,
337,Rauno Kolehmainen,good.,4,2019-05-28,4.8,0.4404,neutral,,
339,Toni Ollila,easy to use and really good,5,2019-05-27,4.8,0.7264,positive,,
340,Paavo,otherwise just fine. but I can't install the shortcut on my current mobile device which is a new product of Nokia 7.1.,5,2019-05-27,4.8,0.1027,neutral,,
349,Wubbaduk,Works well. RWW1 with code 10e for parking,5,2019-05-20,4.8,0.2732,neutral,,
350,Maarit Halsas,"Really good parking, no more coins for parking.",5,2019-05-16,4.79,0.1851,neutral,,
352,Markus Tarro,Works well. Reasonable fee.,5,2019-05-16,,0.2732,neutral,,
354,Sirkku Lahtinen,Really convenient.,5,2019-05-14,4.8,0.0,neutral,,
356,seppo poikonen,convenient not to grab coins to dig and you only pay for the time you spend,5,2019-05-13,4.8,-0.1027,neutral,,
359,Timo Hiekkanen,really good program.,5,2019-05-09,4.8,0.4927,neutral,,
360,Auli Marttila,works well,5,2019-05-09,4.8,0.2732,neutral,,
362,Jutta L,"Clever, clear and functional. No negative to say.",5,2019-05-08,4.8,0.8224,positive,,
364,Aarno Ekqvist,"convenient to use, clear interface.",4,2019-05-04,4.8,0.3818,neutral,,
371,Kati Lång,Easy and secure.,5,2019-04-08,4.79,0.6486,positive,,
372,Asta 85,"The instruction is so vague that apparently charged a week too much, or will it charge even more? I got a discount code that promised free parking, but it did otherwise. At the train station, this should in principle speed up parking, but in practice only caused unnecessary annoyance. You should have checked all your information in advance. I haven't received a response to the email, and the call didn't go through this time either.",1,2019-04-07,4.79,-0.2223,neutral,,
374,Juha Kuivila,In basic operation worked without problems. I haven't used all the features. I recommend.,4,2019-04-07,4.79,0.5801,positive,,
375,Jari Sorvoja,This fire came after downloading and you will soon be able to try it out. It looks good reading the reviews and hopefully really. Here is Promotional Code FJSL with which you get 10e parking for the first time for free.,5,2019-04-06,4.79,0.7579,positive,,
376,Matti Moilanen,good is and works,5,2019-04-05,4.79,0.4404,neutral,,
380,Sampo Viro,"Works well, the use of several different cars is also well taken into account. Location information is only needed at the beginning of parking, the program could turn off the GPS automatically when parking is started. GPS will eat up your battery pretty much if you forget to turn it on in vain.",4,2019-04-01,4.79,0.4019,neutral,,
382,Janne,Finding a parking space as well as comparing parking prices can be easily done by browsing the map.,5,2019-04-01,4.79,0.5423,positive,,
387,Jenna Loponen,works well 😊 Promotional code 10 € for free parking time: LT5U,5,2019-03-22,4.79,0.886,positive,,
388,Googlen käyttäjä,Functional system and good service.,5,2019-03-22,4.79,0.4404,neutral,,
394,Jarmo Määttä,works well,4,2019-03-15,4.05,0.2732,neutral,,
400,Esa Koskelainen,The app has been running smoothly until you stopped finding the location. report a network error even though the network is good!,1,2019-03-13,4.79,-0.2481,neutral,,
410,Ingrid K.,It has always worked well. 😍,5,2019-02-27,4.78,0.6249,positive,,
414,Googlen käyttäjä,very good,5,2019-02-18,4.77,0.4927,neutral,,
415,Googlen käyttäjä,this app is absolutely great. no need to think about how much to put in coins and can pause at any time.,5,2019-02-16,4.77,0.4432,neutral,,
416,Googlen käyttäjä,easy cheap and good,5,2019-02-15,4.77,0.7003,positive,,
423,Jeri Aalto,"Great app. Code ""1BHF"" € 10 parking free. Shows vacancies, good help in finding a place. It will most often be cheaper than the competing EasyPark.",5,2019-01-23,4.7,0.9186,positive,,
426,Arno Juvander,Ok app but for the most part it's just easypark so no further,2,2019-01-21,4.66,-0.4938,neutral,,
431,Juha,Really convenient! I recommend! Code WEKS 10 € parking money.,5,2019-01-13,4.66,0.5184,positive,,
439,Jaana Leppanen,"convenient, here is the code to express the parking time ULN6",1,2018-12-19,4.534,0.0,neutral,,
440,Googlen käyttäjä,Works well. Put code Y3KU and get 10 stop free stop times!,3,2018-12-12,4.534,0.3164,neutral,,
442,Marja Korhonen,Never change again,5,2018-12-10,4.534,0.0,neutral,,
448,Mika Ma,More expensive than what it looks like when parking. Paying with coins cheaper. Pay unnecessary shit.,1,2018-11-10,4.533,-0.3612,neutral,,
450,ColumbianIceBear,Otherwise nice but after the last update the positioning works _really_ badly and if you put the location yourself throw the app the location just somewhere else arbitrarily,2,2018-11-09,4.533,-0.5704,negative,,
456,Anssi Ruonakoski,Works well. Enter Promotion Code: PMTN and get 10e up front parking money!,4,2018-10-12,4.11,0.3382,neutral,,
473,Teemu Mäkiaho,We've used it for a long time and it's been found to be good! Apparently € 10 will come using code H4L7 when registering,4,2018-08-23,4.05,0.4926,neutral,,
477,Googlen käyttäjä,It seems to work well. You get (me too) a free parking value with a codeTSGN.,5,2018-08-11,4.05,0.7783,positive,,
480,Aini Hietala,The trip to Kuopio worked well and the payment was convenient from the card. Expressparking worth € 10 with code RC1U,4,2018-08-03,4.05,0.4588,neutral,,
482,Googlen käyttäjä,Worth downloading! The advantage is that you can see if there is a place for somethingbecoming vacant. I recommend. With the code 1YGG you get € 10 worthparking gift card!,4,2018-08-03,4.05,0.8353,positive,,
504,Jussi Saikkonen,Works well! Free parking time with code AYLN.,4,2018-06-07,4.04,0.69,positive,,
505,mikko luukkonen,TPV8 code for new discount .. just working ..,4,2018-06-04,4.04,0.0,neutral,,
506,Googlen käyttäjä,"Works well in Töölö, Helsinki.",5,2018-06-01,4.04,0.2732,neutral,,
511,Googlen käyttäjä,The app itself is very good but doesn't make a shortcut which weakensusability significantly,2,2018-05-22,4.03,0.2724,neutral,,
513,Googlen käyttäjä,"Otherwise good, but with some update the icon disappeared from the front page. Howwill it get back there? I use a competing app when not bothering to tradethrough apply for this.",2,2018-05-19,4.02,0.3348,neutral,,
515,Jussi Rosenberg,The best. € 10 free with code LKFF,5,2018-05-18,4.02,0.8176,positive,,
517,Kari Mahlamäki,"Worked well in the past, now not at all in Honor. In the old samsungworks.",1,2018-05-17,3.51,0.6486,positive,,
522,Leila Alhainen,"As many have stated before, now does not work, as a phone Honor, systemthrow right out, outrageous, get back to the coins",2,2018-05-16,3.51,0.0516,neutral,,
526,Janne Saari,Doesn't work anymore. I switched to Moovy. It works well. I recommend.,1,2018-05-15,3.51,0.5574,positive,,
528,Mia Huovinen,"Great app, but stopped unexpectedly. Will not help againinstallations. Left in a little trouble and forced to move to a competitoruser of the product.",1,2018-05-15,,-0.8556,negative,,
530,111Finisher,"Previously worked well, but presumably after updating the appcloses immediately after opening. As a phone Honor 8",2,2018-05-14,3.51,0.705,positive,,
531,Googlen käyttäjä,Crashes as soon as you open. Before worked well.,1,2018-05-14,3.51,0.2732,neutral,,
532,Pekka Kärkkäinen,"A good app if it would work, Honor on the app won't open at all.",2,2018-05-14,3.51,0.7269,positive,,
535,Kimmo Keskinen,At first it worked well. Now it won't start anymore.,1,2018-05-13,3.51,0.2732,neutral,,
539,Hanna Friman,It seems to work well. Code P3B7 10e parking time.,4,2018-05-02,3.51,0.2732,neutral,,
542,Jere Lahti,free € 10 parking money with campaign code E2P7. I recommend the app!Really convenient!,5,2018-04-24,4.00,0.7494,positive,,
546,Tanja Kaya,Seems good! Free parking € 10 with code Q7A7.,5,2018-04-19,3.51,0.7574,positive,,
547,Heli Haapala,Works well. Nice tips from free screens. That's a free campaigncode PGUT. You get € 10 free parking time.,5,2018-04-18,4.00,0.93,positive,,
548,Markus Tolvanen,Works well. With this code VR3A 10 € parking when joining the service,5,2018-04-15,3.51,0.2732,neutral,,
549,Harald Savo,"Really good app but that code free time to keepuse for the first time! And can I park in the area of ​​Q-Park, for example?",4,2018-04-14,3.51,0.7807,positive,,
556,Dimitri Martinov,Works well! Will be cheaper than easypark. Take it for yourself! And with the code 5WZC you get 10 € parking money :-),4,2018-03-24,3.51,0.6103,positive,,
561,Timo Sironen,VA7U code € 10 advantage for parking,4,2018-03-09,3.51,0.25,neutral,,
562,Iiro-Santeri Hartman,Not just works as it should,1,2018-03-09,3.51,0.0,neutral,,
564,Suvi P,A good and functional app. With this code 10e parking free 7V3J,5,2018-03-03,3.51,0.7351,positive,,
569,Googlen käyttäjä,Works well in Helsinki. I use the eco advantage for this. Log in with the code UTQN and you will get 10 euros worth of parking.,4,2018-02-26,3.51,0.6124,positive,,
573,Petteri Vaan,Works well. Promotional code 7C7K,4,2018-02-15,3.51,0.2732,neutral,,
574,Mika Oksanen,Free parking (€ 10) with code: 6C3P The app works well and is really convenient!,4,2018-02-15,3.51,0.69,positive,,
575,Eetu Lindgren,Works well. Here's another € 10 promotion code: XM75,5,2018-02-11,3.51,0.2732,neutral,,
579,Googlen käyttäjä,With code: NHQJ 10 € parking money. The app itself works like a train toilet.,5,2018-02-05,3.51,0.3612,neutral,,
582,Jonas,"Works well. No need to dig coins or stress about running out of parking time. Here, with code 10e, air parking time: L2CD",5,2018-02-01,3.50,-0.4404,neutral,,
584,Anssi Kaihua,"Very convenient and makes everyday life easier. But the price estimates are wrong. I just parked, for half an hour, an estimate of € 0.5. I stopped parking after 22 minutes and the price was 0.86 €. I haven't tested yet if it would have been cheaper to keep the end of 30min",3,2018-01-18,3.50,-0.6808,negative,,
590,Vilma Pasanen,"Works well, free parks with code ZL6H",5,2017-12-22,3.50,0.6597,positive,,
595,Lare,Works well. With this code free € 10 parking: WYG6,4,2017-12-10,3.50,0.6597,positive,,
601,Tapio Haavisto,"You don't even need stickers anymore anywhere. Parking spaces are easy to find and after starting parking I can save battery by turning off the gps or even the whole phone. The current price is not bad for the ease of paying for parking. Just add users, so parking spaces are even easier to find.",5,2017-11-20,3.49,0.9224,positive,,
603,Virtane,"Plays very well in Tampere, even without a sticker. With the code XDCZQ you get 10 € parking money👌",4,2017-11-14,3.46,0.86,positive,,
605,Virpi Hannila-Salonen,Frees you from thinking about whether coins are included or if parking time is running out..it's just like more time on your cell phone as needed. Works flawlessly.,5,2017-11-07,3.46,0.6705,positive,,
608,Tommi Rantala,"Easy and convenient program. With promotional code 1K4R, a 10 € discount on the first parking.",4,2017-10-16,3.46,0.4404,neutral,,
620,Googlen käyttäjä,"Good app, don't use geps all the time like another similar app. With the code ZVZP you get free parking up to 10 euros",5,2017-08-31,3.46,0.8271,positive,,
623,Maria,Really good and easy to use application. With promo code 9PAX you get € 10 free parking time!,5,2017-08-19,3.46,0.8735,positive,,
627,Googlen käyttäjä,"Works well, you can search the map for parking information in advance. In connection with the installation with the promo code BBKH 10 € free parking time.",5,2017-08-07,3.46,0.6597,positive,,
628,Tomi Sipilä,Convenient application and works very well in Helsinki. Log in using code 3BVFQ to get a 10e balance for parking. I like the idea that everyone can collect and give balance to parking using discount codes.,5,2017-08-03,3.46,0.5984,positive,,
631,Ville Helminen,Good and convenient application. Eka had little uncertainty but no oo fined for coming and no coins needed to save for parking. With the code QU8E you still get 10e parking money,5,2017-07-27,3.46,0.126,neutral,,
632,Vesa Jarva - vihreä,"Ihan pop. Its when you press ""start parking"" and don't have to worry about anything else. You can also easily find your way back to your car with navigation. With code 9R53 you get 10 e of free parking time. The app grabs 10% + 0.35 e but saves it easily in that the payment goes according to the actual parking time. And if you save one more time from parking fines, yes.",5,2017-07-21,3.46,0.9382,positive,,
633,M L,"With the MQKM code, you can get your first parking for free up to 10 euros. Good, convenient application. Free window sticker.",4,2017-07-21,3.46,0.8591,positive,,
634,Stefan Perthuis,"With the K49C code, first parking is free until 10e. Really good app! Works flawlessly. Saved the day when there were no coins and had to leave the car quickly on the street :)",5,2017-07-20,3.46,0.8997,positive,,
635,Sini Taipale,Quickly got the app up and running and worked well. A couple of times I continued my parking time with the app. With the code GK4T you get € 10 parking money.,4,2017-07-18,3.46,0.2732,neutral,,
