ind;userName;content;rating;date;reviewVersion;compund;sentiment
257;Mika Salminen;Very good! With code Y28A4V you get 10 euros for free parking time! I suggest to everyone!;5;2019-09-14;4.87;0.811;positive
258;Sari Turunen;It is an easy and effortless application. I recommend.;5;2019-09-13;4.85;0.6597;positive
264;Hanna Viitasaari;Very playful and easy to use👍;5;2019-09-07;4.86;0.7474;positive
265;Mauri Lindholm;Excellent, easy and fast to use!;5;2019-09-05;4.86;0.784;positive
270;moraali jorma;Works and easy to use. With code Y2XX you get 10e free parking time in front.;5;2019-08-29;4.85;0.7351;positive
271;Olavi;Play really well;5;2019-08-27;4.85;0.5849;positive
272;J J Lehti;Good what good.;5;2019-08-27;4.85;0.7003;positive
273;Jani Kauppila;An excellent well-functioning and easy-to-use application. When you use the code RL9W when you register, you will still receive € 10 free parking time in addition to everything else.;5;2019-08-26;4.85;0.7906;positive
275;Minna Laapio;The application does not agree to start at all, but crashes immediately. Honor 8x ..;1;2019-08-23;4.85;0.5782;positive
278;Kaisa Raninen;Easy. Always worked. Save on parking fees.;5;2019-08-22;4.84;0.7269;positive
286;Jari;Works well and easy to use.;5;2019-08-08;4.84;0.6124;positive
287;Anna-Riitta Korhonen;An easy way to park without coins. Expanded just fine.;5;2019-08-08;4.84;0.5719;positive
291;Jalmari Lähevirta;Easy, fast and clear application. Requires only the required permissions (unlike a competing application). By registering using the code P1YV you get one free parking. The only downside to the program comes from the exhaustion of easy access to a private and business account, or else I just can’t find it.;4;2019-08-04;4.84;0.802;positive
299;Chris Tregubåv;There were no problems, you can easily get paid for parking without digging for coins. With the code M1JU you could change both € 10 free parking.;5;2019-07-18;4.82;0.7881;positive
300;Silja Rautanen;Clear and easy to use;5;2019-07-17;4.82;0.6705;positive
302;Henri Mansala;No need to look for a full time car park automatic customer service is really good know how to help whenever there is a little something trouble really easy to use;5;2019-07-17;4.82;0.6667;positive
303;Esa Hakulinen;Good easy and fast;5;2019-07-15;4.82;0.7003;positive
304;Mika Vauhkonen;Too bad it doesn't stop when you leave the P area! but remember to stop😒;2;2019-07-13;4.77;-0.6121;negative
305;Pipsa Kopra;easy and good;5;2019-07-11;4.8;0.7003;positive
306;Jari Lilja;Easy and functional, free parking worth € 10 with RTJLBV code.;5;2019-07-10;4.82;0.7964;positive
307;Kai Tuomo;Excellent application.;5;2019-07-09;4.8;0.5719;positive
310;Mikko Helle;Functional and easy application 😀;5;2019-07-03;4.82;0.6597;positive
312;Googlen käyttäjä;A functional and convenient application. Code A4CB € 10 free parking time.;5;2019-07-03;4.82;0.5106;positive
313;Anne-Marie Salonen;Great;4;2019-07-02;4.82;0.6249;positive
318;Olli P.;Definitely the best parking app. Works well and no need to dig coins. With the code 1N6RH8 you get both € 10 free parking money.;5;2019-06-28;4.82;0.8779;positive
321;Saara Romppanen;Works well. With the code QWFNYT 10 € free parking money. 😉👌;5;2019-06-21;4.82;0.8893;positive
326;Ritva Haakana;good app 😊, the downside is that you don’t always remember to stop parking and that way there will be too much parking fee.;4;2019-06-17;4.82;0.6908;positive
327;jerry hietanen;Easy to use and deploy. Unlike easy park which registration is more advanced.;5;2019-06-17;4.82;0.796;positive
328;Pekka Karki;works great;5;2019-06-17;nan;0.6249;positive
333;Airi Nousiainen;You only pay for the time you spend. But easy to add time if needed.;5;2019-05-31;4.8;0.5647;positive
335;Sonja Havukainen;Good and functional application, with code QZKL free parking time.;5;2019-05-29;4.8;0.7351;positive
336;Joni Salmi;Works 😊;4;2019-05-29;4.8;0.7184;positive
338;Googlen käyttäjä;Works with code LGQG 100e parking time and 1h free parking anywhere.;5;2019-05-27;4.79;0.5106;positive
339;Toni Ollila;easy to use and really good;5;2019-05-27;4.8;0.7264;positive
341;Sus mamatin;Really easy and simple to use, parking nowadays is completely stress-free when you don't have to look for a parking machine or wonder if there are holes in your wallet!;5;2019-05-25;4.8;0.54;positive
345;Ville Knuutila;Worked great;5;2019-05-23;4.8;0.6249;positive
347;Toni Haavisto;use has been easy and smooth in all respects;5;2019-05-21;4.8;0.6369;positive
348;Tomi Lehtola;At least you don't save. Namely, it cost two euros more than the price stated when parking and there was still half the day left without using the parking time. Not worth using.;1;2019-05-21;4.534;-0.5096;negative
351;Mika Huuskonen;Easy and caring;5;2019-05-16;4.8;0.7269;positive
355;Mikko Hatakka;After all, this is nice, but easy.;5;2019-05-14;4.8;0.6956;positive
362;Jutta L;Clever, clear and functional. No negative to say.;5;2019-05-08;4.8;0.8224;positive
363;Sari Laats;T9XY code 10 € free parking time.;5;2019-05-07;4.8;0.5106;positive
365;Panu Paavilainen;the number one no longer needs to worry about parking;5;2019-05-02;4.8;-0.5859;negative
366;Googlen käyttäjä;Free parking money with KVNC code;5;2019-05-01;4.8;0.5106;positive
368;MN Valkama;From here 10 € Free parking for someone. "2CV9";4;2019-04-17;4.8;0.5106;positive
370;Sirpa Rajakallio;Great opportunity;5;2019-04-10;4.79;0.7845;positive
371;Kati Lång;Easy and secure.;5;2019-04-08;4.79;0.6486;positive
374;Juha Kuivila;In basic operation worked without problems. I haven't used all the features. I recommend.;4;2019-04-07;4.79;0.5801;positive
375;Jari Sorvoja;This fire came after downloading and you will soon be able to try it out. It looks good reading the reviews and hopefully really. Here is Promotional Code FJSL with which you get 10e parking for the first time for free.;5;2019-04-06;4.79;0.7579;positive
377;Jouni Pyy;Very well-functioning app 😃, you only pay for the time you need, easy to watch from the parkman app whether parking is paid or not and the price and here you still get 10e for free when you use code 9K7B.;5;2019-04-04;4.79;0.8207;positive
379;Antti Sipilä;Free using the code HFNH;5;2019-04-01;4.79;0.5106;positive
382;Janne;Finding a parking space as well as comparing parking prices can be easily done by browsing the map.;5;2019-04-01;4.79;0.5423;positive
387;Jenna Loponen;works well 😊 Promotional code 10 € for free parking time: LT5U;5;2019-03-22;4.79;0.886;positive
389;Alf Lindström;Easy and natural to use. Most often find parking information.;4;2019-03-20;4.79;0.6597;positive
401;Tarja Niemeläinen;Really easy and clear. I have received a quick response from customer service.;5;2019-03-11;4.79;0.7233;positive
403;Markku Hyttinen;The system is fast and comfortable to use;5;2019-03-06;4.79;0.5106;positive
405;Sakari Laine;The app is very easy to use, I definitely recommend it;5;2019-03-06;4.79;0.8122;positive
406;Sami Kontulainen;Greatest and BEST!;5;2019-03-04;4.78;0.8866;positive
408;Niko;Download ParkMan and get 10 € free parking money with the code TKUZ!;5;2019-03-01;4.78;0.5562;positive
410;Ingrid K.;It has always worked well. 😍;5;2019-02-27;4.78;0.6249;positive
416;Googlen käyttäjä;easy cheap and good;5;2019-02-15;4.77;0.7003;positive
417;Laura Toivakka;With positioning a slight inconvenience, but the use is definitely worth the little effort. And by the way, with the code 1ZVK you get a € 10 worth of parking on your first use.;5;2019-02-14;4.77;0.7681;positive
420;Googlen käyttäjä;With code SPLK 10 € free parking time!;4;2019-02-09;4.75;0.5562;positive
423;Jeri Aalto;Great app. Code "1BHF" € 10 parking free. Shows vacancies, good help in finding a place. It will most often be cheaper than the competing EasyPark.;5;2019-01-23;4.7;0.9186;positive
424;Googlen käyttäjä;Good and clear to use. Code WG9R € 10 free parking money.;5;2019-01-21;4.66;0.8316;positive
430;Jari Tikkanen;With this code 10 € free parking time: 63L7;4;2019-01-15;4.66;0.5106;positive
431;Juha;Really convenient! I recommend! Code WEKS 10 € parking money.;5;2019-01-13;4.66;0.5184;positive
436;Googlen käyttäjä;Free parking time with 2KWM code. quite qualified with a quick experiment.;4;2019-01-01;4.65;0.5106;positive
437;Matti Kukkasjärvi;HZHF free parking code;4;2018-12-27;4.534;0.5106;positive
438;Sari Kinnunen;Worked great in the past, apparently come with some update since my last use (a few months ago). Now you get stuck looking for a location even if you are caught on wifi. When you parked yesterday, you had to install another app when this didn’t work, hopefully you can fix it.;1;2018-12-21;4.534;0.7003;positive
441;Tee Äs;Sure. Code SKZR offers 10e worth of parking time, please!;5;2018-12-11;4.534;0.6996;positive
444;Erika Piipponenvhhvm;With code 56LR you get € 10 free parking time.;5;2018-12-01;4.534;0.5106;positive
446;Markus Rasalahti;Works. € 10 free parking time with code Q5Y8;4;2018-11-13;4.533;0.5106;positive
449;Mikko Humppi;With the EEVRQ code you get the first parking for free (max 10 €).;4;2018-11-09;4.533;0.5106;positive
450;ColumbianIceBear;Otherwise nice but after the last update the positioning works _really_ badly and if you put the location yourself throw the app the location just somewhere else arbitrarily;2;2018-11-09;4.533;-0.5704;negative
451;Jari Lusikka;Full of shit. In vain did I have to pay more than 2 Euros for real shit. And I will not stop complaining until reimbursed for unnecessary fees.0.60 and 1.67 € and unnecessary trips that were 30km.;1;2018-10-31;4.533;-0.8368;negative
452;Googlen käyttäjä;Free parking money with code G5E2 Works;5;2018-10-31;4.531;0.5106;positive
454;Samuli Niskala;A working application. By putting in the promotional code R25D you and I get 10e free parking;5;2018-10-25;4.531;0.5106;positive
457;Tiia I.;With the code KXPV you get € 10 free parking time!;4;2018-10-09;4.11;0.5562;positive
458;Janne Mäkelä;With code 1UD9 10e free parking time for the first parking ..;5;2018-10-06;4.11;0.5106;positive
459;Ville Lehtonen;Free parking time with code 5RY9;5;2018-10-04;4.11;0.5106;positive
463;Googlen käyttäjä;Works. Enter code XH7L to get € 10 free parking time.;4;2018-09-24;4.11;0.5106;positive
466;Ilmari Svens;Code DCMT for free parking time;5;2018-09-06;4.05;0.5106;positive
467;Tero J Majuri;Great application for parking 👌🤩;5;2018-09-05;4.11;0.8816;positive
469;Marko Hakkarainen;Easy and fast. Even changing your credit card number was easy. Free parking time € 10 with code HJK1;5;2018-09-03;4.1;0.9001;positive
472;julia hirvelä;Code RDQN € 10 free parking time 😊;4;2018-08-23;4.05;0.8519;positive
475;Juuso;When you join then with the code ZMZB 10 € free parking time.;4;2018-08-20;4.05;0.6705;positive
477;Googlen käyttäjä;It seems to work well. You get (me too) a free parking value with a codeTSGN.;5;2018-08-11;4.05;0.7783;positive
482;Googlen käyttäjä;Worth downloading! The advantage is that you can see if there is a place for somethingbecoming vacant. I recommend. With the code 1YGG you get € 10 worthparking gift card!;4;2018-08-03;4.05;0.8353;positive
485;Esa Lehtinen;Excellent application. Code YNKZ € 10 for your parking money ..;5;2018-07-30;4.05;0.5719;positive
487;Googlen käyttäjä;The app works great! I recommend. With the code D3LJ you get € 10 up frontfree parking!;4;2018-07-26;4.05;0.8011;positive
489;Joonas Laukkanen;Excellent application. Of this, € 10 in front of parking money with the code PQFY;5;2018-07-13;nan;0.5719;positive
490;Ossi Knaapi;Absolutely great app! With promotional code LGB4 10 € Parking money.;5;2018-07-13;4.05;0.6893;positive
491;Mikael Leppänen;Convenient application. With code X7G7 free parking time in front of € 10.;4;2018-07-12;4.05;0.5106;positive
492;Sofian matkassa;With code 2M3K you get € 10 free parking time;4;2018-07-08;4.05;0.5106;positive
496;Stefan Ekblad;Convenient application. € 10 free parking money with BFFP code!;4;2018-07-05;4.05;0.5562;positive
497;Jussi Ruuskanen;QJ85 code parking money! Good app!;5;2018-07-03;4.05;0.5399;positive
498;Janne Tamminen;Great app, here with JJ2W code another 10 € free parking!;4;2018-07-03;4.05;0.8268;positive
500;Heikki Kuosa;Works great!;5;2018-06-12;4.04;0.6588;positive
501;Sami Vironen;Free parking time with QEEC code!;5;2018-06-11;4.04;0.5562;positive
504;Jussi Saikkonen;Works well! Free parking time with code AYLN.;4;2018-06-07;4.04;0.69;positive
515;Jussi Rosenberg;The best. € 10 free with code LKFF;5;2018-05-18;4.02;0.8176;positive
517;Kari Mahlamäki;Worked well in the past, now not at all in Honor. In the old samsungworks.;1;2018-05-17;3.51;0.6486;positive
521;Entrophany;So far excellent. Now it refuses to start but crashes when searchinggps signal. Honor 8 and latest update.;3;2018-05-16;3.51;0.7776;positive
526;Janne Saari;Doesn't work anymore. I switched to Moovy. It works well. I recommend.;1;2018-05-15;3.51;0.5574;positive
528;Mia Huovinen;Great app, but stopped unexpectedly. Will not help againinstallations. Left in a little trouble and forced to move to a competitoruser of the product.;1;2018-05-15;nan;-0.8556;negative
530;111Finisher;Previously worked well, but presumably after updating the appcloses immediately after opening. As a phone Honor 8;2;2018-05-14;3.51;0.705;positive
532;Pekka Kärkkäinen;A good app if it would work, Honor on the app won't open at all.;2;2018-05-14;3.51;0.7269;positive
533;Outi Elo;With the promotional code 2VKE you get 10 € parking time 👌🏻;4;2018-05-14;3.51;0.7297;positive
538;Marko Salmela;Free parking with code R6FU;5;2018-05-02;3.51;0.5106;positive
540;Roope Multanen;Great app. Code 5ZLX € 10 free parking time.;5;2018-04-29;3.51;0.8126;positive
542;Jere Lahti;free € 10 parking money with campaign code E2P7. I recommend the app!Really convenient!;5;2018-04-24;4.00;0.7494;positive
543;Jussi Jäntti;Absolutely awesome. 10 € with code 18WX.;5;2018-04-23;3.51;0.659;positive
546;Tanja Kaya;Seems good! Free parking € 10 with code Q7A7.;5;2018-04-19;3.51;0.7574;positive
547;Heli Haapala;Works well. Nice tips from free screens. That's a free campaigncode PGUT. You get € 10 free parking time.;5;2018-04-18;4.00;0.93;positive
549;Harald Savo;Really good app but that code free time to keepuse for the first time! And can I park in the area of ​​Q-Park, for example?;4;2018-04-14;3.51;0.7807;positive
550;Jyrki Leinonen;Campaign code with free parking time that is long enough. CODE: ZLBZ;5;2018-04-10;3.51;0.5106;positive
551;Leena Hilli;Easy to use application! You can get that with the code WR9Q 10 € for the first parking :);5;2018-04-09;3.51;0.7345;positive
553;Jenni Mäkinen;With promotional code T192 top 😊 10e parking money;4;2018-03-31;3.51;0.7783;positive
556;Dimitri Martinov;Works well! Will be cheaper than easypark. Take it for yourself! And with the code 5WZC you get 10 € parking money :-);4;2018-03-24;3.51;0.6103;positive
557;Googlen käyttäjä;Easy to use application. I recommend! With this code you get a 10 € discount: VGR2.;5;2018-03-22;3.51;0.69;positive
560;Pekka Parkkali;Good effect! With promotional code: D9RL 10 e parking money!;5;2018-03-10;3.51;0.5399;positive
563;Saara Loponen;Free parking money € 10 with code M2EP;5;2018-03-06;3.51;0.5106;positive
564;Suvi P;A good and functional app. With this code 10e parking free 7V3J;5;2018-03-03;3.51;0.7351;positive
566;Googlen käyttäjä;Well play, no return to coins. With the joining code JW5R 10 € free parking money!;5;2018-03-02;3.51;0.7088;positive
568;Niina Jauhojärvi;So easy when you don’t have to look for toll tomatoes but can put your car in the parking lot and grab the parking time. Download for yourself and use the promotional code 3AHP, and you will receive 10 € parking money for the first parking👌;5;2018-02-27;3.51;0.8833;positive
569;Googlen käyttäjä;Works well in Helsinki. I use the eco advantage for this. Log in with the code UTQN and you will get 10 euros worth of parking.;4;2018-02-26;3.51;0.6124;positive
570;Pirjo Miettinen;Free parking time SJQZ;4;2018-02-21;3.51;0.5106;positive
571;Kai Vauri;Works well.10 € free with code MNZE.;5;2018-02-17;3.51;0.5106;positive
572;Googlen käyttäjä;Toinii! With D35F code 10 € free parking time.;4;2018-02-17;3.51;0.5562;positive
574;Mika Oksanen;Free parking (€ 10) with code: 6C3P The app works well and is really convenient!;4;2018-02-15;3.51;0.69;positive
578;Jouni Olkkonen;Works. 5FLX code 10 € free parking time upon registration.;4;2018-02-07;3.51;0.5106;positive
580;Googlen käyttäjä;A working app and makes it easy to pay for parking. Friend code RZ8A and we both get free parking.;5;2018-02-04;3.51;0.8402;positive
581;Toni Aho;Works as it should, at least in the Helsinki area. Raise another € 10 free parking money with promotional code 1SP9;5;2018-02-03;3.51;0.5106;positive
584;Anssi Kaihua;Very convenient and makes everyday life easier. But the price estimates are wrong. I just parked, for half an hour, an estimate of € 0.5. I stopped parking after 22 minutes and the price was 0.86 €. I haven't tested yet if it would have been cheaper to keep the end of 30min;3;2018-01-18;3.50;-0.6808;negative
585;Helena Lehmus;Handy app, free parking with code TC2V;5;2018-01-10;3.50;0.5106;positive
586;Googlen käyttäjä;Free parking for 10 euros in front with code ADQ6, please.;4;2018-01-02;3.50;0.6808;positive
