ind;userName;content;rating;date;reviewVersion;compund;sentiment
92;Laurent FELIN;Well, I wouldn't say that I take pleasure in paying for my parking, but it is true that this application is well designed. This allows you to walk with a light mind and to be able to extend your parking distance if necessary. Nevertheless I would not put 5 stars because the invoicing of the sending of a proof by email or then of an SMS alert, it is still a little abused. In addition, it necessarily works only in places where there is a data network.;3;2021-05-13;15.20.0;0.8438;positive
94;Nathalie TA;Great ! Practice !;5;2021-05-11;15.20.0;0.6892;positive
95;patricia dejean;Super practical I love it 👍👍👍;5;2021-05-11;15.20.0;0.8442;positive
105;Dani Libanon;So bad experience. Infraction ticket. With Parking payment !!!!!;1;2021-04-17;15.19.0;-0.715;negative
106;Amelia Barros;Excellent esay Park terminals! No need to take out all kinds of parts, or just enter your car number, Everything and into the phone. Plus, at the end of the month, I can print (from my phone) the invoice for my monthly expenses to give to my employer! It suits me 100%;5;2021-04-15;15.19.0;0.5242;positive
109;Morgan Klein;I told myself that I was going to test. 1) I had to enter my credit card number from the start. As well as my tel number. 2) I can't find any parking around my home, neither in Paris, nor in Nantes. 3) I find it bad, I uninstall. 4) I told myself that I would have to delete my account to leave my personal data lying around, especially with the databreaches that we often hear about. 5) I type the name EasyPark on google and I come across the site of nacy, strasbourg, belgium, australia, but nothing to delete his account 6) I reinstall the app, and I find in the FAQ that to delete his account must call a 09 ... Really bad!;1;2021-04-11;15.19.0;-0.8117;negative
112;edouard B;Descent to 1 star After having received your customer service. Thank you for your response, but after undergoing your customer service. As well as the lack of seriousness of your platform. I have lost all confidence in your service as well as my business. The procedure is long and time consuming. Despite the payment via your application, when I took a fine on 03/15 fps € 30 in Metz I am still waiting for the receipt (already more than 24 hours) to be able to contest it (received on 03/17 after insisting) Flee;1;2021-03-17;15.18.0;0.7579;positive
113;Christophe BURGALIERES;Super practical;5;2021-03-15;15.18.0;0.5994;positive
115;Evan Guélard;Super practical, what a time saver to manage your parking!;5;2021-03-13;15.18.0;0.636;positive
120;glandchef;Everything is done so that we get tricked into this application and that we have trouble renewing our parking lot or subscription and if we want to be warned of the imminent renewal, we must pay! No possibility of automatic monthly subscription and the app will take care not to remind you;1;2021-03-01;15.9;-0.5848;negative
122;Patrick DA ROS;Another app made only for those who have made it but not for its novice users. This is often the problem with Geeks, they create for them and forget that we are above all looking for simplicity in use.;1;2021-02-24;15.17;-0.5927;negative
127;Olivier Rolland;Receipt paid and at an abusive price;1;2021-02-14;15.16.0_rc2;-0.6369;negative
130;flashing peche;Excellent application;5;2021-01-28;15.15.1;0.5719;positive
132;X Laminux;If the app does not make with its PayPal payment, I only put 3 stars for the commercial part. I received a referral link but since I had just installed the app before creating my account via the net. In short, I cannot benefit from the 2 euros reduction. But worse, my godfather cannot benefit from his 3 euros. While I could not have them due to my mistake, on the other hand, my godfather had nothing to do with it. So 3 stars.;3;2021-01-23;15.15.1;-0.7643;negative
136;maxloup h;Hello, I just took a fine when I had half the 30 free minutes and I did not exceed them, how am I going to do when the fine arrives?;3;2021-01-08;15.14.1;0.7096;positive
139;Dominiq Ditner;Super practical, economical;5;2021-01-05;15.14.1;0.5994;positive
140;Trail la Fumana 10km Nancy;Notice updated following an article in the Republican East: it is the most expensive application on Nancy! Another scam! if you forgot to pay and you do this remotely and in the meantime you have a PV (and even if you come back to the car to check if you have PV, it is still necessary that the person must not forget to put the info on your windshield) and well too bad for you: no recourse possible .... I have no choice to use this application;1;2021-01-05;15.14.1;-0.8695;negative
142;Stéphane Lacroix;The theft commission of 15% compared to a payment in parking meter !!!! Scandal;1;2021-01-05;15.14.1;-0.6209;negative
143;Nicolas Nicolas;Too bad that the classic internet account and that of the application do not synchronize ... It is a bit the basis ... As a result, the residential rate does not appear in the application. Response to the message of 12/28: send back to the website to manage subscriptions ... It is therefore to demonstrate that the application is useless ...;1;2020-12-28;15.14.1;-0.743;negative
145;Philippe TANGUY;Fast, intuitive, reliable ... Excellent! (opinion of a user who left a competing application);5;2020-12-18;15.14.1;0.6114;positive
147;Colette Copas;It's easy. I use it mostly with favorite;4;2020-12-17;15.12.1;0.7096;positive
149;Ludovit Martonyik;Wow. After paying for my 2 parking lots today, I learned by SMS that I have the "Standard" offer which costs 0.29 € more for each parking lot. Of course, you have to deactivate it if I don't want it. I never wanted this standard offer, nor paid for unnecessary additional service. You're welcome for the 2x 0.29 €, I hope it's worth disappointing people for additional turnover! (and thank you for giving me the opportunity to give my first negative review on an app: D);1;2020-12-16;15.14.1;0.8878;positive
150;Nat Hac;The increase, announced by our regional media for 2021, of 15% of your service fees is it proven ???? If so, I immediately quit your application. No one is essential. Sincerely, NH;1;2020-12-16;15.14.1;0.8439;positive
151;Julia Isabelle;No connection problem. Very good application.;5;2020-12-07;15.12.3;0.5025;positive
152;Un utilisateur de Google;I do not recommend it for residential subscriptions. They do not count the holidays on subscription. You pay extra days.;1;2020-12-03;15.14.1;-0.571;negative
154;Didier Schwab;Excellent application! Nothing more to say, it's perfect ... 👍👍👍;5;2020-11-30;15.13.1;0.8268;positive
155;Vincent Payrat;in Brussels I used this application for a few days, and I have already received 2 parking tickets for 3 days of parking, while the people in charge of the application tell me that everything is in order. After 2 months of pressure I was able to be reimbursed for the two PVs. The application is very good and practical, but please make sure that the local services follow the digital transition, otherwise the obstacle course to be reimbursed for their mistakes will nullify its benefits.;4;2020-11-29;15.13.1;0.51;positive
156;corinne morin;Perfect;5;2020-11-28;15.13.1;0.5719;positive
159;Olivier M;Big scam for day visitors, and others: charges even outside of paid hours. Warning.;1;2020-11-09;15.12.3;-0.802;negative
160;V DJ;Very safe ... frankly I am very happy with this application. He quickly finds the location on the map and you can only pay for the actual parking time.;5;2020-11-03;15.12.3;0.7774;positive
161;FM 3331;Awesome ! This application is really super efficient, it avoids having to find the parking meter and possibly waiting in line. You can also add more time if you need it or stop the time as soon as you have finished. We only pay for what we consume. I highly recommend !;5;2020-10-31;15.12.3;0.909;positive
164;L CFN;Almost perfect !;4;2020-10-23;15.12.3;0.5717;positive
167;hicham Mohamed;Very good aplication frankly nothing to say at the top;5;2020-10-22;15.12.3;0.6115;positive
170;Ninip33;Great application that allows you to pay by credit card and that allows you to recharge without moving from the place you are;4;2020-10-14;15.12.3;0.743;positive
173;Frédérique TISOT;Great application. Works very well. Calculation to the nearest cent the duration of the parking.;5;2020-10-09;15.12.2;0.7574;positive
174;Guillaumr Gsc;Very good and ultra-practical application. Very intuitive clock via application with notification at the end of parking. Possible to receive by email all parking receipts per day or per month via website. Thank you to the developers for being responsive to customer comments. Sincerely Guillaume;5;2020-10-02;15.12.1;0.8832;positive
178;Marvin Lémunier;You enter your personal number, your registration, your credit card number. For an empty card with mentioned that there is no parking in the area. Even Paris nothing, empty, useless. So they get sensitive info about you and you have nothing at the end of it you can uninstall the app and they can keep your info ... beautiful.;1;2020-09-18;15.11.1;0.792;positive
181;Vincent Pointeau;Excellent;5;2020-09-15;15.11.1;0.5719;positive
182;H Denden;Po function;1;2020-09-15;15.11.1;-0.5574;negative
185;Stefan Janssens;Application works very well never had any bugs during daily use for 3 months, but we can always improve which justifies the 4 *;4;2020-09-09;15.11.1;0.6753;positive
188;Noémie Létrillard;Scam! Take 30 € for 1 hour of parking I do not recommend!;1;2020-09-05;15.11.1;-0.7502;negative
190;Nicolas Everaerts;Perfect simple and effective, they are rare but do not work everywhere ....;5;2020-09-03;15.11.1;0.5267;positive
192;Braunbarth Odette;It is a good innovation to pay for real parking ... except for those dizzy who forget to stop it if they leave early compared to the scheduled time! It should stop automatically when the car leaves the location 😊;5;2020-08-25;15.10;0.6114;positive
196;Karine G.;Super practical and super easy to use. So far I haven't encountered any bugs, no problems. So nickel. I find it great to be able to manage my resident parking lot but also to be able to enter a second vehicle for a one-off parking (that of my mother in this case, who no longer needs to have change when she comes to visit me). 👍👍👍;5;2020-08-15;15.10;0.7375;positive
197;Fabrice Adam;Easy to use. Geolocation sometimes having an accuracy of one km (yes ...), the principle of parking zone codes is well thought out.;4;2020-08-11;15.10;0.7717;positive
199;louise gilberton;The application is great but then the price is super expensive 15 euros for 1 hour is really abusing;2;2020-08-07;15.9;0.5362;positive
208;Manuel V;The application does not allow parking for more than 2 hours. I pay the same price for 3h30 of parking through the app as a 24-hour package on the terminal App unfortunately doesn't help me;1;2020-07-18;15.9;-0.6931;negative
212;Rad Ouane;i am mad at this app a real scam. sloppy money trap application. 30euros for 2:22 on July 15 and the icing on the cake a PV that I paid in addition to 15euros to their agency in Metz. nobody listened to have little to go back. I also address to the town hall of Metz 2:22 for a sum of 30euros c is abut du Vol even in Paris have not paid for that. afterwards do not cry if the trade closes in the city center of Metz. do not even know where to go !!;1;2020-07-15;15.9;-0.8036;negative
215;Corinne Bouchet;Very practical and easy to use! Save time I highly recommend! 😊;5;2020-07-07;15.8;0.9434;positive
217;Giannino Cuignet;It's frankly not terrible ... A few additional generation BUGs. Automatic deactivation despite programming. Even Qpark did better and yet it is the bottom of the basket ...;1;2020-06-28;15.8;0.6656;positive
218;Jean Gaëtan Tardino;Excellent and indispensable. Modular at will. We only pay for the time spent in the parking space.;5;2020-06-27;15.8;0.5106;positive
220;Marine Gény;The app was working fine before containment. But now no more notification when you are near the end of parking. And the bad surprise is that now to obtain a simple proof by email in PDF, you have to pay 0.15 € !!! ?? I use this proof to send it to my boss to reimburse my travel expenses, isn't it a bit of theft anyway?;2;2020-06-24;15.7;-0.8184;negative
222;jacques Fasoli;Ok no problem 😷;5;2020-06-23;15.8;0.5358;positive
225;Carmen Boulanger;I pay for what I consume and it suits me perfectly. No need for change. On the other hand, watch out for the uncharged phone.;5;2020-06-06;15.7;0.7003;positive
226;Damien Faisandier;Hello, the application was working fine two months ago but an update has changed this: the application no longer gives any end of parking warning !!! So I asked that the application send an SMS to let me know when parking is over if I was not notified by the application. I receive a parking start sms! No use. In short, quickly dive into the problem because it is very very annoying!;2;2020-06-03;15.7;-0.9547;negative
231;Véronique Tinniere;Good application. Easy to use. Much simpler than parking meters. I recommend.;4;2020-05-06;15.5.1;0.8074;positive
232;Thierry Journet;Very good, but the success of the application would depend above all on it being universal or in any case bcp more usable in bcp more cities. I know it's complicated but this is the top that I have to work on I think. Otherwise very good.;4;2020-04-30;15.5.1;0.9279;positive
234;Viviane VERHAEGHE;Great as an app! Very practical, easy to use. Thanks to the designers 👍;5;2020-04-26;15.5;0.8878;positive
235;Abdelhakim;Too bad the option to find an on-street parking space is not available in Brussels.;3;2020-04-26;15.5;-0.5423;negative
237;Cacouault Célia;Super practical application!;5;2020-04-18;15.4;0.636;positive
239;Emilie C;Very good super easy parking app. To be developed in all cities;4;2020-03-21;15.3;0.8894;positive
242;Iota Touk;Super practical, viable, it's great!;5;2020-03-10;15.1;0.8516;positive
243;Farid HAMADOU;Very useful really, thank you for this beautiful application and big thumbs up 👍;5;2020-03-09;15.1;0.8973;positive
245;Charles Fréret;Great app.;5;2020-03-06;15.1;0.6249;positive
246;Marie LEB;I have been using this application for a year and I find it very practical. No more worrying about how many rooms to put in depending on how long I think I will stay. So not very well. Two caveats: the pricing is not clear at all (no indicative grid) and then my phone has not been able to charge it for 24 hours. I suddenly uninstalled it and reinstalled it three times, nothing to do. Too bad .;4;2020-03-05;15.1;-0.798;negative
247;Géraldine Trabut;Ideal for parking in Bordeaux without worrying about having enough change;5;2020-03-04;15.0;0.6636;positive
253;fabrice freteau;I love it, very functional app;5;2020-02-24;15.0;0.6369;positive
254;Sly Sport;Very useful and easy to use;4;2020-02-21;15.0;0.7474;positive
255;karine destenay;Very handy this application is awesome.;5;2020-02-21;15.0;0.6249;positive
256;Edwige Ponsard;Super practical !!! No need to go to the parking meter or look for change.;5;2020-02-19;15.0;0.5538;positive
258;Aurelie Joan;Application which can be practical but when it is said to work, no indulgence is made and the offender just has the right to pay;1;2020-02-18;14.9;-0.7684;negative
259;Huguette Rose;That's great;5;2020-02-18;15.0;0.6249;positive
261;Marion B.;A shame. An application that only works halfway and that forces you to pay fines when there is a malfunction !!;1;2020-02-12;14.9;-0.6229;negative
263;Jorge Ruiz;Nice aplicación, but it is not exact it must be improved;1;2020-02-09;14.2;0.7227;positive
264;Typhaine Gerard;Rotten and useless application! I installed it yesterday, I wanted to increase my parking hours, I started and paid and suddenly the application turns off and closes every time I try to use it! I have uninstalled and reinstalled the application 3 times which asks me for a 4-digit code which none works! So thank you for this waste of time.;1;2020-02-05;14.9.1;-0.6893;negative
265;Aria Save;Perfect;5;2020-02-04;14.9.1;0.5719;positive
266;Laurent;An unclear interface on the display of prices, it would be useful to put it in a clear and visible way, not in the same tones as the wallpaper. Result: € 30 for 2h40 of parking in Metz, not in Dubai. The Customer Service can do nothing, neither the town hall, nor indigo which has the delegation of parking service. THANKS EASYPARK, the app is very easy to use to pay. A bad experience.;1;2020-02-03;14.9.1;0.7526;positive
269;Mélanie Deitsch;Shameful, a craftsman does not have the right to put himself in the status of craftsman, visitor obligation, pay full price for his half-day parking in Metz! Parking is currently prohibited in front of customers' entrances ... As if the break equipment discharges itself from miles away and that it is as light as a feather. We have no choice but to take a taxi to avoid the cost of parking. (The craftsman's daughter) Impossible to extend her parking to more than 3-4 hours, shameful!;1;2020-02-03;14.9.1;-0.8602;negative
274;Benjamin Janicaud;Very easy to use application and with competent and hyper responsive customer service. Edit 01/31: geolocation now works very well also in Brussels, with indication of the number of parking meters: I therefore definitively adopted the app and I raise the note to 5.;5;2020-01-31;14.9;0.8653;positive
276;10H Video;good application. Too bad there are some bugs like the help page that doesn't work. Some very interesting ideas: - Android auto. This will greatly facilitate its use. - Ability to send suggestions.;3;2020-01-29;14.9.1;0.8357;positive
280;Diane Xperia;EasyPark is a clear, ergonomic and efficient app. Great !;5;2020-01-20;14.6.1;0.8687;positive
281;David CARMIGNON;Super efficient! And we just pay for the parking time.;5;2020-01-19;14.6.1;0.7644;positive
284;Adrien B-a;IMPOSSIBILITY to buy and renew resident subscriptions (monthly, annual), it sucks! Not worthy of an app in 2020;1;2020-01-17;14.8.1;-0.6367;negative
288;faa faa;Very good application easy to use;5;2020-01-10;14.6.1;0.7474;positive
292;Patrick Tourette;super fast, very easy to use and present in my parking towns;5;2020-01-07;14.6;0.796;positive
295;Stephane Bonnell;Tested for its function: to pay for parking. Very practical in 2 clicks it's done. Some flaws: the app moans about my expired credit card when it has a month left. Unable to display help, the page appears and then returns to the app. And if not 0.15 € to receive a receipt by email in pdf (therefore costs nothing once your system is in place), it is not a little abused! Not very clear if I will also pay when I ask for a receipt each time.;3;2020-01-07;14.6.1;0.5067;positive
296;Joëlle mansuy;Great this application, easy, fast and very practical. The price is based on the actual time spent on site. I recommend.;5;2020-01-07;14.6.1;0.8591;positive
303;ooo ooo;Impossible to add PayPal account. There is another operator in the city I regularly park in, but it doesn't propose PayPal as a payment method and Easypark seems to be usable across Europe. As is I can't use the service. It seems a recent update caused havoc. Please fix or rollback to a functional version (or hire more testers). Regards;3;2020-01-03;14.6.1;-0.5267;negative
305;Sandra Liot-Scacchi;Top top top;5;2019-12-31;14.6.1;0.5267;positive
307;Angel Lacroix;Since update I can not add more parking or simply stop my parking if I have finished before. In addition, barely logged in I receive a 4-digit code which I have no time to write on the requested lines of the application and go directly to the street where I am .... Before it worked well now from anything after the updates .... Painful;2;2019-12-27;14.6.1;-0.6369;negative
309;veronique jeanmougin;Could be ube great app if it worked, No way to connect, tell me I have no internet access when it is wrong, notify me that no paid parking in the area even though I am still parking at the same place (paying) so I could not pay for my parking, it's even just anything!;1;2019-12-26;14.6.1;-0.5568;negative
310;Liliane Dietschy;Very good invention very practical no need for change. Perfect. Thank you. I recommend it to everyone;5;2019-12-21;14.6.1;0.8561;positive
313;Bastien Dugas;Like a lot of other users, Neither PayPal, nor adding a bank card possible ... Easy that means easy, right?;1;2019-12-19;14.6.1;0.8074;positive
317;Richard OLIER;Very practical application. Too bad there are as many different operators as there are cities. It forces you to install several applications ...;4;2019-12-14;14.6.1;-0.5423;negative
318;Jean Paul Anselin;Apart from the great difficulties in reaching your platform, a competent, available, charming contact person (Chloé) will work hard to solve your problem and follow the file until it is resolved: bravo for this support.;4;2019-12-13;14.6;0.9067;positive
319;S Brapiden;Super practical, no more worries;5;2019-12-13;14.6;0.6514;positive
323;Melanie Colin;Great when it works! Impossible to connect me with my password and when I ask for a new code, I never receive it .. in the meantime thank you pv !!;1;2019-12-09;14.6;0.8164;positive
329;Vincent Limorté;Forced by Bordeaux to use this private provider for resident parking: anti-ergonomic app as possible. Constant request for localizations, 5 menus to get my subscription for the day, impossible to program the start time ... It was already not terrible before, but the last update made it worse. Thank you bordeaux :(;1;2019-11-22;14.3;-0.7161;negative
330;JACQUEMINOT Nicolas;On the principle OK, but faced with two fines in quick succession I check the history and surprise the payments o't disappeared! I check my bank account and yes the amounts are debited! I explain everything on a recourse which of course is refused to me! Two fines and parking lots debited! So no 'I do not recommend! To flee !;1;2019-11-22;14.4.1;-0.6578;negative
332;Thierry Bugada;Easy, efficient;5;2019-11-21;14.4.1;0.6908;positive
333;marine cougoul;Fast and effective ! Practice! No complaints !;5;2019-11-21;14.4.1;0.7379;positive
334;Frédéric ROGGE;Great app. Simple, efficient and economical.;5;2019-11-20;14.4.1;0.7845;positive
336;Laetitia ROSSIGNOL;Great application that encourages good citizenship. Easy to use. Perfect.;5;2019-11-19;14.4.1;0.9477;positive
339;J Jara;Unfortunately the use of this application cost me 30 euros of parking + 30 euros of almond. Easy Park does not allow you to anticipate the time restrictions specific to certain areas. You can pay the maximum parking time without any constraint or warning. Although the customer service was responsive, unfortunately they could not provide a solution. I have not been reimbursed for any overpayment. I do not recommend.;1;2019-11-14;14.3;-0.5911;negative
340;Nicole Duroyon;Too good not to worry about going to the parking lot and having to give change;5;2019-11-14;14.4.1;0.6492;positive
342;Nicolas Balzer;Attempted payment by Vipps , Vipps took payment but the EasyPark App didn't recognize despite it was approved. Edit after developer's answer: the parking I wanted to pay for is in Oslo, Norway. With Norwegian Vipps account and bank account associated to Vipps.;2;2019-11-12;14.4.1;-0.5571;negative
343;Guillaume de DURAT;Help systematically crashes It would be good if we could enter a free parking car (disabled card);3;2019-11-10;14.4.1;0.836;positive
344;jennifer donze;I download it to make my life easier and in the end I never receive my new password by sms when I ask for it .... donx app block. And unable to register my Paypal account. Sure ! Nice app for simplicity. I didn't bother trying it anymore than if I had done nothing! To review. Good idea but bad implementation;2;2019-11-09;14.3;-0.6148;negative
346;Tyme Android;Very practical but new you have to connect to a computer to choose the free version! Why not have put the option in the application menu ?? !!;2;2019-11-02;14.3;0.7708;positive
348;Valentia Sparrow;Hello, This section may not be suitable but I would like to share a concern encountered today. I find the application very practical, on the other hand I do not have the impression that its functioning is optimal. This morning I wanted to park for a long time, which the application seems to accept, but I ended up receiving a receipt two hours earlier than expected! Why aren't we warned that we can't plan to stay parked from 9 a.m. to 5 p.m.?;3;2019-10-22;14.2;0.9553;positive
349;Steph Rolland;Good app but I don't understand why recently it costs more ... indeed for 3 hours of parking I paid before 2.80 (15 1st minutes free in Reims) and now 3.09 whereas parking costs 1 € per hour! Is it a malfunction?;3;2019-10-18;14.2;0.7712;positive
353;Mélie MORIN;I use it in Laval and it tells me every day that my account is inactive, I have to put another card and then put mine back every day and I find that unacceptable. No change at this level. When is someone going to do something? BETTER AND BETTER. I was advised to uninstall and reinstall, and today I can't even connect !!!;1;2019-10-07;14.1.1;0.6049;positive
358;Sonia Kosmala;Shameful that this service becomes chargeable!;1;2019-09-19;13.9;-0.5411;negative
362;Louis;A horror .. Bug on bug, do not count on it and plan for change;1;2019-09-13;14.0;-0.5719;negative
365;ludo herpson;Nice and friendly;5;2019-09-04;12.7;0.7184;positive
366;Florence Buoy;Too bad the price via the app is higher than paying directly at the terminal ...;2;2019-09-04;13.9;-0.5423;negative
368;JF PRUS;Out of order today THANKS;1;2019-08-29;13.9;0.5622;positive
372;Gabriela Parfait;still the worst applicarion I have ever experienced. the error messages are false and imprecise. mistakes make us take almonds from parking lots. the application is not intuitive, we do not find the basic functions that we expect. the nightmare;1;2019-08-28;13.9;-0.8519;negative
373;Rom F;Since the 4/8 update the application no longer works at all. Message "EasyPark has stopped" each time you try to access ... You tell me that Android must be up to date. Yes, my laptop has the most up-to-date version possible, but not everyone has the means to change their smartphone every year. Until then, all of my other apps are working except yours. Too bad, so I now have to switch to OPnGO.;1;2019-08-15;13.7.1;-0.714;negative
374;David Huybens;Not great, looks like they don't know how to use paypal correctly;1;2019-08-13;13.8;-0.6602;negative
376;Annie Copie;Since an update on July 26, the application no longer opens. It sucks;1;2019-08-08;13.7.1;-0.5719;negative
378;Florian Bozec;Intrusive application !!! A shame. access authorizations are simply unjustified. The city of Bordeaux should take better care of its public markets. This app is a personal data vacuum cleaner. If you want to do without it, do it !!!;1;2019-08-03;13.7.1;0.7326;positive
380;Laurence JUMELINE;superb;4;2019-08-01;13.7.1;0.6249;positive
381;Agnes Vautrin;it's super practical;5;2019-08-01;13.7.1;0.5994;positive
383;Alexander C Pollock;Top, I tried the apps in Switzerland, and this one I use in France works much better. the French are well ahead of mobile applications in general bravo;5;2019-07-26;13.6.1;0.7003;positive
385;Chantal Jacqmin;Unfortunately the new version no longer works on my galaxy i905! and the sav offers me to change my smartphone! disastrous;1;2019-07-24;13.6.1;-0.8436;negative
386;Céline Perez;Very easy to use and very practical I recommend;5;2019-07-23;13.5.1;0.7146;positive
388;christophe riba;No longer used: my subscription and my rights are no longer synchronized with my account. No improvement following the update contrary to what the customer service had told me. I uninstall and will now go through the mobile site. oneplus 3t / android 9;1;2019-07-18;13.6.1;-0.7077;negative
389;A. K.;Perfect;5;2019-07-16;13.5.2;0.5719;positive
393;Eric ADAM;yet another absolutely scandalous public service concession! I confirm! wanting to park on a site not indicated as "free" I tried to buy a half-hour parking lot. luckily a passer-by warned me that it was free because the app was going to "tax" me by € 1.60! Instead of telling me it was free ...;2;2019-07-10;13.5.2;0.5075;positive
395;Christiane Corgnet;super practical!;5;2019-07-06;13.5.1;0.636;positive
398;M WALTHER;Very happy with this app which allows you to pay for the exact duration of the parking.;5;2019-07-03;13.4.1;0.5563;positive
399;Adrian Gavril;Good but ... excessive battery consumption, more than my navigation app! Something must be done, please. (Samsung Galaxy A8 from 2018 with Android 9);3;2019-07-03;13.4.1;0.636;positive
