userName;content;rating;date;reviewVersion
sonja dietrich;Why don't I get the start screen on the ParkMan icon;3;2020-04-27;5.02
Antti Pyykkönen;Yes it is still OK. During the corona period, there is space ...;4;2020-04-24;5.02
Sami Lehtinen;Good and easy to use;5;2020-04-17;5.01
Mikko Ryhänen;Worked quite well sometimes there were problems in locating but still managed just fine.;5;2020-04-15;5.01
Sirkku Pietilä;Widely used. Works well.;5;2020-04-15;5.01
Sirkku Maksimainen;An easy and functional solution in the city😊;5;2020-04-09;5.01
Markku Lehesvuo;Good and easy to use;5;2020-04-09;4.94
Laura Jetten;The app seemed good at first: no need to ramp outside to increase parking time and parking can be stopped earlier if you wish. BUT the app takes a lot more money than an area parking meter !! For example, a parking meter for 2 and a half hours is € 5, but Parkman takes € 6.60! This would give you almost an hour more extra time from the parking meter!;1;2020-04-01;5.00
Pasi Vuorinen;The latest update broke something. Can no longer be used without wifi location information and will never notify you that the charge will remain on if you leave the Park.;5;2020-03-31;5.01
Ari Kinnunen;a bit confusing to use;3;2020-03-13;nan
Tuomas Räikkönen;Does not work unless there is an optional promo code;1;2020-03-12;4.94
Anne Hytönen;Works well, parking supervisors also recommended this.;5;2020-03-12;4.94
Pia Vilén;Easy to make hay! Everything goes smoothly;5;2020-03-10;4.94
Jussi Mäkinen;€ 10 free parking money with T6CB code;5;2020-03-10;4.94
Kikka Nilsson;Easy to use, good customer service;5;2020-03-06;4.94
Olli Vihma;Good, easy going and functional.;5;2020-03-05;4.94
Arto Melaranta;Great and the best working here;5;2020-03-05;4.94
Antti Repo;It works and is easy!;5;2020-03-04;4.94
Ari Markkanen;Pretty good;5;2020-03-03;4.94
jemina jämiäluoma;Easy to use and can be used today without a separate parkma sticker. Use my code MNEYB1 and you will get a 10.00 € discount on your first parking;5;2020-03-01;4.94
Timo Luukka;Easy to use.;5;2020-02-29;4.94
Juho Rajamäki;A little trick when the app somehow disappeared or didn’t look like the parking was on.;3;2020-02-28;4.94
TM;25.2. the update squatted the app in Honor 8, no longer works ... Luckily for the competitor to work, I couldn’t wait to see what happens next.;1;2020-02-26;5.00
Reijo Tuominen;Works well!;5;2020-02-26;4.94
Jarkko Tuovinen;The application slanders that the registry ID is invalid and therefore does not allow you to add a car. Edit: Now when I reopened the app, a lost car was also found. So it works great again, it must have been just a disturbance.;5;2020-02-25;4.94
Jani K;Good. Use code ZRB1 to get 10e free parking.;5;2020-02-23;4.94
Niilo Partanen;I don't work;1;2020-02-20;4.94
Ville Ruti;Great app! With the code PAGQP4 you get € 10 free parking money up front.;5;2020-02-14;4.94
Eija Ojanperä;Good app. With this pre-code you get free parking for 10 euros, 41A45L. Enter the Promotional Code when you sign up.;4;2020-02-11;4.94
Jouko Ahonen;Works, can be satisfied.;4;2020-02-06;4.94
Henry Pehkonen;Good and easy to use;5;2020-02-06;4.94
Reino Pättiniemi;Clear and easy to use. Billing clear and informative.;5;2020-02-04;4.94
Marko Virta;Great feeling when you get free parking;5;2020-01-28;4.94
Iiro Huhanantti;Really easy to use.;5;2020-01-27;4.94
Harri Schabarin;Handy;5;2020-01-27;4.94
Agim Packa;Brilliant;5;2020-01-25;4.94
Marjo Tapojärvi;keep in mind to strengthen, otherwise great;4;2020-01-18;4.94
Riitta Haapaniemi;Easy to use;5;2020-01-17;4.94
Pia Kauppinen;Works really well and very happy with my monthly billing. Customer service is good!;5;2020-01-17;4.94
Laura Suhonen;Easy and convenient. With this pre-code HL5ZAX you get another € 10 free parking time, which is better😄;5;2020-01-16;4.94
Sanna W;Easy;4;2020-01-13;4.92
Tero Puumalainen;Easy and fast installation. Parking time can be easily changed if necessary, works! With that promotional code another 10 € free parking time: 3WUD6Q;5;2020-01-10;4.94
Joni Kauppila;Great app! With code MB2XUC € 10 free parking money. ✌️;5;2019-12-29;4.94
Seppo Ripatti;Good;5;2019-12-21;4.90
Jedicat94;Okay;3;2019-12-21;4.94
jussuf33;Pretty good. The location is not always found;4;2019-12-19;4.91
marja-riitta Laatikainen;Handy;4;2019-12-17;4.87
Pekka Riipinen;Not working as it should.;1;2019-12-12;4.92
Teijo Junnola;Really fast and practical;5;2019-12-10;nan
Eero Roni;Easy and fast;5;2019-12-10;4.91
Midmanic m;Good and functional. Makes parking much easier.;5;2019-12-07;4.91
Reino Vilppola;Works well!;4;2019-12-04;4.91
Tauno Väisänen;Works well in Kuopio;4;2019-12-03;4.91
Sami Koivunen;Works great, easy to use. Promotional code E1571E € 10 free parking.;5;2019-12-01;4.91
Jouni Winberg;Works well.;5;2019-11-30;4.91
Risto Anttonen;There is no time and no reminder;1;2019-11-29;4.91
Jaakko Korkonen;You will not get wet in the sleet;5;2019-11-28;4.91
Jorma Virtanen;Good;5;2019-11-26;4.91
Markku Vainio;Better than EasyPark ..;5;2019-11-26;4.91
Jouni Saari;Easy to use.;4;2019-11-25;4.91
Petri Räsänen;Works great 👍;5;2019-11-24;4.91
Jaana Pösö;Easy fast;5;2019-11-23;4.86
Pasi Pajunen;None;5;2019-11-20;4.91
Villematti Schultz;Easy to use, not disproportionately expensive for occasional use.;5;2019-11-20;4.91
Mari Wallenius;4AUA6F free parking time;5;2019-11-19;4.91
Kirsi Torikka;Easy to use;4;2019-11-17;4.91
Caffeepup;A functional and easy-to-use application.;5;2019-11-15;4.91
Pyhatar85;Easy to use!;4;2019-11-13;4.90
Eero Kurru;€ 20 free parking with promotional code 5ABZ;5;2019-11-12;4.88
Mika Siirtola;I didn’t get easypark to work so I tried this and plays well. Here's another € 10 discount on your first parking: M5PXB9;5;2019-11-12;4.91
Tomi H;Works like a train toilet. Alright!;5;2019-11-11;4.91
Laura Lehtismäki;I switched from easypark to parkman because of the prices. Works without problems! With code A9JE25 you get € 10 free parking time 🙂;5;2019-11-09;4.90
Sandoza Nosslo;When registering, use code 7P67WS to get free parking 10e. The application worked well and made everyday life easier!;5;2019-11-09;4.91
Markku Väisänen;Great help. You do not grab the cabin with an automatic machine👌;5;2019-11-04;4.89
Stig Ådahl;Always works and for sure!;5;2019-11-01;4.89
nakki79;Works as it should, easy to use. Parking but damn expensive in Helsinki;4;2019-10-29;4.89
Marko Pelkonen;works well.;5;2019-10-29;4.89
Lingnoi Coc;3HSAUP here you get € 10 free parking;5;2019-10-29;4.89
Kirsti Laukkanen;Great, easy going, so so best.;5;2019-10-29;4.86
Eero Turunen;Works well and you get a 10 euro discount on the first parking with code 7NANBE.;2;2019-10-29;4.89
Jari Nieminen;Only a few times needed. It has worked well. Much easier than those old systems. Useful.;5;2019-10-24;4.88
H.V. Korpi;Works well at least in the center of Helsinki;5;2019-10-23;4.88
Pekka Lammassaari;Works very well;5;2019-10-21;4.88
Annika Mäkelä;Convenient help when there are no coins. You only pay for what you need.;5;2019-10-19;4.88
Kauno Riihonen;Finds a great location and zone. Quick to use and easy to pay. You can set your own default time and change it later.;3;2019-10-18;4.87
Esa Salo;Good, comprehensive;5;2019-10-18;4.88
Antti Raikkonen;Handy;5;2019-10-17;4.87
Pertti Urponen;Very easy to use;5;2019-10-16;4.88
Ninni Öö;Deft;5;2019-10-15;4.88
Casper;Easy to use and good, no complaints;5;2019-10-14;4.87
Googlen käyttäjä;Usability could be better. Does not visit car parks in Joensuu, for example.;3;2019-10-12;4.87
Marja Räsänen;Works.;4;2019-10-12;4.87
Outi Mäkelä;Works really for sure! The instructions are clear because the screen has everything you need available, no unnecessary add-ons or content. T. Outi M.;5;2019-10-10;nan
Mika Reilimo;Works well;4;2019-10-07;4.87
Jouko Hongisto;Easy to use;5;2019-10-04;4.87
Onni Niemivaara;The app complains many times during the same session that positioning is not on, and Map View is always in Africa by default. You will not be able to stop parking until you zoom in to Finland and the city where you are in the Park, only then will active parking be visible. Annoying.;2;2019-10-02;4.87
Severi Karevesi;Paypal is missing from the payment methods. An old-fashioned payment card insertion in an insecure-looking place. Not to continue.;1;2019-10-01;4.87
Joni Mononen;NVP9G5 with code 10e parking money 👍 Convenient application if you are not sure about the parking time. Time can be increased remotely if needed. An easy-to-use application, even this kind of first-timer was hooked on what it was all about. There was little doubt as to whether the whole thing would work when everything was so easy 😂;4;2019-10-01;4.87
Mark Lassfolk;Wonderful <3;4;2019-09-30;4.84
jan sor;With the 9TCB code you get a balance of 10 € !!! A very functional and easy to use application;5;2019-09-25;4.87
Raija Komppa;Inexpensive and easy;5;2019-09-24;4.85
Anna Schildt;Works well!;5;2019-09-24;4.87
Henri Luhtamaa;Great app! Grab yourself this free € 10 parking with code 78EX1F 😋;5;2019-09-23;4.87
Kia Kavetvuo;Rarely come across such a user-friendly application! Great thing that the app also recognizes puck slots as well as free times.;5;2019-09-20;4.87
Johanna Jokimäki;Convenient, works well;5;2019-09-20;4.87
Arja Marin;Top easy;5;2019-09-16;4.87
Petri Liikari;A really good app!;5;2019-09-16;4.87
Sami Kasari;Good and easy;5;2019-09-15;4.86
Mika Salminen;Very good! With code Y28A4V you get 10 euros for free parking time! I suggest to everyone!;5;2019-09-14;4.87
Sari Turunen;It is an easy and effortless application. I recommend.;5;2019-09-13;4.85
Ari K;With code 10 € parking fee money for you, SMKM;4;2019-09-12;4.86
Joel Toivio;Works;5;2019-09-10;4.86
Leena liukkonen;Works!;4;2019-09-10;4.82
Juho Hämäläinen;Really convenient!;5;2019-09-09;4.85
Lauri Kara;Easy to use, however, there would be an improvement in accuracy, the app accepted the payment but I was at the venue, in addition, no fines were reported.;3;2019-09-07;4.86
Hanna Viitasaari;Very playful and easy to use👍;5;2019-09-07;4.86
Mauri Lindholm;Excellent, easy and fast to use!;5;2019-09-05;4.86
M T;Very convenient!;5;2019-09-03;4.85
Timo Kanerva;Always works.;5;2019-08-31;4.85
Timo Malén;Why was I not asked when downloading the discount code (3FQJQ) that I have ???;3;2019-08-30;nan
V-P Nenonen;The problem caused by the misunderstanding was handled elegantly by customer service.;4;2019-08-30;4.85
moraali jorma;Works and easy to use. With code Y2XX you get 10e free parking time in front.;5;2019-08-29;4.85
Olavi;Play really well;5;2019-08-27;4.85
J J Lehti;Good what good.;5;2019-08-27;4.85
Jani Kauppila;An excellent well-functioning and easy-to-use application. When you use the code RL9W when you register, you will still receive € 10 free parking time in addition to everything else.;5;2019-08-26;4.85
Jyrki Laakso;Easy and fast to use.;5;2019-08-24;4.85
Minna Laapio;The application does not agree to start at all, but crashes immediately. Honor 8x ..;1;2019-08-23;4.85
Marika Nordström;Good appi;5;2019-08-22;4.84
Veli-Matti Lund;Good;5;2019-08-22;4.84
Kaisa Raninen;Easy. Always worked. Save on parking fees.;5;2019-08-22;4.84
vesa autio;really convenient;5;2019-08-20;4.84
Päivi Leminen;Works, easy to use. Big + from the monthly sp report 👍🏻;4;2019-08-19;4.82
Aleksi Humalainen;Works! Here 10 € Promotional code: 9EVQ4G;4;2019-08-14;4.84
Rauno Savenius;Good and functional software. I have never cheated once but the settings are correct.;5;2019-08-13;4.84
Sirkkaliisa Cavonius;good thing;4;2019-08-12;4.78
Helena Tamminen;very awkward and the answers to my questions i didn't get when i needed help. however, after a long adventure in the world of Android, I got parking to work. however, no note on the car can be printed from the mobile phone at the hotel!;2;2019-08-12;4.84
Sami Viitanen;I downloaded when easypark didn't work for some reason. A working app and quick deployment, I recommend. And even with promotional code X6JM 10e discount on parking!;5;2019-08-09;4.84
Jari;Works well and easy to use.;5;2019-08-08;4.84
Anna-Riitta Korhonen;An easy way to park without coins. Expanded just fine.;5;2019-08-08;4.84
Marko Tuominen;"A handy app. There is no need to pay ""in vain"", but just about how long you park.";4;2019-08-08;4.84
Fouad Ibrahim;it sees, for example, that parking costs 1.50 and when parking runs out costs more;1;2019-08-08;4.84
Marko Laukkanen;A working app, I recommend. With promotional code 66NNCG 10 € discount;5;2019-08-07;4.84
Jalmari Lähevirta;Easy, fast and clear application. Requires only the required permissions (unlike a competing application). By registering using the code P1YV you get one free parking. The only downside to the program comes from the exhaustion of easy access to a private and business account, or else I just can’t find it.;4;2019-08-04;4.84
R B;Could not find p-spot;1;2019-07-31;nan
Seppo Töyssy;"For some reason, the application has stopped working. Indicates something like ""invalid payment system"" etc. Too bad this has been handy";2;2019-07-28;4.84
Kolme Reikaa;änyb mm;5;2019-07-27;4.8
Kari-Pekka Hietala;It has been very convenient.;4;2019-07-24;4.82
Henna Laukka;Handy. Used in most places.;5;2019-07-20;4.84
Googlen käyttäjä;Has worked at least in Helsinki. For myself, it’s hard to estimate how much time I need to tan. So I saved money with the app. With code YS84 you get a € 10 discount on your first parking.;5;2019-07-18;4.82
Mauri Rinne;Functional and affordable.;5;2019-07-18;4.84
Chris Tregubåv;There were no problems, you can easily get paid for parking without digging for coins. With the code M1JU you could change both € 10 free parking.;5;2019-07-18;4.82
Silja Rautanen;Clear and easy to use;5;2019-07-17;4.82
Niko Seppälä;Unfortunately, it does not work in all locations where competing Easypark operates.;4;2019-07-17;4.82
Henri Mansala;No need to look for a full time car park automatic customer service is really good know how to help whenever there is a little something trouble really easy to use;5;2019-07-17;4.82
Esa Hakulinen;Good easy and fast;5;2019-07-15;4.82
