ind;userName;content;rating;date;reviewVersion;compund;sentiment
64;Markus Rantanen;Bad app. Once a day a new update and time goes into updating the car when SHOULD put a quick parking time. Faster even in cash to pay at the vending machine.;1;2021-02-11;5.27;-0.5994;negative
65;Taesbil;Find great parking spaces, and count only on the time actually parked. Easy to use.;5;2021-02-02;5.26;0.7906;positive
66;Jorma Pöntinen;Works;4;2021-01-21;5.22;0.0;neutral
67;Ari Jussila;handy.;4;2021-01-20;5.23;0.0;neutral
68;Lauri Marttinen;The application crashes when trying to start parking.;1;2021-01-09;5.20;0.0;neutral
69;Juho Laine;Makes what promises.;5;2021-01-04;5.19;0.3818;neutral
70;Mika Kukkonen;Now after the upgrade, a new card was successfully added.;4;2020-12-31;5.19;0.4939;neutral
71;Juha Kallio;great app.;4;2020-12-29;5.16;0.6249;positive
72;Kukka Kukkalaaraa;Does not accept any of the three certainly working cards. Does not inspire confidence in how card information is handled. I deleted.;1;2020-12-28;5.17;-0.6688;negative
73;Ole Kinnunen;Surprisingly good and easy. Accelerates and facilitates transactions in stone foot shops. Also saves on parking error fees 😷;5;2020-12-22;5.15;0.6486;positive
74;Terhi Ahonen;Easy, clear, fast and affordable;5;2020-12-15;4.94;0.6705;positive
75;Tuuli Kiviniemi;I have had the app installed for a few beds and I have been happy, but now my text message said that you have not been able to charge my account. The validity of my debit card was updated at the turn of the month, but the number remained the same. What is your problem? The phone number in the contacts is not in use! I would like to continue using Park mania, but how do I get in touch to resolve a debit card issue? Tuuli Kiviniemi IJR-782;2;2020-12-02;5.12;0.7907;positive
76;Jukka Raulamo;Easy and fast. Reliable. Automatic parking termination is a really good feature.;5;2020-11-30;5.11;0.7264;positive
77;Harri Heiskanen;Works well;5;2020-11-24;5.11;0.2732;neutral
78;Erkki Yrjänäinen;Really easy 😄;5;2020-11-17;5.06;0.839;positive
79;Nina Ekonoja;Easy and fast;5;2020-11-14;5.10;0.4404;neutral
80;Ilkka Melto;Very easy to use.;4;2020-11-13;5.10;0.4927;neutral
81;Altezza AS300;after the update the app crashes when trying to park. great 👍;1;2020-11-06;5.09;0.6249;positive
82;Teemu Nikkanen;Awesome help! 👍👍👍;5;2020-11-03;5.09;0.7959;positive
83;Ilkka Lindström;Dropped out of the five-star user experience when the ability to enter times with the number keys disappeared. Otherwise prima. There have been no problems with the simple UI.;4;2020-11-01;5.09;0.4512;neutral
84;Stig Tenlenius;Handy;5;2020-10-30;5.09;0.0;neutral
85;Noora Sofi;It's convenient! No more looking for coins and ramping in the parking machine👌🏼;5;2020-10-29;5.09;0.6399;positive
86;Jarmo Talvela;Easy, fast and up-to-date pricing;5;2020-10-23;5.08;0.4404;neutral
87;Otto Itkonen;Works!;5;2020-10-23;5.08;0.0;neutral
88;Timo rauhaniemi;Win coins 100-0;5;2020-10-22;nan;0.5859;positive
89;Katariina;The best parking app 👌;5;2020-10-21;5.08;0.8842;positive
90;Ilkka Lehtoranta;The download took so long (4G) that I paid in cash.;1;2020-10-16;nan;0.0;neutral
91;Riitta Xxx;The best. Easy to use.;5;2020-10-16;5.08;0.7964;positive
92;Ulla-Mari Lindh;Really convenient parking!;5;2020-10-14;5.07;0.0;neutral
93;Jani Lehtinen;Works;5;2020-10-14;5.08;0.0;neutral
94;marina muhonen;Every time I park my car in a paid spot, the program starts updating itself again. Had to wait in the car before it works again. What exactly is this? That’s the second time in two weeks. Stupid. Just when there is a lot of hurry.;2;2020-10-13;5.07;-0.5267;negative
95;Juha Haatainen;Works really well. Even I could ssnoa that easy to park better. Lighter at least. I recommend;5;2020-10-13;5.07;0.8655;positive
96;Tuomas;It has worked well on its own, but sometimes causes annoyance when rotating the parking time, the time jumps back to the Max parking time if the parking time is exceeded according to the app. This "feature" could be removed or even changed.;3;2020-10-12;5.07;-0.34;neutral
97;Eerika Hietamies;A good and easy to use app!;5;2020-10-07;5.08;0.7263;positive
98;Rainer Visa;Often does not charge;3;2020-10-06;5.07;0.0;neutral
99;Osmo Kalmari;Easy to use!;5;2020-10-02;5.06;0.4926;neutral
100;Mikko Loikkanen;The latest update made the app unusable, getting stuck looking for a location.;1;2020-10-01;5.07;-0.25;neutral
101;Aksu;Pick someone a code to get € 10 parking money. ATA5ZU;3;2020-10-01;5.07;0.0;neutral
102;Jari Hämäläinen;It no longer opens the entire application at all. In the past, it worked flawlessly. Not anymore.;1;2020-09-29;5.07;-0.1027;neutral
103;Tuuli Alander;By the way jees but promo codes don't work no matter how you try js described in free parks. miracle urination.;3;2020-09-25;5.06;0.8941;positive
104;Jouni Leskinen;Recognizes the area well. Changing the phone was a bit confusing, but let’s go again.;4;2020-09-24;nan;0.0258;neutral
105;Riikka Kontturi;Our area works well.;5;2020-09-22;5.06;0.2732;neutral
106;Anne Kantola;Easy and handy;5;2020-09-14;5.06;0.4404;neutral
107;Edward Nikkilä;Easy and functional;5;2020-09-14;5.06;0.4404;neutral
108;Yrjö Hartikka;The application Disconnects the Park itself;1;2020-09-02;5.06;0.0;neutral
109;Altti;Phone number verification is completely broken. The code comes with a text message as it should, but the review thinks the code is wrong. How can the code be wrong if it just came with a message? I tried several times, but the problem recurred every time.;2;2020-08-17;5.06;-0.9312;negative
110;Toni Vainikka;Is there any coming Huawei appgallery for phones at some point?;5;2020-08-14;5.06;0.0;neutral
111;Fred Rosbäck;Easy!!;5;2020-08-14;5.06;0.5399;positive
112;Petri Peippo;None;4;2020-08-13;5.06;0.0;neutral
113;Leena Palmu-Aalto;Easy and clear.;5;2020-08-12;5.06;0.6705;positive
114;Kalle Lahtinen;You get 10e parking money with the code: UTQN Good and handy parking app.;5;2020-08-12;nan;0.4404;neutral
115;Henna-Maaria Linkopuu;Is not charging;1;2020-08-10;nan;0.0;neutral
116;Anne Sairanen;Easy and comfortable to use;5;2020-08-04;5.06;0.7351;positive
117;Hanne Muurinen;The app has always worked flawlessly, is easy to use, changes to your car truck or card information are easy to make and a monthly receipt for email is a good thing. Mainly annoying that the PM doesn’t work / goes everywhere / every Park in my city and because of this has come a couple of parking fines.;4;2020-08-01;5.06;0.7783;positive
118;Joni Kemppainen;I only downloaded this because of the free Linnanmäki Park, which was attached to a parking pole as an advertisement. I redeemed this "free Park" and in a month there will be a text message that the park has not been paid. Now then you should pay 15e for free parking. Pretty ridiculous;1;2020-08-01;5.06;0.9197;positive
119;Aleksi Konttinen;Otherwise there is nothing wrong but now for some reason the bar at the bottom is left under the phone's own keys so parking and finishing it is a bit tedious. The phone is then Huawei P30 Lite, Android 10.;4;2020-07-25;5.06;0.1967;neutral
120;Martti Myllyntaus;The best parking app.;5;2020-07-18;5.06;0.6369;positive
121;lauri nyholm;Did not accept the activation code they sent. I removed the App and continued to use easy Park.;1;2020-07-17;5.06;0.1818;neutral
122;Marko Kakkori;None;4;2020-07-15;5.06;0.0;neutral
123;Hannu Soronen;Accept button (green) overlaps with Huawei (P20pro) ESC key.;3;2020-07-15;5.06;0.3818;neutral
124;Paka Helkesalo;This too can be found on my handset and very easy to use.;5;2020-07-14;5.06;0.4927;neutral
125;Velipekka Jaakonsaari;Should you develop that much app, you won’t automatically cut off the parking fee when you leave the Park.;1;2020-07-11;5.06;-0.3182;neutral
126;Jarmo K;Goog;5;2020-07-10;5.00;0.0;neutral
127;Arto Lemmetyinen;Kurapaska, ask for a card number and don't get ahead of it.;2;2020-07-07;nan;0.0772;neutral
128;Jukka Mäkilä;Tominii always;5;2020-06-25;5.05;0.0;neutral
129;Mikko Suomela;Works well!;5;2020-06-25;5.05;0.3382;neutral
130;ULLA LOJANDER;Good and affordable thank you. Happy summer!;4;2020-06-23;5.05;0.8553;positive
131;Minna Eloranta;Works as it should;5;2020-06-23;5.05;0.0;neutral
132;Pasi Perkiö;Works like a train toilet.;5;2020-06-22;5.05;0.3612;neutral
133;Reeta Aula;Deployment was supposed to be quick and easy. The app didn’t even ask for the car’s registration number but reported that everything had to be in order. The end result is parking fines in addition to the paid parking fee. Forwarding a receipt didn’t help, no, it helped even if the parking GPS was in the right place. Neveragain;1;2020-06-19;5.05;0.6858;positive
134;Jyrki Määttä;Works just as it should!;5;2020-06-16;5.05;0.0;neutral
135;Koivis II;Sometimes it is suspiciously difficult to charge when you should stop parking, compare how easy it is to start .. it can also seem that most of the time my phone has been closed during parking. Ylim. at least no error charges have come;3;2020-06-16;4.94;-0.1098;neutral
136;Margarita Kataja;I haven’t used and updated the app in a long time. Now that I finally got it updated, it refused to boot. Every time I try to open the app, a rotating logo appears on the screen that stays rotating and nothing goes beyond it. The internet connection is good, so the problem isn't there ... I also tried to download the app again, but that didn't help either.;1;2020-06-13;nan;-0.5463;negative
137;Tarja Haukkasalo;Didn't work, asked for pin code over and over again;1;2020-06-13;nan;0.0;neutral
138;Milja Hahto;Acting great. But now that only rotates the logo indefinitely when trying to launch.;3;2020-05-29;5.01;0.3716;neutral
139;Mikko Kiilunen;Poor;1;2020-05-29;nan;-0.4767;neutral
140;Maicol X777;Street parking failed!;1;2020-05-28;5.05;-0.5562;negative
141;KariMatti Nalli;Great system!;5;2020-05-22;5.00;0.6588;positive
142;Harri Montonen;Can't even log in when "code is wrong", I removed all the shit ..;1;2020-05-14;nan;0.2263;neutral
143;Sanna Rintakoski;Convenient, smooth and fast to use;5;2020-05-13;5.04;0.0;neutral
144;Hannele Varhee;Does not work in all private areas.;4;2020-05-11;nan;0.0;neutral
145;Tero Nordman;damn great latest update. the parkman logo rotates on the screen, but nothing else happens;1;2020-05-09;5.04;0.1779;neutral
146;Jukka Rissanen;ParkMan doesn't work but complains that my bank doesn't pay for it! It’s not my fault your connection won’t work after years.;1;2020-05-05;nan;0.7506;positive
147;Anita Ryhänen;Really convenient.;5;2020-04-28;5.02;0.0;neutral
148;Laila Kekonen;Really convenient;5;2020-04-28;5.02;0.0;neutral
149;sonja dietrich;Why don't I get the start screen on the ParkMan icon;3;2020-04-27;5.02;0.0;neutral
150;Antti Pyykkönen;Yes it is still OK. During the corona period, there is space ...;4;2020-04-24;5.02;0.4019;neutral
151;Sami Lehtinen;Good and easy to use;5;2020-04-17;5.01;0.7003;positive
152;Mikko Ryhänen;Worked quite well sometimes there were problems in locating but still managed just fine.;5;2020-04-15;5.01;0.2609;neutral
153;Sirkku Pietilä;Widely used. Works well.;5;2020-04-15;5.01;0.2732;neutral
154;Sirkku Maksimainen;An easy and functional solution in the city😊;5;2020-04-09;5.01;0.8807;positive
155;Markku Lehesvuo;Good and easy to use;5;2020-04-09;4.94;0.7003;positive
156;Laura Jetten;The app seemed good at first: no need to ramp outside to increase parking time and parking can be stopped earlier if you wish. BUT the app takes a lot more money than an area parking meter !! For example, a parking meter for 2 and a half hours is € 5, but Parkman takes € 6.60! This would give you almost an hour more extra time from the parking meter!;1;2020-04-01;5.00;0.5526;positive
157;Pasi Vuorinen;The latest update broke something. Can no longer be used without wifi location information and will never notify you that the charge will remain on if you leave the Park.;5;2020-03-31;5.01;-0.6369;negative
158;Ari Kinnunen;a bit confusing to use;3;2020-03-13;nan;-0.2263;neutral
159;Tuomas Räikkönen;Does not work unless there is an optional promo code;1;2020-03-12;4.94;0.0;neutral
160;Anne Hytönen;Works well, parking supervisors also recommended this.;5;2020-03-12;4.94;0.4404;neutral
161;Pia Vilén;Easy to make hay! Everything goes smoothly;5;2020-03-10;4.94;0.4926;neutral
162;Jussi Mäkinen;€ 10 free parking money with T6CB code;5;2020-03-10;4.94;0.5106;positive
163;Kikka Nilsson;Easy to use, good customer service;5;2020-03-06;4.94;0.7003;positive
164;Olli Vihma;Good, easy going and functional.;5;2020-03-05;4.94;0.7003;positive
165;Arto Melaranta;Great and the best working here;5;2020-03-05;4.94;0.8519;positive
166;Antti Repo;It works and is easy!;5;2020-03-04;4.94;0.4926;neutral
167;Ari Markkanen;Pretty good;5;2020-03-03;4.94;0.7269;positive
168;jemina jämiäluoma;Easy to use and can be used today without a separate parkma sticker. Use my code MNEYB1 and you will get a 10.00 € discount on your first parking;5;2020-03-01;4.94;0.4404;neutral
169;Timo Luukka;Easy to use.;5;2020-02-29;4.94;0.4404;neutral
170;Juho Rajamäki;A little trick when the app somehow disappeared or didn’t look like the parking was on.;3;2020-02-28;4.94;0.1761;neutral
171;TM;25.2. the update squatted the app in Honor 8, no longer works ... Luckily for the competitor to work, I couldn’t wait to see what happens next.;1;2020-02-26;5.00;0.6486;positive
172;Reijo Tuominen;Works well!;5;2020-02-26;4.94;0.3382;neutral
173;Jarkko Tuovinen;The application slanders that the registry ID is invalid and therefore does not allow you to add a car. Edit: Now when I reopened the app, a lost car was also found. So it works great again, it must have been just a disturbance.;5;2020-02-25;4.94;-0.0522;neutral
174;Jani K;Good. Use code ZRB1 to get 10e free parking.;5;2020-02-23;4.94;0.7351;positive
175;Niilo Partanen;I don't work;1;2020-02-20;4.94;0.0;neutral
176;Ville Ruti;Great app! With the code PAGQP4 you get € 10 free parking money up front.;5;2020-02-14;4.94;0.8268;positive
177;Eija Ojanperä;Good app. With this pre-code you get free parking for 10 euros, 41A45L. Enter the Promotional Code when you sign up.;4;2020-02-11;4.94;0.7351;positive
178;Jouko Ahonen;Works, can be satisfied.;4;2020-02-06;4.94;0.4215;neutral
179;Henry Pehkonen;Good and easy to use;5;2020-02-06;4.94;0.7003;positive
180;Reino Pättiniemi;Clear and easy to use. Billing clear and informative.;5;2020-02-04;4.94;0.7964;positive
181;Marko Virta;Great feeling when you get free parking;5;2020-01-28;4.94;0.836;positive
182;Iiro Huhanantti;Really easy to use.;5;2020-01-27;4.94;0.4927;neutral
183;Harri Schabarin;Handy;5;2020-01-27;4.94;0.0;neutral
184;Agim Packa;Brilliant;5;2020-01-25;4.94;0.5859;positive
185;Marjo Tapojärvi;keep in mind to strengthen, otherwise great;4;2020-01-18;4.94;0.7506;positive
186;Riitta Haapaniemi;Easy to use;5;2020-01-17;4.94;0.4404;neutral
187;Pia Kauppinen;Works really well and very happy with my monthly billing. Customer service is good!;5;2020-01-17;4.94;0.8617;positive
188;Laura Suhonen;Easy and convenient. With this pre-code HL5ZAX you get another € 10 free parking time, which is better😄;5;2020-01-16;4.94;0.9274;positive
189;Sanna W;Easy;4;2020-01-13;4.92;0.4404;neutral
190;Tero Puumalainen;Easy and fast installation. Parking time can be easily changed if necessary, works! With that promotional code another 10 € free parking time: 3WUD6Q;5;2020-01-10;4.94;0.8356;positive
191;Joni Kauppila;Great app! With code MB2XUC € 10 free parking money. ✌️;5;2019-12-29;4.94;0.8268;positive
192;Seppo Ripatti;Good;5;2019-12-21;4.90;0.4404;neutral
193;Jedicat94;Okay;3;2019-12-21;4.94;0.2263;neutral
194;jussuf33;Pretty good. The location is not always found;4;2019-12-19;4.91;0.7269;positive
195;marja-riitta Laatikainen;Handy;4;2019-12-17;4.87;0.0;neutral
196;Pekka Riipinen;Not working as it should.;1;2019-12-12;4.92;0.0;neutral
197;Teijo Junnola;Really fast and practical;5;2019-12-10;nan;0.0;neutral
198;Eero Roni;Easy and fast;5;2019-12-10;4.91;0.4404;neutral
199;Midmanic m;Good and functional. Makes parking much easier.;5;2019-12-07;4.91;0.6908;positive
200;Reino Vilppola;Works well!;4;2019-12-04;4.91;0.3382;neutral
201;Tauno Väisänen;Works well in Kuopio;4;2019-12-03;4.91;0.2732;neutral
202;Sami Koivunen;Works great, easy to use. Promotional code E1571E € 10 free parking.;5;2019-12-01;4.91;0.8834;positive
203;Jouni Winberg;Works well.;5;2019-11-30;4.91;0.2732;neutral
204;Risto Anttonen;There is no time and no reminder;1;2019-11-29;4.91;-0.5267;negative
205;Jaakko Korkonen;You will not get wet in the sleet;5;2019-11-28;4.91;0.0;neutral
206;Jorma Virtanen;Good;5;2019-11-26;4.91;0.4404;neutral
207;Markku Vainio;Better than EasyPark ..;5;2019-11-26;4.91;0.4404;neutral
208;Jouni Saari;Easy to use.;4;2019-11-25;4.91;0.4404;neutral
209;Petri Räsänen;Works great 👍;5;2019-11-24;4.91;0.6249;positive
210;Jaana Pösö;Easy fast;5;2019-11-23;4.86;0.4404;neutral
211;Pasi Pajunen;None;5;2019-11-20;4.91;0.0;neutral
212;Villematti Schultz;Easy to use, not disproportionately expensive for occasional use.;5;2019-11-20;4.91;0.4404;neutral
213;Mari Wallenius;4AUA6F free parking time;5;2019-11-19;4.91;0.5106;positive
214;Kirsi Torikka;Easy to use;4;2019-11-17;4.91;0.4404;neutral
215;Caffeepup;A functional and easy-to-use application.;5;2019-11-15;4.91;0.0;neutral
216;Pyhatar85;Easy to use!;4;2019-11-13;4.90;0.4926;neutral
217;Eero Kurru;€ 20 free parking with promotional code 5ABZ;5;2019-11-12;4.88;0.5106;positive
218;Mika Siirtola;I didn’t get easypark to work so I tried this and plays well. Here's another € 10 discount on your first parking: M5PXB9;5;2019-11-12;4.91;0.4767;neutral
219;Tomi H;Works like a train toilet. Alright!;5;2019-11-11;4.91;0.5848;positive
220;Laura Lehtismäki;I switched from easypark to parkman because of the prices. Works without problems! With code A9JE25 you get € 10 free parking time 🙂;5;2019-11-09;4.90;0.8204;positive
221;Sandoza Nosslo;When registering, use code 7P67WS to get free parking 10e. The application worked well and made everyday life easier!;5;2019-11-09;4.91;0.8172;positive
222;Markku Väisänen;Great help. You do not grab the cabin with an automatic machine👌;5;2019-11-04;4.89;0.9175;positive
223;Stig Ådahl;Always works and for sure!;5;2019-11-01;4.89;0.3802;neutral
224;nakki79;Works as it should, easy to use. Parking but damn expensive in Helsinki;4;2019-10-29;4.89;-0.3818;neutral
225;Marko Pelkonen;works well.;5;2019-10-29;4.89;0.2732;neutral
226;Lingnoi Coc;3HSAUP here you get € 10 free parking;5;2019-10-29;4.89;0.5106;positive
227;Kirsti Laukkanen;Great, easy going, so so best.;5;2019-10-29;4.86;0.9289;positive
228;Eero Turunen;Works well and you get a 10 euro discount on the first parking with code 7NANBE.;2;2019-10-29;4.89;0.2732;neutral
229;Jari Nieminen;Only a few times needed. It has worked well. Much easier than those old systems. Useful.;5;2019-10-24;4.88;0.7783;positive
230;H.V. Korpi;Works well at least in the center of Helsinki;5;2019-10-23;4.88;0.2732;neutral
231;Pekka Lammassaari;Works very well;5;2019-10-21;4.88;0.3384;neutral
232;Annika Mäkelä;Convenient help when there are no coins. You only pay for what you need.;5;2019-10-19;4.88;0.0258;neutral
233;Kauno Riihonen;Finds a great location and zone. Quick to use and easy to pay. You can set your own default time and change it later.;3;2019-10-18;4.87;0.765;positive
234;Esa Salo;Good, comprehensive;5;2019-10-18;4.88;0.5994;positive
235;Antti Raikkonen;Handy;5;2019-10-17;4.87;0.0;neutral
236;Pertti Urponen;Very easy to use;5;2019-10-16;4.88;0.4927;neutral
237;Ninni Öö;Deft;5;2019-10-15;4.88;0.0;neutral
238;Casper;Easy to use and good, no complaints;5;2019-10-14;4.87;0.794;positive
239;Googlen käyttäjä;Usability could be better. Does not visit car parks in Joensuu, for example.;3;2019-10-12;4.87;0.4404;neutral
240;Marja Räsänen;Works.;4;2019-10-12;4.87;0.0;neutral
241;Outi Mäkelä;Works really for sure! The instructions are clear because the screen has everything you need available, no unnecessary add-ons or content. T. Outi M.;5;2019-10-10;nan;0.5057;positive
242;Mika Reilimo;Works well;4;2019-10-07;4.87;0.2732;neutral
243;Jouko Hongisto;Easy to use;5;2019-10-04;4.87;0.4404;neutral
244;Onni Niemivaara;The app complains many times during the same session that positioning is not on, and Map View is always in Africa by default. You will not be able to stop parking until you zoom in to Finland and the city where you are in the Park, only then will active parking be visible. Annoying.;2;2019-10-02;4.87;-0.5859;negative
