userName;content;rating;date;reviewVersion
Nina T;Hyvin toimii;5;16/08/2021;15.25.00
Anna-Kaisa Lehtivarjo;Helppo käyttää!;5;16/08/2021;15.25.00
joni Österlund;Helppo käyttää;5;14/08/2021;15.25.00
Juha Pihlman;Tämän kanssa tulee olla hyvin varovainen. Applikaatio lopettaa itsestään pysäköinnin ennen aikojaan. Yhtiö ei tietenkään ota vastuuta tästä. Arvosteluja kun lukee, niin varsinkin Android versio yhdistettynä one plus puhelimeen on ilmeisimmin riski yhdistelmä.;1;13/08/2021;15.17
Tomi-Matti Kangas;👍🏻;5;13/08/2021;15.24.01
Leena Tiihonen;Helppo tapa maksaa pysäköinti;5;12/08/2021;15.24.01
Johanna Suikkari;Helppo ja vaivaton. Ei tarvitse huolehtia, että onko kolikoita mukana. Pysäköintiaikaakin voi vaivattomasti lisätä mikäli autolle palaaminen viivästyy.;5;12/08/2021;15.25.00
T Vee;Toimiva, jalkoja säästävä sovellus.;5;12/08/2021;15.25.00
Matleena Turunen;Helppo ja yksinkertainen.;5;12/08/2021;15.21.00
Antti V Kantola;Parempi nyt.;5;11/08/2021;15.24.01
Olli Jantunen;En käytä enää muuta...;5;11/08/2021;15.24.01
Greger Huikuri;Hups, jotain meni pieleen. Vaihtuu kyllä parkmaniin kohta kun pyytää puhelinnumeroa vahvistuskoodia varten, mutta: hups jotain meni pieleen.;1;10/08/2021;15.24.01
Richard Andersson;Helpottaa kyllä pysäköintiä. Paras feature on tuon ajan päättäminen itse + pysäköinnin lopettaminen.;4;08/08/2021;15.25.00
antti kaipainen;Helppo käyttää ja ottaa käyttöön. Maksulliset pysäköintialueet eivät kuitenkaan ole ajantasalla ja aiheuttavat epämukavan olon jättää auton kyseiselle alueelle. Kyltti on siis asennettu mutta aluetta ei ole sovelluksessa.;5;06/08/2021;15.24.01
Janne Pylkkänen;Helppo ja hyvä!!;4;05/08/2021;15.24.01
keannaanna;Helppo ja nopea;5;05/08/2021;15.24.01
Tarja Laitinen;Hyvä ja näppärä;5;05/08/2021;15.24.01
Satu Eerola;Helppo käyttää;5;05/08/2021;15.24.01
pertti Hiilesrinne;Hyvä ja helppo sovellus, toimii useimmissa kaupungeissa 👍;5;05/08/2021;15.24.01
marko salonen;Käyttö on helppoa ja kätevää;5;03/08/2021;15.24.01
Sanna Laitila;Helppo käyttää kun parkkinumeron tietää. Voi useamman auton liittää ohjelmaan. Halvempi kuin kolikkosysteemi;5;02/08/2021;15.24.01
Sampo Yrjänäinen;Jee hyvä on;5;02/08/2021;15.24.01
Pasi T;Helppo käyttää ja selkeä näyttö.;5;31/07/2021;15.23.00
Pentti Immonen;Helppo kätevä käyttää , etkä maksa tyhjästä.;5;29/07/2021;15.24.01
Elina Maria;Hyvä ja toimiva sovellus.;5;29/07/2021;15.24.01
Eero Kemppainen;Toimii. !Nyt on pysäköinti helppoa.;5;29/07/2021;15.24.01
Raimo Virtanen;Vuosia Easypark ohjelmaa käyttäneenä ohjelma aina toiminut, nyt viimeisten päivitysten jälkeen se ei löydä ainuttakaan pysäköinti aluekoodia. Kaikkipuhelimeni Anroid 10 uusimilla päivityksillä. Esim. kaikki karttaohjelmat toimivat, mutta tämä lakkasi toimimasta, uudelleen asennus ja asetusten läpikäynti ei auttanut. Pyydän pikaista korjausta.;1;24/07/2021;15.24.01
Seppo Helenius;Toimiva.;4;23/07/2021;15.24.01
Auli Kela;Todella helppoa. Jätät auton, pyöräytät kiekosta (sovelluksessa) aikaa ja siinä se. Tarvittaessa laitat aikaa lisää, ja jos palailet aikaisemmin autolle, niin samaisesta kiekosta päätät pysäköinnin. Maksat vain todellisesta ajasta. Voit lisätä autoja ja käyttää useilla paikkakunnilla. Yhdellä sovelluksella pärjää! Huippua 👍🏻. Niin, ja kuitinkin saat halutessasi.;5;22/07/2021;15.24.00
Terho Paavilainen;Loistava sovellus. Ollut alusta asti käytössä. Ei enää kolikkojen tai lippuautomaatin etsimistä.;5;17/07/2021;15.23.00
Marko Lindroos;Todella helppo käyttää ja muistuttaa kun aika loppumassa;5;15/07/2021;15.23.00
Vilma-Orvokki Mäntysaari;Ei lopetanut toimintaa kun lähdin sijainnista kun painoin lopeta..;1;15/07/2021;15.23.00
Veli-Matti Sihvo;Helppo käyttää ja vapauttavaa. Ei ylimääräisiä maksuja👍;5;15/07/2021;15.23.00
Juha Herttuainen;Loistava sovellus .... toimii kuin junan vessa .... 👍🏻👍🏻;5;14/07/2021;15.23.00
Sinikka Hantula;Helppoa ja nopeaa,paras juttu ikinä,löytää hyvin paikan.;5;12/07/2021;15.23.00
mika pirilä;On kyllä tosi hyvä palvelu;5;12/07/2021;15.23.00
Eero Karttunen;Toimii kuin ajatus.;5;12/07/2021;15.23.00
Ville Ohra;Helppo;4;09/07/2021;15.23.00
Markku Koivisto;Kunhan vain on tarkkana että puhelin paikantuu oikeaan paikkaan niin ei ongelmia. Helppo ja varmatoiminen.;4;09/07/2021;15.23.00
Janne Muurinen;Maksoin EasyPark sovelluksella, eli ostin palvelun EasyParkilta. Tieto ostetusta pysäköinnistä ei välittynyt kaupungin pysäköinninvalvontaan, josta johtuen pysäköintivirhemaksu. Palvelun myyjä (EasyPark) ei katso olevansa myyvänsä palvelun toimivuudesta, vaan lähettää vain kuitin ostetusta palvelusta ja pyytää asiakasta liittämään sen asiakkaan pysäköinninvalvonnalle tekemään oikaisupyyntöön. Mistä siis maksan palvelun tuottajalle? En voi tämän kokemuksen perusteella suositella kenellekään.;1;07/07/2021;
Juha Kohonen;10 +;5;25/06/2021;15.22.00
Robert Bern;Erinomaisesti toimiva sovellus! Olen käyttänyt sitä ainakin parin vuoden ajan. Paikantaa auton nopeasti ja tarkasti (nopeammin kuin Googlen kartta), selkeä käyttöliittymä ilman mainoksia ja muistutti jopa siihen liitetyn pankkikortin vanhenemisesta hyvissä ajoin. Pystyy kaukaa kännykällä lisäämään parkkiaikaakin, jos vaikka viivästyy jossain asioilla. Suosittelen!;5;23/06/2021;15.19.00
Airi Lahdekorpi;Hyvä ja helppo, tulee halvemmaksi kuin kolikoilla tai kortilla;5;23/06/2021;15.22.00
Harri Säynätmäki;Tosi EasyPark. Helppoa kuin heinänteko.;4;23/06/2021;15.22.00
Tuija Alanen;Toimii!;5;22/06/2021;15.22.00
Matti Kojo;Helppo ja toimiva lähes kaikkialla.;5;19/06/2021;15.22.00
Juhani Pöyliö;Hyvä;5;18/06/2021;
jari Pulkkinen;ei kolikkoja! Toimii ja on helppoa. 😀👍;4;08/06/2021;15.22.00
Mika Björklund;Näppärä tapa maksaa pysäköinti 👍;4;03/06/2021;15.21.00
Mikko Myller;5/5, hyvä kun voi hallita useita ajoneuvoja;5;01/06/2021;15.21.00
Jouko Koski;Ok.;4;31/05/2021;15.13.01
pate skooppy;Todella helppo ja nopea käyttää;5;28/05/2021;15.21.00
Ari Karjalainen;Välillä löytyy parkki tilaa toisinaan ei millään.;4;28/05/2021;15.21.00
Tommy Löwendahl;Kuiteista peritään erillinen maksu. Ei jatkoon.;1;27/05/2021;15.21.00
Make Tedi;On säästänyt paljon rahaa kun maksan vain todellisesta parkkiajasta.;5;24/05/2021;15.21.00
Jorma Peltonen;Helppoa kuin heinänteko;4;24/05/2021;15.21.00
Reetta Ohtonen;Toisaalta sovellus hyvä, mutta miksi pysäköinnin lopetus aika pitää laittaa pysäköinnin alkaessa, kun et välttämättä tiedä milloin pysäköinti päättyy.🤔 Eikö voisi olla juokseva aika? Merkitset vain milloin pysäköinti alkaa ja aika juoksee siihen asti, kun itse lopetat pysäköinnin...;3;18/05/2021;15.20.00
Antti Laakso;Katkaisee pysäköinnin ennen aikoja. Android ja Easypark sovellus molemmat päivitetty uusimpaan versioon, mutta ei vaikutusta. Puhelin OnePlus Nord 5g.;1;17/05/2021;15.21.00
Taina Kovamäki;Minulla ollut joskus aiemmin easypark sovellus,mutta sitten poistin kun ei ollut autoa. Nyt latasin juuri uudelleen,ostettuani auton ja olipa kiva huomata että mobilepay mahdollisuus oli tullut. Aiemmin toiminut sovellus hyvin,uskoisin että tänäkin päivänä. Suosittelen;4;16/05/2021;15.21.00
Miia Paalanen;Niin helppoa ja nopeaa. Ja EasyPark toimii kaikkialla missä pysäköidä on pitänyt.;5;10/05/2021;15.20.00
Tapio Viik;Empä tiedä..??;1;08/05/2021;15.20.00
jarmo kinnunen;Aivan huippu, vaivaton;5;07/05/2021;15.20.00
Kari Yrjölä;Todella heikko pysäköintiajan valinta ja ennen kaikkea pysäköinnin lopetus. Tottunut selkeämpiin sovelluksiin.;1;23/04/2021;15.19.00
SS SS;Hyvä ja helppo käyttää.;5;12/04/2021;15.19.00
Mika Havimäki;Helppo ja kattava;5;12/04/2021;15.13.01
Yeni Tamm;Karttapaikantimeen ei voi luottaa. Sakkoja tulee, kun sovellus sijoittaa sinut väärälle puolelle parkkipaikkaa, joka onkin toisen omistajan hallussa. Käytä siis AINA numerokoodia, ei karttaa.;3;09/04/2021;15.19.00
Pauli Peitola;Helppo käyttöliittymä, kätevä !;4;09/04/2021;15.19.00
Hanne Muurinen;Oikein kätevä sovellus, ei tarvitse veivata lippujen kanssa. Softaa voisi kehittää meitä lahopäitä ajatellen niin, että ohjelma katkaisee pysäköinnin, kun auton sijainti muuttuu enemmän, kuin gps-huojunnan verran. Maksoin nääs epähuomiossa pysäköinnistä myös ilmaisessa markettiparkissa, sekä kotipihassa, kun olin unohtanut lopettaa pysäköinnin lähtiessäni maksulliselta paikalta. 🤦🏻‍♀️🙈;4;07/04/2021;15.19.00
Anna S;"Sääli, ettei voi antaa miinustähtiä. Täys susi. Ei voi käyttää, kun ei pysty kirjautumaan. Avaa ""aloitussivun"" jossa ainoastaan vaihtoehtona REKISTERÖIDY, eikä lainkaan kirjaudu. Kun syötän rekisteröitymiskohtaani puhelinnumeroni, saan virheilmoituksen, että tälle puhelinnumerolle on jo rekisteröity EasyPark.";1;05/04/2021;15.16.0_rc2
Susanna Salonen;Sovellus toimii eikä pätki;5;27/03/2021;15.18.00
jii haa;Ok mutta muutamia vuosia käyttäneenä, tää on oikeasti kallis.. menee 30e/kk;2;21/03/2021;15.18.00
Pasi Möttönen;Kätevää pysäköintiä 🙂;4;18/03/2021;15.18.00
Markus Pylkkänen;Toimii!;5;17/03/2021;15.18.00
Jarmo Hämäläinen;Hyödyllinen ja kätevä sovellus. Käytössä lähes päivittäin.;5;16/03/2021;15.18.00
Pete 69;Makes life a lot easier.;5;15/03/2021;15.18.00
Jesse Lähteenmäki;Toimii päivittäisessä parkkeerauksessa. Itsellä toiminut ilman ongelmia.;5;09/03/2021;15.17.01
Seppo Ritvanen;Toimiva;5;07/03/2021;15.14.01
Esa-Pekka Aksila;Lisätkää tuki Android autolle;4;07/03/2021;15.17.01
Juha Rekilä;Huippu sovellus! Ei paljo helpommaksi pysäköinti maksua voi tehdä.;5;01/03/2021;15.17.01
Jari Salminen;Tällä hetkellä omassa käytössä olevista parkkisovelluksista paras... 👍😎;5;25/02/2021;15.16.0_rc2
Timo Karjalainen;Helpottaa kummasti työmatkalaisen arkea, mutta voisiko tähän mahdollistaa myös perinteisen ajan ilmoittamisen (esim. pudotusvalikko) tuon pyörylän lisäksi? 5 vrk yhtäjaksoisen paikoituksen ilmoittaminen vaati aikamoisen sormijumpan...;4;23/02/2021;15.17
Jouko Väätämöinen;Hyvä. Toimiva ja helppo käyttää.Kaksi vuotta käytössä ja kertaakaan ei ole pettynyt. Suosittelen 🤗;5;21/02/2021;15.16.0_rc2
Pirkka Aula;Ei toimi!;1;14/02/2021;
Juha Ari Lamminmäki;Ei cvarasta ei aja ajtoank varoja rikolliset lavasta ATM mua paikaksi kaksoisolento rakastele muita öieni muna sanovat vsikk aina.uls iso ollut varasgic5 viadgraa en tRvoi vailla kspeMunalle nainen kysyy jojobguyäsis koko sano nainen ssno miten sä oot etilInr;5;13/02/2021;
Ville Salomäki;Käyttöliittymä ei kerro kuinka paljon Easypark vetää välistä, mikä on yllättävän paljon. Kuittikin maksaa 0,15€.;1;08/02/2021;15.16.0_rc2
Satu Vaarala;Helppo ja nopea;5;23/01/2021;14.00
Göran Terho;Hyvääääää....;5;09/01/2021;15.15.01
Harri Laisi;Käytön suhteen ei ole erityisiä muistikuvia, joten se kertonee siitä, että sovellus on toiminut erinomaisesti;5;09/01/2021;15.15.01
Ari Huhtamies;Pysäkönti ilman kolikoita, ja kuitit pysyy tallessa.;5;09/01/2021;15.14.01
erja ukkonen;En tiedä miksi ei maksu ole toiminut, tiedot näyttäis olevan oikein Muuten kyllä pidän tästä sovelluksesta;5;31/12/2020;15.14.01
Hans Huhtio;Automaattinen kameratunnistus ei toimi. Pysäköinti pitää valita sovelluksesta itse.;3;21/12/2020;15.14.01
Tuula Vuorinen;Sovellus on epäluotettava. Puhelimeen tulee viestejä pysäköinnin käynnistymisestä, vaikkei pysäköinti olisikaan käynnissä. Voit saada parkkisakot, vaikka kaikki vaikuttaisi olevan kunnossa. En suosittele sovellusta. Asiakaspalvelusta ei saa kunnollista apua siinä tilanteessa, kun ongelmaa yrittää selvittää. Lisäksi asiakaspalvelu on uskomattoman tylyä.;1;12/12/2020;15.14.01
Matti Kärhä;Toimii kuin junan vessa!!!!;5;12/12/2020;15.14.01
thomas karlsson;Hyvö, helppo;4;12/12/2020;15.14.01
sini Gacha;Hyvä ja toimiva;5;08/12/2020;15.14.01
Kyösti Frestadius;Easy Park on tehnyt pysäköimisestäni helppoa stadissa. Se on helppokäyttöinen ja nopeasti saatavilla. Ei tarvita enää maksukortteja tai muuta sähläämistä. Sovellus kertoo jos on esim. poikkeavia aikarajoituksia ja myös tulevan pysäköinnin maksun. Olen ollut erittäin tyytyväinen. Kiitos!;5;08/12/2020;15.14.01
Ulf Isaksson;Kätevä;5;04/12/2020;15.14.01
Mr. Anderson;Todella helppo ja vaivaton.;5;02/12/2020;15.13.01
Mirja Vuorenmaa;Välillä ongelmia paikan tunnistamisessa ja reuna-alueen tunnistuksessa (1,2 vai 3 vyöhyke).;4;27/11/2020;15.13.01
Jaana Huurros;Muuten hyvä, mutta parkkipaikkaa pitää alkaa etsimään Afrikasta alkaen, jos ei parkkipaikan numeroa heti sattunut huomaamaan. Siitä sitten zoomaillen Suomeen. Muissa apeissa paikannus toimii.;4;25/11/2020;15.13.01
Sirpa Peltovuoma;Upea, vaivaton ja varma. Lisää aikaa ja vähentää vaivaa, jopa stressiä asioidessa.;5;24/11/2020;15.12.03
Markku S. Niemi;"Helppo käyttää, kunhan vaan pyörittää 'kelloa', mutta joskus miettinyt, että voisiko vaan suoraan aloittamaan ""startilla"". Ei jää toisaalta päälle 'loputtomiin', vaikka unohtaisi lopettaa pysäköinnin. Ehkä näin on hyvä, näkee maksunkin samalla, kun on pyörittänyt loppumisajan ja kun toisaalta on helppo jatkaa pysäköintipaikkaa. Markku";4;23/11/2020;
marko hopiavuori;Nopea ja aikaa säästävä;5;20/11/2020;15.13.01
Mika Lindfors;Helppo ja vaivaton;4;20/11/2020;15.13.01
Vesa Väyrynen;Jospysäköin klo8 ja maksu alkaaklo 9 niin voiko ajan asettaa etukäteen alkamaanklo 9 t.Vesa;4;19/11/2020;15.13.01
Paula Nevala;Helppo käyttää ja toimii aina. Suosittelen.;5;19/11/2020;15.13.01
Petri Mäkilä;"Pääasiassa hyvä. Kattavasti toimii, pääsääntöisesti helppokäyttöinen ja ""provikka on kohtuullinen, koska ennakkoon maksettaviin pysäköinti paikkoihin verrattuna säästyy ylimääräisiltä maksuilta. Pysäköintiajan päättymisilmoitukseen kun saisi vielä jonkun äänimerkin, koska push ilmoitus jää helposti huomaamatta, mikäli ei katsele kännykkää koko ajan, kuten ei ole tapana. Kyse siis sovelluksen muistutuksesta, koska tekstiviesti muistutus ja veloitus siitä on rahastusta. Valitettavan vähän kortti kelpaa parkkihalleissa esim. Tampereella pitää olla eri sovellus ja jossain vielä kolmas sovellus, kun Easypark ei toimi. Välillä koostaa saman päivän pysäköinnit samalle kuitille, mitä en halua. Ei kuitenkaan aina, joten en tiedä, mistä se johtuu. Koska aina ei edes samalla pysäköintialueella tapahtuneita yhdistä. Pääosin olen ollut tyytyväinen kuitenkin.";4;18/11/2020;13.03.01
Jouko Pyyhtinen;heippo ja säästää aikaa ja vaivaa;5;18/11/2020;15.12.03
J K;Näppärä...;4;17/11/2020;15.13.01
Sakari Suojanen;Ei aina löydä Porissa parkkialueen Numeroa.Pitää itse se selvittää.;4;17/11/2020;15.13.01
Hannele Tikkanen;Kätevää ja toimivaa pysäköintiä.;5;16/11/2020;15.13.01
Markku Kari;Todella helppo ja taloudellinen tapa pysäköidä alueella jossa ko järjestelmä.👍;5;16/11/2020;15.13.01
Taina Karjalainen;Helppo käyttää ja lisätä aikaa tarvittaessa.;5;16/11/2020;15.13.01
maarit vesanen;Tämä on niin paras ja käytännöllisin äppi, en tulis toimeen enää ilman tätä sovellusta. Kiitos!;5;16/11/2020;15.13.01
Harri Koponen;Helppokäyttöinen ja kätevä koska parkkiaikaa voi lisätä käymättä auton luona.;5;16/11/2020;15.13.01
Nina-Maibrit Vähämäki;Helppo;5;16/11/2020;15.13.01
Pia Dahlin;Tämä on helpottanut parkeeraamista huomattavasti ja kiva kun voin käyttää tätä esim. ollessamme kaverin autolla liikkeellä.;4;16/11/2020;15.13.01
Nina Kotiranta;Loistava ja näppärä sovellus, käytössä ollut jo vuosia.;5;16/11/2020;15.13.01
Jukka Ihalainen;Se on hyvä.;4;16/11/2020;15.12.03
Timo Pyhälä;Ei löydä aina alueen numeroa, jolloin täytyy etsiä se parkkimittarilta.;3;15/11/2020;15.12.03
Mika Louko;Vuosia sovellusta käyttäneenä, aina toiminut moitteettomasti. Helppo ja selkeä käyttöliittymä.;5;15/11/2020;15.12.03
Kari Koskela;Toimii vallan mainiosti. Yksi parannus ... pysäköinnin pvm ja hintatieto jo kuittina saapuvan spostin tekstiin. OK, PDF ja sen tiedot palvelee yritysasiakkaita jne. joilla kirjanpidot jne. Meille tavan tallaajille riittää, että näkee pvm:n ja hinnan. Pdfn avaaminen ja tietojen kaivaminen sieltä turhauttaa ja ärsyttää. Eli laittakaa pysäköinnin pvm ja kokonaishinta spostin tektiosuuteen .. KIITOS!;4;15/11/2020;15.13.01
Risto Mäkinen;Olen ollut tyytyväinen EasyPark pysäköintisovellukseen. Esim. kun käyn Jorvissa vastaanotolla en tiedä kauanko menee aikaa ja silloin laitan vaikka 4 tuntia. Yleensä selviän tunnissa ja sovellus veloittaa juuri sen ajan kunhan muistaa lopettaa sen kun tulee autolle. On myös ennen koronaa ollut tilanne Oopperan viereisellä parkkikentällä, jossa olen sateessa ladannut pysäköintiajan rauhassa autossa kun kentän pysäköintimittarin edessä on pitkä jono sateessa. Joskus on hieman hakusessa alueen numero ja se on pitänyt tarkistaa alueen pysäköinti mittarin tarrasta.;5;15/11/2020;15.13.01
kirsi-marjut Koskinen;Helppokäyttöinen;5;15/11/2020;15.13.01
Maria Järvinen;Todella hyvin toimii :);5;15/11/2020;15.13.01
Arto Kannisto;Simppeli ja helppo. Ainoa mikä on huono on ettei aina anna oikeaa aluenumeroa jos on kaksi aluetta vierekkäin, niin pitää tarkistaa että on rekisteröinyt itsensä oikealle alueelle. Kerran olen kokenut tilanteen jossa pysäköinninvalvoja kirjoitti jo sakkoa vaikka oli easyparkkimaksu asennettu ja kun asiaa siinä toimitin niin valvoja sanoi että olen oikealla alueella mutta eadyparkki oli rekisteröinyt pysäköinnin viereiselle alueella jonka rajalla autoni sillä hetkellä oli.;5;15/11/2020;15.13.01
Jarmo Levonen;Väittää aina vaan väärää puhelin numeroa. Ei lähetä koodia.;1;14/11/2020;
Virpi Brooman;Todella helppo ja vaivaton tapa välttää turhat parkkisakot;5;14/11/2020;15.13.01
Tommi Lyytikäinen;Helppo ja kätevä;5;14/11/2020;14.01.01
Risto Tapani;Helppo käyttää, toimii lähes kaikilla parkkialueilla. Laskutus selkeää.;5;14/11/2020;15.13.01
Martti Lehtonen;Toimii hyvin !;5;14/11/2020;15.12.03
Riitta Piilonen;Tosi helppo ja joustava käyttää. Suosittelen!;5;14/11/2020;15.13.01
Ari Järves;Helppokäyttöinen ja hyvin toimiva;5;14/11/2020;15.13.01
JoSa;Helppo ja kätevä. Ei tarvi huolehtia kolikoista.;5;14/11/2020;15.12.03
Jussi Nurmela;Hölmö edestakaisin kävely ja jonottaminen maksuautomaatille jää pois kun ottaa tämän käyttöön. Ei tarvitse myös enää rynnätä lisäämään kolikoita automaattiin jos käynti viivästyy eikä varailla parkkirahaa autoon. Ainut ongelms on kun joutuu kstsomasn kun monet muut yhä tekevät tätä vanhakantaista touhua... . Tekisi mieli mennä neuvomaan mutta ... eivät ihmiset pidä siitä että tullaan paremmimtietävänä pätemään!;5;14/11/2020;15.13.01
Eino Lipponen;Todella hyvä pysäköintisovellus. Pysäköintiaikaa voi lisätä, vaikka ei olisi itse lähelläkään autoa.;5;14/11/2020;15.13.01
Pekka Ahonen;Todella hyvä sovellus, toimii hyvin.;5;14/11/2020;15.13.01
Eero Väisänen;Toimii hyvin, kuten odotettu !;5;13/11/2020;15.13.01
Pekka Sundell;Helppokäyttöinen. Sovellus tahtoo vain usein jäädä päälle liikkeelle lähdettäessä. Onko mahdollista saada sovellus sellaiseksi, että pysäköintiaika päättyy automaattisesti liikkeelle lähdettäessä?;4;13/11/2020;15.13.01
Sinikka Laihinen;Kokemukset ovat juuri sellaiset kun pitääkin, eli helppo asentaa pysäköimistilanteessa....;4;13/11/2020;15.13.01
