ind,userName,content,rating,date,reviewVersion,compound,sentiment 
73,Ole Kinnunen,surprisingly good easy accelerates facilitates transactions stone foot shops also saves parking error fees,5,2020-12-22,5.15,0.6486,positive
75,Tuuli Kiviniemi,app installed beds happy text message said able charge account validity debit card updated turn month number remained problem phone number contacts use would like continue using park mania get touch resolve debit card issue tuuli kiviniemi ijr782,2,2020-12-02,5.12,0.7907,positive
76,Jukka Raulamo,easy fast reliable automatic parking termination really good feature,5,2020-11-30,5.11,0.7264,positive
77,Harri Heiskanen,works well,5,2020-11-24,5.11,0.2732,neutral
82,Teemu Nikkanen,awesome help,5,2020-11-03,5.09,0.7959,positive
85,Noora Sofi,convenient looking coins ramping parking machine,5,2020-10-29,5.09,0.6399,positive
89,Katariina,best parking app,5,2020-10-21,5.08,0.8842,positive
91,Riitta Xxx,best easy use,5,2020-10-16,5.08,0.7964,positive
92,Ulla-Mari Lindh,really convenient parking,5,2020-10-14,5.07,0.0,neutral
95,Juha Haatainen,works really well even could ssnoa easy park better lighter least recommend,5,2020-10-13,5.07,0.8655,positive
96,Tuomas,worked well sometimes causes annoyance rotating parking time time jumps back max parking time parking time exceeded according app feature could removed even changed,3,2020-10-12,5.07,-0.34,neutral
97,Eerika Hietamies,good easy use app,5,2020-10-07,5.08,0.7263,positive
104,Jouni Leskinen,recognizes area well changing phone bit confusing lets go,4,2020-09-24,,0.0258,neutral
105,Riikka Kontturi,area works well,5,2020-09-22,5.06,0.2732,neutral
109,Altti,phone number verification completely broken code comes text message review thinks code wrong code wrong came message tried several times problem recurred every time,2,2020-08-17,5.06,-0.9312,negative
114,Kalle Lahtinen,get 10e parking money code utqn good handy parking app,5,2020-08-12,,0.4404,neutral
117,Hanne Muurinen,app always worked flawlessly easy use changes car truck card information easy make monthly receipt email good thing mainly annoying pm doesnt work goes everywhere every park city come couple parking fines,4,2020-08-01,5.06,0.7783,positive
119,Aleksi Konttinen,otherwise nothing wrong reason bar bottom left phones keys parking finishing bit tedious phone huawei p30 lite android 10,4,2020-07-25,5.06,0.1967,neutral
120,Martti Myllyntaus,best parking app,5,2020-07-18,5.06,0.6369,positive
129,Mikko Suomela,works well,5,2020-06-25,5.05,0.3382,neutral
130,ULLA LOJANDER,good affordable thank happy summer,4,2020-06-23,5.05,0.8553,positive
132,Pasi Perkiö,works like train toilet,5,2020-06-22,5.05,0.3612,neutral
133,Reeta Aula,deployment supposed quick easy app didnt even ask cars registration number reported everything order end result parking fines addition paid parking fee forwarding receipt didnt help helped even parking gps right place neveragain,1,2020-06-19,5.05,0.6858,positive
136,Margarita Kataja,havent used updated app long time finally got updated refused boot every time try open app rotating logo appears screen stays rotating nothing goes beyond internet connection good problem isnt also tried download app didnt help either,1,2020-06-13,,-0.5463,negative
143,Sanna Rintakoski,convenient smooth fast use,5,2020-05-13,5.04,0.0,neutral
147,Anita Ryhänen,really convenient,5,2020-04-28,5.02,0.0,neutral
148,Laila Kekonen,really convenient,5,2020-04-28,5.02,0.0,neutral
151,Sami Lehtinen,good easy use,5,2020-04-17,5.01,0.7003,positive
152,Mikko Ryhänen,worked quite well sometimes problems locating still managed fine,5,2020-04-15,5.01,0.2609,neutral
153,Sirkku Pietilä,widely used works well,5,2020-04-15,5.01,0.2732,neutral
155,Markku Lehesvuo,good easy use,5,2020-04-09,4.94,0.7003,positive
156,Laura Jetten,app seemed good first need ramp outside increase parking time parking stopped earlier wish app takes lot money area parking meter example parking meter 2 half hours 5 parkman takes 660 would give almost hour extra time parking meter,1,2020-04-01,5.00,0.5526,positive
160,Anne Hytönen,works well parking supervisors also recommended,5,2020-03-12,4.94,0.4404,neutral
163,Kikka Nilsson,easy use good customer service,5,2020-03-06,4.94,0.7003,positive
164,Olli Vihma,good easy going functional,5,2020-03-05,4.94,0.7003,positive
165,Arto Melaranta,great best working,5,2020-03-05,4.94,0.8519,positive
167,Ari Markkanen,pretty good,5,2020-03-03,4.94,0.7269,positive
170,Juho Rajamäki,little trick app somehow disappeared didnt look like parking,3,2020-02-28,4.94,0.1761,neutral
171,TM,252 update squatted app honor 8 longer works luckily competitor work couldnt wait see happens next,1,2020-02-26,5.00,0.6486,positive
172,Reijo Tuominen,works well,5,2020-02-26,4.94,0.3382,neutral
174,Jani K,good use code zrb1 get 10e free parking,5,2020-02-23,4.94,0.7351,positive
177,Eija Ojanperä,good app precode get free parking 10 euros 41a45l enter promotional code sign,4,2020-02-11,4.94,0.7351,positive
179,Henry Pehkonen,good easy use,5,2020-02-06,4.94,0.7003,positive
181,Marko Virta,great feeling get free parking,5,2020-01-28,4.94,0.836,positive
187,Pia Kauppinen,works really well happy monthly billing customer service good,5,2020-01-17,4.94,0.8617,positive
188,Laura Suhonen,easy convenient precode hl5zax get another 10 free parking time better,5,2020-01-16,4.94,0.9274,positive
190,Tero Puumalainen,easy fast installation parking time easily changed necessary works promotional code another 10 free parking time 3wud6q,5,2020-01-10,4.94,0.8356,positive
192,Seppo Ripatti,good,5,2019-12-21,4.90,0.4404,neutral
194,jussuf33,pretty good location always found,4,2019-12-19,4.91,0.7269,positive
199,Midmanic m,good functional makes parking much easier,5,2019-12-07,4.91,0.6908,positive
200,Reino Vilppola,works well,4,2019-12-04,4.91,0.3382,neutral
201,Tauno Väisänen,works well kuopio,4,2019-12-03,4.91,0.2732,neutral
203,Jouni Winberg,works well,5,2019-11-30,4.91,0.2732,neutral
206,Jorma Virtanen,good,5,2019-11-26,4.91,0.4404,neutral
207,Markku Vainio,better easypark,5,2019-11-26,4.91,0.4404,neutral
218,Mika Siirtola,didnt get easypark work tried plays well heres another 10 discount first parking m5pxb9,5,2019-11-12,4.91,0.4767,neutral
219,Tomi H,works like train toilet alright,5,2019-11-11,4.91,0.5848,positive
221,Sandoza Nosslo,registering use code 7p67ws get free parking 10e application worked well made everyday life easier,5,2019-11-09,4.91,0.8172,positive
222,Markku Väisänen,great help grab cabin automatic machine,5,2019-11-04,4.89,0.9175,positive
225,Marko Pelkonen,works well,5,2019-10-29,4.89,0.2732,neutral
227,Kirsti Laukkanen,great easy going best,5,2019-10-29,4.86,0.9289,positive
228,Eero Turunen,works well get 10 euro discount first parking code 7nanbe,2,2019-10-29,4.89,0.2732,neutral
229,Jari Nieminen,times needed worked well much easier old systems useful,5,2019-10-24,4.88,0.7783,positive
230,H.V. Korpi,works well least center helsinki,5,2019-10-23,4.88,0.2732,neutral
231,Pekka Lammassaari,works well,5,2019-10-21,4.88,0.3384,neutral
232,Annika Mäkelä,convenient help coins pay need,5,2019-10-19,4.88,0.0258,neutral
233,Kauno Riihonen,finds great location zone quick use easy pay set default time change later,3,2019-10-18,4.87,0.765,positive
234,Esa Salo,good comprehensive,5,2019-10-18,4.88,0.5994,positive
238,Casper,easy use good complaints,5,2019-10-14,4.87,0.794,positive
239,Googlen käyttäjä,usability could better visit car parks joensuu example,3,2019-10-12,4.87,0.4404,neutral
242,Mika Reilimo,works well,4,2019-10-07,4.87,0.2732,neutral
246,Joni Mononen,nvp9g5 code 10e parking money convenient application sure parking time time increased remotely needed easytouse application even kind firsttimer hooked little doubt whether whole thing would work everything easy,4,2019-10-01,4.87,0.678,positive
247,Mark Lassfolk,wonderful 3,4,2019-09-30,4.84,0.765,positive
250,Anna Schildt,works well,5,2019-09-24,4.87,0.3382,neutral
252,Kia Kavetvuo,rarely come across userfriendly application great thing app also recognizes puck slots well free times,5,2019-09-20,4.87,0.8687,positive
253,Johanna Jokimäki,convenient works well,5,2019-09-20,4.87,0.2732,neutral
255,Petri Liikari,really good app,5,2019-09-16,4.87,0.54,positive
256,Sami Kasari,good easy,5,2019-09-15,4.86,0.7003,positive
257,Mika Salminen,good code y28a4v get 10 euros free parking time suggest everyone,5,2019-09-14,4.87,0.811,positive
262,Juho Hämäläinen,really convenient,5,2019-09-09,4.85,0.0,neutral
263,Lauri Kara,easy use however would improvement accuracy app accepted payment venue addition fines reported,3,2019-09-07,4.86,0.1779,neutral
266,M T,convenient,5,2019-09-03,4.85,0.0,neutral
271,Olavi,play really well,5,2019-08-27,4.85,0.5849,positive
272,J J Lehti,good good,5,2019-08-27,4.85,0.7003,positive
276,Marika Nordström,good appi,5,2019-08-22,4.84,0.4404,neutral
277,Veli-Matti Lund,good,5,2019-08-22,4.84,0.4404,neutral
279,vesa autio,really convenient,5,2019-08-20,4.84,0.0,neutral
282,Rauno Savenius,good functional software never cheated settings correct,5,2019-08-13,4.84,0.4217,neutral
283,Sirkkaliisa Cavonius,good thing,4,2019-08-12,4.78,0.4404,neutral
284,Helena Tamminen,awkward answers questions didnt get needed help however long adventure world android got parking work however note car printed mobile phone hotel,2,2019-08-12,4.84,0.2957,neutral
285,Sami Viitanen,downloaded easypark didnt work reason working app quick deployment recommend even promotional code x6jm 10e discount parking,5,2019-08-09,4.84,0.4199,neutral
286,Jari,works well easy use,5,2019-08-08,4.84,0.6124,positive
289,Fouad Ibrahim,sees example parking costs 150 parking runs costs,1,2019-08-08,4.84,0.0,neutral
293,Seppo Töyssy,reason application stopped working indicates something like invalid payment system etc bad handy,2,2019-07-28,4.84,-0.4404,neutral
295,Kari-Pekka Hietala,convenient,4,2019-07-24,4.82,0.0,neutral
299,Chris Tregubåv,problems easily get paid parking without digging coins code m1ju could change 10 free parking,5,2019-07-18,4.82,0.7881,positive
302,Henri Mansala,need look full time car park automatic customer service really good know help whenever little something trouble really easy use,5,2019-07-17,4.82,0.6667,positive
303,Esa Hakulinen,good easy fast,5,2019-07-15,4.82,0.7003,positive
304,Mika Vauhkonen,bad doesnt stop leave p area remember stop,2,2019-07-13,4.77,-0.6121,negative
305,Pipsa Kopra,easy good,5,2019-07-11,4.8,0.7003,positive
311,Mika Hakamaa,application works well,5,2019-07-03,4.82,0.2732,neutral
312,Googlen käyttäjä,functional convenient application code a4cb 10 free parking time,5,2019-07-03,4.82,0.5106,positive
314,Siina Kinnunen,convenient fast functional bad thing say,5,2019-07-01,4.82,0.431,neutral
315,RetuRalli,troublefree service bad thing say thing wondered first parking completed account debited still dont know many days charge made,5,2019-07-01,4.82,0.431,neutral
316,Googlen käyttäjä,reason always hangs first try close restart app works fine,2,2019-06-29,4.82,0.296,neutral
318,Olli P.,definitely best parking app works well need dig coins code 1n6rh8 get 10 free parking money,5,2019-06-28,4.82,0.8779,positive
321,Saara Romppanen,works well code qwfnyt 10 free parking money,5,2019-06-21,4.82,0.8893,positive
322,Jussi Keinonen,convenient flexible,5,2019-06-19,4.82,0.2263,neutral
326,Ritva Haakana,good app downside dont always remember stop parking way much parking fee,4,2019-06-17,4.82,0.6908,positive
330,Ari Jaakkola,easy effortless accurate long remember stop parking paid vain,5,2019-06-06,4.82,-0.2732,neutral
331,Nemi Susiketo,160e 2 fines app ask saved car used 2 times forgot due human error change vehicle previous parking different previous vehicle remembered complaining fine help tampere registered parking even though proved vehicle question even register anymore nevertheless paid park yes mocha easypark asks every time parked mistake going change,1,2019-06-05,4.82,0.1408,neutral
334,Ville Nurmi,good,4,2019-05-30,4.8,0.4404,neutral
335,Sonja Havukainen,good functional application code qzkl free parking time,5,2019-05-29,4.8,0.7351,positive
337,Rauno Kolehmainen,good,4,2019-05-28,4.8,0.4404,neutral
339,Toni Ollila,easy use really good,5,2019-05-27,4.8,0.7264,positive
349,Wubbaduk,works well rww1 code 10e parking,5,2019-05-20,4.8,0.2732,neutral
350,Maarit Halsas,really good parking coins parking,5,2019-05-16,4.79,0.1851,neutral
352,Markus Tarro,works well reasonable fee,5,2019-05-16,,0.2732,neutral
354,Sirkku Lahtinen,really convenient,5,2019-05-14,4.8,0.0,neutral
356,seppo poikonen,convenient grab coins dig pay time spend,5,2019-05-13,4.8,-0.1027,neutral
359,Timo Hiekkanen,really good program,5,2019-05-09,4.8,0.4927,neutral
360,Auli Marttila,works well,5,2019-05-09,4.8,0.2732,neutral
362,Jutta L,clever clear functional negative say,5,2019-05-08,4.8,0.8224,positive
364,Aarno Ekqvist,convenient use clear interface,4,2019-05-04,4.8,0.3818,neutral
369,Kari Seppänen,convenient functional charges exactly use parking lot,5,2019-04-16,4.79,-0.2732,neutral
371,Kati Lång,easy secure,5,2019-04-08,4.79,0.6486,positive
372,Asta 85,instruction vague apparently charged week much charge even got discount code promised free parking otherwise train station principle speed parking practice caused unnecessary annoyance checked information advance havent received response email call didnt go time either,1,2019-04-07,4.79,-0.2223,neutral
374,Juha Kuivila,basic operation worked without problems havent used features recommend,4,2019-04-07,4.79,0.5801,positive
375,Jari Sorvoja,fire came downloading soon able try looks good reading reviews hopefully really promotional code fjsl get 10e parking first time free,5,2019-04-06,4.79,0.7579,positive
376,Matti Moilanen,good works,5,2019-04-05,4.79,0.4404,neutral
380,Sampo Viro,works well use several different cars also well taken account location information needed beginning parking program could turn gps automatically parking started gps eat battery pretty much forget turn vain,4,2019-04-01,4.79,0.4019,neutral
382,Janne,finding parking space well comparing parking prices easily done browsing map,5,2019-04-01,4.79,0.5423,positive
385,Jan Berschewsky,good,5,2019-03-29,4.79,0.4404,neutral
387,Jenna Loponen,works well promotional code 10 free parking time lt5u,5,2019-03-22,4.79,0.886,positive
388,Googlen käyttäjä,functional system good service,5,2019-03-22,4.79,0.4404,neutral
391,Topi Kovanen,good,5,2019-03-20,4.79,0.4404,neutral
394,Jarmo Määttä,works well,4,2019-03-15,4.05,0.2732,neutral
400,Esa Koskelainen,app running smoothly stopped finding location report network error even though network good,1,2019-03-13,4.79,-0.2481,neutral
404,Pekka Savolainen,good,5,2019-03-06,4.05,0.4404,neutral
406,Sami Kontulainen,greatest best,5,2019-03-04,4.78,0.8866,positive
410,Ingrid K.,always worked well,5,2019-02-27,4.78,0.6249,positive
414,Googlen käyttäjä,good,5,2019-02-18,4.77,0.4927,neutral
415,Googlen käyttäjä,app absolutely great need think much put coins pause time,5,2019-02-16,4.77,0.4432,neutral
416,Googlen käyttäjä,easy cheap good,5,2019-02-15,4.77,0.7003,positive
423,Jeri Aalto,great app code 1bhf 10 parking free shows vacancies good help finding place often cheaper competing easypark,5,2019-01-23,4.7,0.9186,positive
424,Googlen käyttäjä,good clear use code wg9r 10 free parking money,5,2019-01-21,4.66,0.8316,positive
431,Juha,really convenient recommend code weks 10 parking money,5,2019-01-13,4.66,0.5184,positive
439,Jaana Leppanen,convenient code express parking time uln6,1,2018-12-19,4.534,0.0,neutral
440,Googlen käyttäjä,works well put code y3ku get 10 stop free stop times,3,2018-12-12,4.534,0.3164,neutral
442,Marja Korhonen,never change,5,2018-12-10,4.534,0.0,neutral
448,Mika Ma,expensive looks like parking paying coins cheaper pay unnecessary shit,1,2018-11-10,4.533,-0.3612,neutral
450,ColumbianIceBear,otherwise nice last update positioning works _really_ badly put location throw app location somewhere else arbitrarily,2,2018-11-09,4.533,-0.5704,negative
451,Jari Lusikka,full shit vain pay 2 euros real shit stop complaining reimbursed unnecessary fees060 167 unnecessary trips 30km,1,2018-10-31,4.533,-0.8368,negative
455,Lauri Läärä,import promotion code 8dgf,5,2018-10-22,4.11,0.0,neutral
456,Anssi Ruonakoski,works well enter promotion code pmtn get 10e front parking money,4,2018-10-12,4.11,0.3382,neutral
465,Roy Lindström,good app lqfa code 10 parking money used,5,2018-09-10,4.05,0.4404,neutral
473,Teemu Mäkiaho,weve used long time found good apparently 10 come using code h4l7 registering,4,2018-08-23,4.05,0.4926,neutral
477,Googlen käyttäjä,seems work well get free parking value codetsgn,5,2018-08-11,4.05,0.7783,positive
480,Aini Hietala,trip kuopio worked well payment convenient card expressparking worth 10 code rc1u,4,2018-08-03,4.05,0.4588,neutral
481,Googlen käyttäjä,good app discount code 99e2q,4,2018-08-03,4.05,0.4404,neutral
482,Googlen käyttäjä,worth downloading advantage see place somethingbecoming vacant recommend code 1ygg get 10 worthparking gift card,4,2018-08-03,4.05,0.8353,positive
486,Googlen käyttäjä,good app 10e parking money code a742,5,2018-07-29,4.05,0.4404,neutral
491,Mikael Leppänen,convenient application code x7g7 free parking time front 10,4,2018-07-12,4.05,0.5106,positive
494,Juha Alitalo,av2x 10 parking money good app,4,2018-07-06,4.05,0.4404,neutral
496,Stefan Ekblad,convenient application 10 free parking money bffp code,4,2018-07-05,4.05,0.5562,positive
497,Jussi Ruuskanen,qj85 code parking money good app,5,2018-07-03,4.05,0.5399,positive
504,Jussi Saikkonen,works well free parking time code ayln,4,2018-06-07,4.04,0.69,positive
506,Googlen käyttäjä,works well töölö helsinki,5,2018-06-01,4.04,0.2732,neutral
511,Googlen käyttäjä,app good doesnt make shortcut weakensusability significantly,2,2018-05-22,4.03,0.2724,neutral
513,Googlen käyttäjä,otherwise good update icon disappeared front page howwill get back use competing app bothering tradethrough apply,2,2018-05-19,4.02,0.3348,neutral
515,Jussi Rosenberg,best 10 free code lkff,5,2018-05-18,4.02,0.8176,positive
517,Kari Mahlamäki,worked well past honor old samsungworks,1,2018-05-17,3.51,0.6486,positive
522,Leila Alhainen,many stated work phone honor systemthrow right outrageous get back coins,2,2018-05-16,3.51,0.0516,neutral
526,Janne Saari,doesnt work anymore switched moovy works well recommend,1,2018-05-15,3.51,0.5574,positive
528,Mia Huovinen,great app stopped unexpectedly help againinstallations left little trouble forced move competitoruser product,1,2018-05-15,,-0.8556,negative
530,111Finisher,previously worked well presumably updating appcloses immediately opening phone honor 8,2,2018-05-14,3.51,0.705,positive
531,Googlen käyttäjä,crashes soon open worked well,1,2018-05-14,3.51,0.2732,neutral
532,Pekka Kärkkäinen,good app would work honor app wont open,2,2018-05-14,3.51,0.7269,positive
535,Kimmo Keskinen,first worked well wont start anymore,1,2018-05-13,3.51,0.2732,neutral
539,Hanna Friman,seems work well code p3b7 10e parking time,4,2018-05-02,3.51,0.2732,neutral
542,Jere Lahti,free 10 parking money campaign code e2p7 recommend appreally convenient,5,2018-04-24,4.00,0.7494,positive
546,Tanja Kaya,seems good free parking 10 code q7a7,5,2018-04-19,3.51,0.7574,positive
547,Heli Haapala,works well nice tips free screens thats free campaigncode pgut get 10 free parking time,5,2018-04-18,4.00,0.93,positive
548,Markus Tolvanen,works well code vr3a 10 parking joining service,5,2018-04-15,3.51,0.2732,neutral
549,Harald Savo,really good app code free time keepuse first time park area qpark example,4,2018-04-14,3.51,0.7807,positive
552,Googlen käyttäjä,good app code 10e parking time 1q92,4,2018-04-03,3.51,0.4404,neutral
556,Dimitri Martinov,works well cheaper easypark take code 5wzc get 10 parking money,4,2018-03-24,3.51,0.6103,positive
560,Pekka Parkkali,good effect promotional code d9rl 10 e parking money,5,2018-03-10,3.51,0.5399,positive
561,Timo Sironen,va7u code 10 advantage parking,4,2018-03-09,3.51,0.25,neutral
564,Suvi P,good functional app code 10e parking free 7v3j,5,2018-03-03,3.51,0.7351,positive
566,Googlen käyttäjä,well play return coins joining code jw5r 10 free parking money,5,2018-03-02,3.51,0.7088,positive
567,Janne Nevala,well worked handy app code 10 first park 4z6p,4,2018-03-02,3.51,0.2732,neutral
569,Googlen käyttäjä,works well helsinki use eco advantage log code utqn get 10 euros worth parking,4,2018-02-26,3.51,0.6124,positive
573,Petteri Vaan,works well promotional code 7c7k,4,2018-02-15,3.51,0.2732,neutral
574,Mika Oksanen,free parking 10 code 6c3p app works well really convenient,4,2018-02-15,3.51,0.69,positive
575,Eetu Lindgren,works well heres another 10 promotion code xm75,5,2018-02-11,3.51,0.2732,neutral
579,Googlen käyttäjä,code nhqj 10 parking money app works like train toilet,5,2018-02-05,3.51,0.3612,neutral
581,Toni Aho,works least helsinki area raise another 10 free parking money promotional code 1sp9,5,2018-02-03,3.51,0.5106,positive
582,Jonas,works well need dig coins stress running parking time code 10e air parking time l2cd,5,2018-02-01,3.50,-0.4404,neutral
584,Anssi Kaihua,convenient makes everyday life easier price estimates wrong parked half hour estimate 05 stopped parking 22 minutes price 086 havent tested yet would cheaper keep end 30min,3,2018-01-18,3.50,-0.6808,negative
588,Janne Askola,good code h4m4 10 park money,5,2017-12-29,3.50,0.7269,positive
590,Vilma Pasanen,works well free parks code zl6h,5,2017-12-22,3.50,0.6597,positive
594,Joanna HooHoo,good app code xwjr 10 parking time,4,2017-12-11,3.50,0.7096,positive
595,Lare,works well code free 10 parking wyg6,4,2017-12-10,3.50,0.6597,positive
601,Tapio Haavisto,dont even need stickers anymore anywhere parking spaces easy find starting parking save battery turning gps even whole phone current price bad ease paying parking add users parking spaces even easier find,5,2017-11-20,3.49,0.9224,positive
603,Virtane,plays well tampere even without sticker code xdczq get 10 parking money,4,2017-11-14,3.46,0.86,positive
604,Ari Pari,forget coins app really handy code cfqj free parking 10,5,2017-11-13,3.49,0.34,neutral
605,Virpi Hannila-Salonen,frees thinking whether coins included parking time running outits like time cell phone needed works flawlessly,5,2017-11-07,3.46,0.6705,positive
606,Perttu Lempinen,convenient application code 8nm5 get 10e free parking time,4,2017-10-21,3.46,0.5562,positive
608,Tommi Rantala,easy convenient program promotional code 1k4r 10 discount first parking,4,2017-10-16,3.46,0.4404,neutral
612,Jari Mörk,well play easy use,4,2017-09-30,3.46,0.7506,positive
613,Janne,convenient app takes 10 035 parking fee win adjust parking time flight according parking entering code bhps promotional field get free parking worth 10,5,2017-09-24,3.46,0.9186,positive
615,Jouni Tuulas,convenient dont mind even coins forgotten a2p7 code get 10 euros parking,5,2017-09-20,3.46,-0.2263,neutral
619,Sebastian Naumanen,good features carefully designed interface quhx code get 10e free parking money tap code registering,5,2017-09-01,3.46,0.7717,positive
620,Googlen käyttäjä,good app dont use geps time like another similar app code zvzp get free parking 10 euros,5,2017-08-31,3.46,0.8271,positive
623,Maria,really good easy use application promo code 9pax get 10 free parking time,5,2017-08-19,3.46,0.8735,positive
625,Mika Juvonen,good especially park little monthly fees code tr66 10 balance free locality even paid parks 1 star got app stuck couple times,4,2017-08-13,3.46,0.4588,neutral
627,Googlen käyttäjä,works well search map parking information advance connection installation promo code bbkh 10 free parking time,5,2017-08-07,3.46,0.6597,positive
628,Tomi Sipilä,convenient application works well helsinki log using code 3bvfq get 10e balance parking like idea everyone collect give balance parking using discount codes,5,2017-08-03,3.46,0.5984,positive
631,Ville Helminen,good convenient application eka little uncertainty oo fined coming coins needed save parking code qu8e still get 10e parking money,5,2017-07-27,3.46,0.126,neutral
632,Vesa Jarva - vihreä,ihan pop press start parking dont worry anything else also easily find way back car navigation code 9r53 get 10 e free parking time app grabs 10 035 e saves easily payment goes according actual parking time save one time parking fines yes,5,2017-07-21,3.46,0.9382,positive
633,M L,mqkm code get first parking free 10 euros good convenient application free window sticker,4,2017-07-21,3.46,0.8591,positive
634,Stefan Perthuis,k49c code first parking free 10e really good app works flawlessly saved day coins leave car quickly street,5,2017-07-20,3.46,0.8997,positive
635,Sini Taipale,quickly got app running worked well couple times continued parking time app code gk4t get 10 parking money,4,2017-07-18,3.46,0.2732,neutral
636,Miki Salli,convenient code uahm 10 free parking time 1st parking,3,2017-07-15,3.46,0.5106,positive
637,veli-pekka Ratinen,downloaded bad say promotional code 3uxs get 10 free parking time,5,2017-07-14,3.46,0.774,positive
638,Leena Vesterinen,parked kuopio aapel june 26 2017 windshield parkman sticker amplifier parking kapas fines came parkman billed time account charged phone lost daily timebut remember amount also matches billing account somewhere get pengoized information damn think ill finish whole parkman,1,2017-07-14,3.46,-0.8271,negative
639,Anna Moisio,free parking code c72m easy use convenient mess coins,5,2017-07-12,3.46,0.3041,neutral
640,Ville Kemppainen,ak36 code get 10 euros free parking time good app,4,2017-07-12,3.46,0.7351,positive
643,Toni Kuhalampi,handy app coins car forced get parked right away parkman app saved entering u8jvf promo code field give free 10 euro park,5,2017-07-11,3.46,0.5255,positive
644,Googlen käyttäjä,get 10 free parking promotion code 1x4h convenient application,4,2017-07-11,3.46,0.743,positive
645,ji1976,get 10 free parking following code veym program works well windshield sticker free,4,2017-07-11,3.46,0.8271,positive
649,Antto Laava,increase parking time remember location car time runs complicated install use completely inadequate settings choices dont recommend dont think prevent getting parking fine,1,2017-07-04,,-0.1419,neutral
651,Kati Pokkinen,convenient parking application allows eg see free parking spaces nearby free parking max max 10 e code t5vlq download app july 31 2017,5,2017-06-29,3.45,0.784,positive
652,Maija Orre,eukx code first parking without air 10 stars update experience feels good,4,2017-06-28,3.46,0.4404,neutral
654,Antton,good app namely stressful download update content idea guess quite appropriate even open something updates otherwise quite positive experience always picks luckily passes,4,2017-06-26,3.45,0.7674,positive
655,Juha Kujanpaa,code cx2v free parking 10 well functioning parking appi,4,2017-06-23,3.45,0.6597,positive
657,Googlen käyttäjä,super convenient code tlpm 10 discount first parking saves time money nerves adjust coins card payment,5,2017-06-17,3.45,0.8687,positive
658,Voihan Pojat,good first parking free 10 code a9em,3,2017-06-15,3.45,0.7351,positive
