ind,userName,content,rating,date,reviewVersion,compound,sentiment 
330,Ari Jaakkola,easy effortless accurate long remember stop parking paid vain,5,2019-06-06,4.82,-0.2732,neutral
331,Nemi Susiketo,160e 2 fines app ask saved car used 2 times forgot due human error change vehicle previous parking different previous vehicle remembered complaining fine help tampere registered parking even though proved vehicle question even register anymore nevertheless paid park yes mocha easypark asks every time parked mistake going change,1,2019-06-05,4.82,0.1408,neutral
359,Timo Hiekkanen,really good program,5,2019-05-09,4.8,0.4927,neutral
374,Juha Kuivila,basic operation worked without problems havent used features recommend,4,2019-04-07,4.79,0.5801,positive
380,Sampo Viro,works well use several different cars also well taken account location information needed beginning parking program could turn gps automatically parking started gps eat battery pretty much forget turn vain,4,2019-04-01,4.79,0.4019,neutral
382,Janne,finding parking space well comparing parking prices easily done browsing map,5,2019-04-01,4.79,0.5423,positive
405,Sakari Laine,app easy use definitely recommend,5,2019-03-06,4.79,0.8122,positive
415,Googlen käyttäjä,app absolutely great need think much put coins pause time,5,2019-02-16,4.77,0.4432,neutral
431,Juha,really convenient recommend code weks 10 parking money,5,2019-01-13,4.66,0.5184,positive
442,Marja Korhonen,never change,5,2018-12-10,4.534,0.0,neutral
482,Googlen käyttäjä,worth downloading advantage see place somethingbecoming vacant recommend code 1ygg get 10 worthparking gift card,4,2018-08-03,4.05,0.8353,positive
487,Googlen käyttäjä,app works great recommend code d3lj get 10 frontfree parking,4,2018-07-26,4.05,0.8011,positive
514,Googlen käyttäjä,new update app open honor 8 map template notwill appear,1,2018-05-18,4.02,0.2732,neutral
526,Janne Saari,doesnt work anymore switched moovy works well recommend,1,2018-05-15,3.51,0.5574,positive
532,Pekka Kärkkäinen,good app would work honor app wont open,2,2018-05-14,3.51,0.7269,positive
542,Jere Lahti,free 10 parking money campaign code e2p7 recommend appreally convenient,5,2018-04-24,4.00,0.7494,positive
557,Googlen käyttäjä,easy use application recommend code get 10 discount vgr2,5,2018-03-22,3.51,0.69,positive
577,Mikko Vaittinen,recommend code 1v4m get 10 e parking spaces,5,2018-02-09,3.51,0.4199,neutral
584,Anssi Kaihua,convenient makes everyday life easier price estimates wrong parked half hour estimate 05 stopped parking 22 minutes price 086 havent tested yet would cheaper keep end 30min,3,2018-01-18,3.50,-0.6808,negative
608,Tommi Rantala,easy convenient program promotional code 1k4r 10 discount first parking,4,2017-10-16,3.46,0.4404,neutral
621,Googlen käyttäjä,excellent app disadvantages parking time cannot set example half hour car parked message cannot hidden otherwise excellent recommend use g2lu charge get 10e free parking,4,2017-08-26,3.46,0.9018,positive
627,Googlen käyttäjä,works well search map parking information advance connection installation promo code bbkh 10 free parking time,5,2017-08-07,3.46,0.6597,positive
628,Tomi Sipilä,convenient application works well helsinki log using code 3bvfq get 10e balance parking like idea everyone collect give balance parking using discount codes,5,2017-08-03,3.46,0.5984,positive
634,Stefan Perthuis,k49c code first parking free 10e really good app works flawlessly saved day coins leave car quickly street,5,2017-07-20,3.46,0.8997,positive
638,Leena Vesterinen,parked kuopio aapel june 26 2017 windshield parkman sticker amplifier parking kapas fines came parkman billed time account charged phone lost daily timebut remember amount also matches billing account somewhere get pengoized information damn think ill finish whole parkman,1,2017-07-14,3.46,-0.8271,negative
643,Toni Kuhalampi,handy app coins car forced get parked right away parkman app saved entering u8jvf promo code field give free 10 euro park,5,2017-07-11,3.46,0.5255,positive
645,ji1976,get 10 free parking following code veym program works well windshield sticker free,4,2017-07-11,3.46,0.8271,positive
649,Antto Laava,increase parking time remember location car time runs complicated install use completely inadequate settings choices dont recommend dont think prevent getting parking fine,1,2017-07-04,,-0.1419,neutral
653,Juha Malinen,easy use parking app recommend 10e parking money code sgpj,5,2017-06-27,3.46,0.6597,positive
654,Antton,good app namely stressful download update content idea guess quite appropriate even open something updates otherwise quite positive experience always picks luckily passes,4,2017-06-26,3.45,0.7674,positive
664,Kati J,code abxxq 10 free parking app easy use coins cards needed shows nearby vacancies using gps billing according parked need guess think long time go hit coins machine,5,2017-06-05,3.45,0.7263,positive
669,Googlen käyttäjä,couple months experience recommend excellent app service register code zqje get 10 euro advantage,5,2017-06-02,,0.802,positive
676,Laura Verta,code 3wm1 10 free parking easy parking without cash recommend,5,2017-05-22,3.44,0.8117,positive
701,Markus Rinne,easy use convenient recommend promotional code m7ct get 10e free parking time,5,2017-04-11,3.43,0.8271,positive
707,pasi olkkonen,recommend easy going good code ekmb 10 parking money application,5,2017-04-02,3.40,0.8074,positive
717,FOXHOUND -W,convenient program need worry coins code get 10 free parking money 419b,5,2017-03-20,3.33,0.4981,neutral
735,Janne Väisänen,good easy fast need draw lots meter coins go card makes life easier recommend downloading using also get free parking code 7c2x,4,2017-02-27,3.31,0.915,positive
737,Googlen käyttäjä,good even parking garages included would 5 star,4,2017-02-27,3.31,0.4404,neutral
756,Esa Antikainen,zum7 code get free parking time 15 euros change good,5,2017-01-27,3.27,0.7351,positive
762,Googlen käyttäjä,excellent means payment parking register code zqje receive 10 euros first parking,5,2017-01-18,3.27,0.5719,positive
767,Maija Tusa,seems good clear plenty parking areas hometown used means payment get free parking 10 using application code 1fwx,4,2017-01-06,3.27,0.8439,positive
791,Googlen käyttäjä,wrong display parking zones software still old maps offers second zone based location although traffic signs first zone helsinki,2,2016-11-23,3.24,-0.5255,negative
812,Googlen käyttäjä,application repeatedly wants improve accuracy positioning regardless whether request never answered earth parking progress locate location wait vain decide parking,3,2016-11-02,3.23,0.4404,neutral
813,Jukka Ahola,even lpr would also involved,5,2016-11-01,3.22,0.0,neutral
830,Jyry,code q8x1q get 10 free parking time app good free parking better recommend,5,2016-09-27,3.22,0.9348,positive
843,Kari Kaarne,praise completely true code bk3p ten free parking time us,5,2016-09-07,3.22,0.8748,positive
861,tr tr,program cannot rotate screen tablet horizontal position unusable car tablet permanently mounted scale,2,2016-08-13,3.22,0.0,neutral
873,Sari Tommiska,great easy need pay unnecessarily extra recommend free parking code j39b 10e,5,2016-08-02,3.22,0.8883,positive
874,Henri Laitinen,parking money 10e code junh please absolutely awesome app parking couldnt get easier recommend,5,2016-08-01,3.22,0.9435,positive
895,Millariina V,advertisement application atm first parking free code didnt coins downloaded app take advantage offer installation turned app could used billboard arrived mail glued windshield didnt get free parking right away car borrowed friend sticker cant glued anyway without asking addition parking time started immediately accident means free parking wasted,1,2016-06-19,3.21,0.4211,neutral
906,Googlen käyttäjä,yes works like famous train definitely download give code c8qe get top 10 free parking money right away,5,2016-06-02,3.20,0.906,positive
907,Googlen käyttäjä,functional convenient program code 10 parking time take advantage xuleq,5,2016-05-31,3.20,0.3786,neutral
922,Mikko Heikkinen,good program recommend everyone without reservation,5,2016-04-27,3.19,0.7171,positive
925,Kari Pesonen,enter code 9urt get free parking time besides parkman website also directly clearly states side costs 049 c recommend,5,2016-04-24,3.19,0.8176,positive
928,Sam P,10 free parking money code h5p5 well works quick introduction recommend,4,2016-04-21,3.19,0.8016,positive
962,Oskari Kosola,need think parking coins sufficiency anymore new users get 10 parking money code whfw,5,2016-02-18,3.19,-0.3595,neutral
965,Henri Huttula,prices shown map four hours parking example case oulu app crash immediately try change default fourhour parking price display time otherwise handy app,4,2016-02-10,3.19,-0.4019,neutral
978,Mikko Felt,possibility specify private work parking code pv1ys 10 parking money,5,2016-01-03,3.19,0.0,neutral
984,Heikki Tirkkonen,parked car zone 1 center tampere 2 minutes price parking paid parkman app 62 cents thus using app price short parking bounces threefold would recommend app anyone,1,2016-01-02,3.19,-0.2755,neutral
992,yl1ss,recommend ihan 55,5,2015-12-31,3.19,0.3612,neutral
1008,Noora Saarimaa,recommend,5,2015-12-03,3.16,0.3612,neutral
1017,Jouni Aho,currently version 316 works use almost happy point updates choice parking time became choice end time nearest hour minute old one length parking time moment onwards chosen x hours minutes convenient look clock adjust end time hours minutes separately may suitable rapper fans change came immediately sent feedback suggested could choose feature use menu green light could done sometimes done yet convenient app way 3 stars due rapping ptime expiration time application startup interrupted message stating process comneligrateparkman stopped unexpectedly reinstallation booting phone installation attempts application removals help samsung xcover gts5690 android version 236 old app version worked flawlessly wants back something thank follow instructions install google play service,3,2015-11-23,3.16,0.5973,positive
1019,Mika Heikkinen,often forgotten set limit could implemented tracking note phone moving certain distance speed would ask parking yeah may want program income goes would smart service,4,2015-11-14,3.16,0.6296,positive
1029,Terhi Heinonen,easy use necessaryi really like would definitely suggest others,5,2015-11-03,3.15,0.8122,positive
1030,Kiia Koskenkorva,need think whether money involved much pay long needs parking time unnecessary month fees someone occasionally parks paid areas like lot,5,2015-11-03,3.15,-0.3802,neutral
1033,Jyrki Kasvi,annoyingly didnt remember installing parkman definitely convenient option,5,2015-11-02,3.15,0.4019,neutral
1034,Googlen käyttäjä,good also becomes advantageous practice recommend,5,2015-11-02,3.15,0.8169,positive
1045,Markku Lamminen,great program code 349h get 10 parking time,5,2015-10-19,3.15,0.6892,positive
1046,Harri Ovaska,good idea also code get b8qt 10 parking time,4,2015-10-19,3.15,0.4404,neutral
1051,Tapani Saunamäki,top good price receipts end month compilation highly recommend anyone play receipts,5,2015-10-09,3.15,0.8196,positive
1062,Markku Aurora,really good working app cant help recommend,5,2015-10-02,3.15,-0.2954,neutral
1070,Ville Joutseno,code cx9m 10 parking recommend,5,2015-09-28,3.15,0.4199,neutral
1149,Ari Jalokinos,makes promise plus map app fast accurate easy use need load money card information enough,4,2015-07-02,3.1,0.4588,neutral
1150,Hannu Vuori,great invention need know advance long need parking space look ticket machine suitable means payment many times frost heavy rain find vending machine doesnt work exactly card start appreciate job peace sitting car,5,2015-07-02,3.1,0.8442,positive
1152,Ari Westen,recommend,5,2015-07-02,3.1,0.4199,neutral
1153,Markus Peltola,another car going parkman still passing horror remember raise 20e find rail buy shit pay parking rumba,5,2015-07-02,3.1,-0.8271,negative
1166,Jaana Selander-Tervakari,really convenient need look parking coin changer etc worry time add coins recommend,5,2015-06-02,3.06,-0.4364,neutral
1176,Toni Laaksonen,even could enter exact time parking time expires would perfect,4,2015-05-07,,0.5719,positive
1192,Sami,great idea good idea promotional code wrrcs 10 free parking,5,2015-03-16,3.04,0.8834,positive
1206,Toni Vanhala,good idea crashes map function poor quality map difficult choose car left gps really inaccurate search function located exotic tampere germany would good parking space could entered app area code read parking meter apparently functionality,2,2015-03-03,,-0.25,neutral
1209,Tomi Blomberg,bugs fixed recommend,5,2015-02-28,3.02,0.3612,neutral
1210,Pertti Aalto,would 10 parking money code 8qby,4,2015-02-26,3.0,0.0,neutral
1245,Googlen käyttäjä,application useful everyday life small development feedback user interface menu cannot accessed map zoomed level prices displayed,4,2014-12-21,2.96,0.4404,neutral
1249,Eino-Juhani Huhtanen,get 10 euros free parking money discount code smj6 remember take advantage,5,2014-12-17,2.96,0.68,positive
1310,Valto Vauhkonen,recommend,3,2014-09-27,2.92,0.3612,neutral
1320,Tomi Kaipiainen,easy use program register code khb3 receive 10 euros free parking money,5,2014-09-17,2.92,0.7351,positive
1340,Hilpi Toikka-Haldin,really makes life easier reminded parking fee stays move car coins stopped stressing excellent thing also becomes cheaper bill time spent long remember turn leave,5,2014-08-03,2.56,0.4149,neutral
1350,Jenni Rantala,spectacular never need never dont think advance long going park,5,2014-07-02,2.56,0.0,neutral
1351,Paula Suokas,recommend,5,2014-07-02,2.56,0.3612,neutral
1360,Pablo Moneso,helsinki espoo backward able change parking machines fit credit card service great opportunity people without cash even consider addition service much cheaper user competing applications work text calling need pay extra agreed,5,2014-06-03,2.56,0.8885,positive
1375,Marion Prange,works really convenient also fast service yesterday introduced today waited mailbox sticker although even order really good thing first one park would needed one luckily pen paper included wrote temporary note goodbye coin hunts,5,2014-04-01,2.54,0.8852,positive
1376,Esa Kirkinen,havent tried yet probably wont try yet think small stumbling block program remember stop parking leave forget,3,2014-03-27,2.53,-0.7622,negative
1377,Anna S,downloaded program managed give email address credit card information went yard check vehicle registration numbers household meantime phone screen turned app turned try start beginning whole rumba get message email address already entered still cant log service didnt time set password,1,2014-02-20,2.52,0.2023,neutral
1380,Hannu similä,pikkanen sometimes gets stuck plays admirably idea staggering saves everyone time nerves,5,2014-02-01,2.52,0.7311,positive
1392,Liisa Vanhatalo,even cities parking fee paid flight using multiple payment cards would still plus,4,2013-10-09,2.14,0.0,neutral
1399,Taavi Ruusanen,good experience really need look reserve coins parking charge effortless hope expand,5,2013-05-06,2.14,0.6815,positive
1400,Tomi Ojavuo,problems stability left text menu left usability challenges basic idea good price service sadly hidden made clear,2,2013-04-23,2.14,-0.6892,negative
1401,Googlen käyttäjä,cities first espoo paid places hospital areas would good work car parks regardless city,5,2013-04-20,2.13,0.4926,neutral
1402,Jyri-Jussi Torvinen,going pain change car make sense create new one first remove old one,5,2013-03-10,2.11,-0.296,neutral
1405,Kai Virkki,drive business wont immediately think make better,5,2013-02-16,2.1,0.5228,positive
1409,Taisto Junkkari,good program,5,2013-01-15,2.01,0.4926,neutral
1414,TwoDolphins,starting parking easy duration would like least 90 minute option maybe others would also like calculation price parking already parking reminder end parking returning car based gps positioning work practice also fact terminating parking requires two consecutive presses annoying eg slide switch would work better want avoid erroneous presses,3,2019-01-28 16:48:12,3.56,0.4019,neutral
1423,kusetettu fiilis,purchase automatic time billing stop free parking begins parkman clutter bill would certainly technically impossible break uninstalled app,2,2021-06-17 15:09:19,4.45,0.5647,positive
1425,veonlyöä,parkman works flawlessly whenever could device developed would resemble parking time time gang would even happier thank,5,2021-05-19 08:46:15,4.44,0.7901,positive
1426,aidanxyz,feature request would awesome areas map colored indicating allowed park depending time,4,2021-02-27 17:22:30,4.38,0.6249,positive
1439,Fu-Tourist,park car least 6 hours program throws popup every 30 minutes see car still park every 30 minutes car park continuing throughout day alarm cleared immediately,1,2020-10-08 06:19:51,4.21,-0.3903,neutral
1441,han-rik,want park fast help first acknowledge much paid previous parking sometime drove back acknowledge dont want invite five guys start parking process amateur user experience design,3,2020-10-05 07:48:23,4.19,0.5994,positive
1469,Sanpola313,due confusion program user program quick win againthis time point end parking time sure take parking time said every quarter constantly close car stop maybe 50 meters car could parkkipatek come fined time parkman get lead reward,1,2019-11-22 16:50:54,3.81,0.7757,positive
1477,Edscu,pretty good think registration could clearer set new phone didnt even realize password created automatically digged email,4,2019-09-02 11:41:31,3.73,0.6757,positive
1483,Dtoncglå,map little accurate terms location parking address hard find map example city may difference different zones one street corner completely different rates,4,2019-07-30 13:07:59,3.71,-0.1027,neutral
1489,V...tuttaa,satisfied alarm vicinity car stop parking balance 40i think ill stop using app,1,2019-05-17 02:12:10,3.65,-0.5713,negative
1494,Esapena,continuing park app show price charge parking would actually cost price shown checking separately price parking 2675 instead 24,1,2019-04-29 05:19:45,3.63,0.0,neutral
1498,lekalekalekaleka,really convenient easy use recommend,3,2019-04-23 09:16:25,3.63,0.7145,positive
1499,parkmanlove,really clear easy use app prices right always worked well remember stop parking remember put seat belt fastened people always complain everything push responsibility others thanks developers least satisfied user,5,2019-03-27 17:40:19,3.61,0.876,positive
1503,anissakk,top program,5,2019-02-22 07:55:12,3.59,0.2714,neutral
1525,Autoilijatar,recommend,5,2018-08-08 13:44:06,3.44,0.3612,neutral
1535,K@rtsa,couple times tried app easy use effortless works great dont give 5 stars due able determine parking charge bank card debit side always goes credit side however bank also takes charges otherwise great programedit stupidity couldnt put combination debit side debit card debit side havent even known debit side series know thank great program five stars,5,2018-06-17 06:56:12,3.44,0.955,positive
1536,Helinä0506,recommend easy use,5,2018-06-08 11:49:26,3.43,0.6597,positive
1542,Mansenmies,even could pay parking garage tampere would perfect,5,2018-05-08 07:54:16,3.41,0.5106,positive
1545,Bubba 717,recommend,5,2018-04-20 08:52:59,3.41,0.3612,neutral
1549,Reissu-Lasse,remove areas map app doesnt work confuses use,2,2018-02-22 06:03:43,3.41,0.2411,neutral
1550,juujuujuu apple watch,would like use apple via watch sir possible,4,2017-12-30 20:15:15,3.33,0.3612,neutral
1554,spheroid,wins traditional parking 1000 seems best current options recommend,4,2017-11-13 22:19:13,3.30,0.8932,positive
1556,Ville iPad,app made bit poor ui design latest update supposed choice car selection parking couldnt find function edit help found guess could put basic settings program,3,2017-12-19 06:39:35,3.33,-0.1027,neutral
1558,HenriMatias,optimization iphone x would welcome almost apes already updated otherwise excellent app easy quick use free coins parking meter searching,5,2017-12-03 00:51:46,3.31,0.944,positive
1563,Autoileva kansalainen,complains internet connection even works wifi connection would like app fix problem quickly otherwise use,2,2017-10-14 12:04:47,3.27,-0.7477,negative
1566,märq,makes much easier need think gauges good functional app,5,2017-09-07 09:53:55,3.26,0.8687,positive
1573,Reiska78,facilitates parking dont carry coins think parking time advance,5,2017-07-24 19:26:44,3.26,0.0,neutral
1578,Serial Parker,nice simple app delivers big easy step step intro reassuring smooth user experience beats scramble change happens phone runs battery meter running,4,2013-03-28 13:48:36,2.05,0.8126,positive
1581,Parkinmom,really handy functional app easy use recommend,5,2017-05-04 09:44:58,3.22,0.69,positive
1586,Ozkari,package works last detail recommend,5,2016-11-18 07:05:25,3.18,0.3612,neutral
1596,Hyvä ja toimii aina,functional easy drawback doesnt work everywhere eg espoo another app phone otherwise would give full 5 stars,4,2016-05-13 08:43:22,3.00,0.4404,neutral
1597,Iidafriida,parkman super good recommend,5,2016-07-28 18:46:40,3.14,0.8622,positive
1602,Eeva63,coins base lump functional system recommend,5,2016-06-09 13:27:21,3.12,0.3612,neutral
1603,french thief,easy use works well would great notification center widget showing parking time left,5,2016-06-02 15:21:24,3.11,0.8442,positive
1612,Sleepy5566,small adjustment change car debit card stars go five really good product,4,2016-04-04 10:37:41,2.99,0.54,positive
1616,EnriQ136,works really well always worked receipts payments remain app many months receipts also come emaileasy fast parking app start parking right awayparkman probably also cheapest parking app finnish market sincerely recommend everyone,5,2016-04-12 20:22:17,2.991,0.7902,positive
1618,Mikkis1985,good program works many places,4,2016-03-17 06:41:57,2.98,0.4404,neutral
1622,Newscritic,works really well 5 stars automatically shut leave car park,3,2016-03-03 11:32:02,2.98,0.358,neutral
1624,Terhi-Finland,parkman took pain away parking really helpful easy use would recommend anyone doesnt want worry parking,5,2016-02-02 08:37:14,2.97,0.7678,positive
1627,Cswolf,really good easy use app recommend,5,2016-01-20 15:10:37,2.97,0.8341,positive
1628,Jvaltane,works well alongside another parking app would seem little cheaper casual use promo code kldl free parking 10 euros,4,2015-12-13 07:41:52,2.96,0.7128,positive
1634,Pelastus,successful app inspiring ease customer service also fast flexible friendly recommend,5,2016-01-02 15:12:41,2.97,0.9403,positive
1636,Rikhard Laine,quite often forgotten stop accruing parking fee leave parking lot app might ask parking time ends notices phone coming back car park,5,2016-01-02 11:06:10,2.97,-0.5542,negative
1637,TimoRin,daily use couple years excellent program works like train toilet increase payment locations improved usability,5,2016-01-02 09:51:30,2.97,0.891,positive
1648,Vihkii,excellent program way one drawback end parking become louder warning acknowledged warning would act like alarm clock continue ring reset preselected time enough phone pocket may time runs unnoticed,4,2015-12-03 11:08:43,2.96,-0.5719,negative
1652,Rayjonc,parkman great choice rarely park paid spaces monthly fees needed thank,5,2015-12-03 13:12:40,2.96,0.69,positive
1654,Micke-49,use parkman easypark favorite parkman generates one payment transaction per month easypark fallback option want end parking time force minute move outside helsinki recommend,5,2015-12-03 06:43:40,2.96,0.7263,positive
1656,Silbertti,good app recommend promotional code jm8hq get free parking 10,5,2015-12-02 13:47:21,2.96,0.9164,positive
1660,Stefu,easy convenient use recommend promotional code qg8n get 10 free parking time,5,2015-11-20 21:53:20,2.96,0.8271,positive
1664,Hovirinta,really good clever use recommend,5,2015-11-06 14:09:19,2.96,0.861,positive
1665,Nuvi_FIN,awesome application makes paid parking much pleasant enter promo code get 10 free parking time front wm83s program,5,2015-11-04 21:34:37,2.96,0.8999,positive
1669,Arskasa,turns put useful use would still download use apsi get rights first use work perfectly pay time spent parking lot,5,2015-11-02 16:00:35,2.95,0.7717,positive
1670,Zyde,idea works makes parking stadium finally smooth service happy pay small service fee parkman charges use easy clear thank journey continues,5,2015-11-02 14:31:01,2.95,0.8764,positive
1675,Omlitus,parkumaa modern result software development work convenient use recommend,5,2015-11-02 05:36:08,2.95,0.3612,neutral
1677,Markku Seppälä,would certainly easy encode function program ensures parking time left apps give alarm ask still park user finished parking time phone starts moving faster speed eg 20 km h,3,2015-11-02 04:15:52,2.95,0.4404,neutral
1678,Jjeehhj,really handy program works reliably code 29zks 10 free parking,5,2015-10-22 11:56:00,2.95,0.5562,positive
1679,Handetus,useful program works recommend dont want carry coins youand new user get 10 euros parking money code jh58,5,2015-10-18 15:52:17,2.95,0.6343,positive
1687,JusHak,recommend,5,2015-10-02 04:04:21,2.95,0.3612,neutral
1689,Reijo Fernelius,works greatthe interface clear easy usereceipt comes mail recommend without reservation,5,2015-10-01 19:55:27,2.95,0.8469,positive
1693,Amihasan,basically convenient way pay parking fee doesnt work everywhereit would fairer app alerts car leaves park charge forgotten unnecessarily often,4,2015-10-01 17:21:38,2.95,-0.3182,neutral
1696,Mmakelatre,works recommend,5,2015-09-10 07:50:07,2.95,0.4199,neutral
1697,JorkkaJ,excellent effortless would longer give switch others like budget,5,2015-09-09 10:43:20,2.95,0.6476,positive
1702,Malienev,good way small change pocket,5,2015-09-02 04:41:29,2.95,0.8415,positive
1708,Tinttaralla,good thing however would still like breakdown payments soon park receipt ordered email breakdown either,4,2015-07-18 09:46:14,2.90,-0.0258,neutral
1709,pakastin,ive prejudiced parking tips sometimes tried try competing app couldnt get work parkman proved really easy functional highly recommend,5,2015-08-10 19:04:08,2.95,0.5232,positive
1713,ltrider,application makes parking much easier dont pay much recommend,5,2015-08-02 17:35:30,2.90,0.7335,positive
1724,Riikka_,dont use parking coins anymore parkman convenient would like development paid max 2h parking time morning starts 8 would able install parking time evening time 810 slot machines parkman doesnt,4,2015-06-10 08:14:04,2.8.1,0.5023,positive
1725,J6niii,satisfied brush every way everything works recommend,5,2015-06-24 05:49:19,2.8.1,0.8415,positive
1726,dfhlöppjs,stun car hurts even choose right place map thats ive shell long penny fines,1,2015-06-15 07:13:19,2.8.1,-0.5696,negative
1744,Tuyomaz,heavy use helsinki recommend code 31z2m get 10 parking money,5,2015-05-02 21:26:47,2.8.0,0.4199,neutral
1750,mattiv,month use give full marks clear functional interface,5,2015-04-02 08:07:04,2.8.0,0.3818,neutral
1754,DHawku,charging parkman lack coins one night arrived hotel 10e free parking money promised billboard meter arrived parking lot night free parking meter eight thought would sleep couple hours longer stabbed machine night got paid parking would start stabbed watch couple hours morning woke rested parking clock spun bill night free parking couple hours parking expired four countries night meaning parking lot could come leave souvenirs addition 10 subscription money disappeared appis without leaving trace became credit card bill yep signup money still recorded promotional code registering disappeared even first parking completed paid 13 basically two hours free overnight parking even daunting option nowhere course mentioned program would follow parking meter times set city really confusing experience continue got sort company parking sticker mail couple weeks later invoice three weeks event picked review pen coins car henceforth long user experience order subscription fee remain account billing criteria differ vending machines clearly listed,1,2015-03-02 20:00:29,2.6.5,0.8206,positive
1756,Borgrev,works like idea,5,2015-03-02 17:18:37,2.6.5,0.4199,neutral
1758,Bogey?,works like idea best,5,2015-02-02 09:29:55,2.6.5,0.7717,positive
1759,anzzi7,occasionally continue parking even cut becomes expensive program charges maximum parking time,2,2015-02-02 08:00:19,2.6.5,-0.4939,neutral
1760,riikkakatriina,everything right need user experience price simply reduced extra adjustment significantly would make sense go cuddle factors thank,5,2015-02-01 22:53:49,2.6.4,0.5791,positive
1763,Parkkirohmu,works longer collect coins car plus usagebased fee small monthly fee even would work cities code a3x8 still get 10 euros parking money test right away recommend,5,2015-01-07 18:27:37,2.6.4,-0.4854,neutral
1769,Paul Ranka,great apps recommend code get 10 parking money earns 5,5,2014-11-11 18:56:22,2.6.2,0.8553,positive
1770,Mikkorhk,careful parea park parkman use even municipal parking control area yes parkman allows start paid parking even location map exactly right area used means payment fines came parkman charged,1,2014-11-05 19:03:12,2.6.2,0.4199,neutral
1773,Garrett79,good program longer coins happily longer pocket date ticket information could added info program turned must running background phone,5,2014-10-08 04:52:41,2.6.2,-0.1481,neutral
1776,Siller207,new update longer work new update coming would fix bugs dont get use next week need download app,1,2014-10-04 14:02:38,2.6.1,-0.3595,neutral
1777,Arska54,program convenient street parking dont worry payment bumps promised free 10 parking missed word tampere good program way recommend,4,2014-08-04 11:37:08,2.5.9,0.9287,positive
1779,Mop2011,dont need coins set back limit parking forgot turn apps recommend,5,2014-10-02 19:39:52,2.6.1,0.4738,neutral
