ind,userName,content,rating,date,reviewVersion,compound,sentiment 
372,Asta 85,instruction vague apparently charged week much charge even got discount code promised free parking otherwise train station principle speed parking practice caused unnecessary annoyance checked information advance havent received response email call didnt go time either,1,2019-04-07,4.79,-0.2223,neutral
373,Sirkka Stenström,im happy need adding time,5,2019-04-07,4.77,0.3612,neutral
375,Jari Sorvoja,fire came downloading soon able try looks good reading reviews hopefully really promotional code fjsl get 10e parking first time free,5,2019-04-06,4.79,0.7579,positive
376,Matti Moilanen,good works,5,2019-04-05,4.79,0.4404,neutral
380,Sampo Viro,works well use several different cars also well taken account location information needed beginning parking program could turn gps automatically parking started gps eat battery pretty much forget turn vain,4,2019-04-01,4.79,0.4019,neutral
383,Harald Wenne,enter promotion code g5ba 10 worth parking time,5,2019-03-31,4.79,0.2942,neutral
385,Jan Berschewsky,good,5,2019-03-29,4.79,0.4404,neutral
388,Googlen käyttäjä,functional system good service,5,2019-03-22,4.79,0.4404,neutral
389,Alf Lindström,easy natural use often find parking information,4,2019-03-20,4.79,0.6597,positive
391,Topi Kovanen,good,5,2019-03-20,4.79,0.4404,neutral
400,Esa Koskelainen,app running smoothly stopped finding location report network error even though network good,1,2019-03-13,4.79,-0.2481,neutral
404,Pekka Savolainen,good,5,2019-03-06,4.05,0.4404,neutral
414,Googlen käyttäjä,good,5,2019-02-18,4.77,0.4927,neutral
416,Googlen käyttäjä,easy cheap good,5,2019-02-15,4.77,0.7003,positive
422,Harri Sirola,pretty ok weird thing cant make settings anything new app menu corner ps found albeit confusing place,3,2019-01-29,4.75,-0.1531,neutral
423,Jeri Aalto,great app code 1bhf 10 parking free shows vacancies good help finding place often cheaper competing easypark,5,2019-01-23,4.7,0.9186,positive
424,Googlen käyttäjä,good clear use code wg9r 10 free parking money,5,2019-01-21,4.66,0.8316,positive
427,Ki Va,handy app still parking money kxje please n7ds,5,2019-01-18,4.66,0.3182,neutral
441,Tee Äs,sure code skzr offers 10e worth parking time please,5,2018-12-11,4.534,0.6996,positive
445,farkkis,always remind time runs remind car nothing 40e went way pit,1,2018-11-22,4.05,0.0,neutral
448,Mika Ma,expensive looks like parking paying coins cheaper pay unnecessary shit,1,2018-11-10,4.533,-0.3612,neutral
451,Jari Lusikka,full shit vain pay 2 euros real shit stop complaining reimbursed unnecessary fees060 167 unnecessary trips 30km,1,2018-10-31,4.533,-0.8368,negative
455,Lauri Läärä,import promotion code 8dgf,5,2018-10-22,4.11,0.0,neutral
456,Anssi Ruonakoski,works well enter promotion code pmtn get 10e front parking money,4,2018-10-12,4.11,0.3382,neutral
465,Roy Lindström,good app lqfa code 10 parking money used,5,2018-09-10,4.05,0.4404,neutral
473,Teemu Mäkiaho,weve used long time found good apparently 10 come using code h4l7 registering,4,2018-08-23,4.05,0.4926,neutral
481,Googlen käyttäjä,good app discount code 99e2q,4,2018-08-03,4.05,0.4404,neutral
482,Googlen käyttäjä,worth downloading advantage see place somethingbecoming vacant recommend code 1ygg get 10 worthparking gift card,4,2018-08-03,4.05,0.8353,positive
486,Googlen käyttäjä,good app 10e parking money code a742,5,2018-07-29,4.05,0.4404,neutral
494,Juha Alitalo,av2x 10 parking money good app,4,2018-07-06,4.05,0.4404,neutral
497,Jussi Ruuskanen,qj85 code parking money good app,5,2018-07-03,4.05,0.5399,positive
511,Googlen käyttäjä,app good doesnt make shortcut weakensusability significantly,2,2018-05-22,4.03,0.2724,neutral
513,Googlen käyttäjä,otherwise good update icon disappeared front page howwill get back use competing app bothering tradethrough apply,2,2018-05-19,4.02,0.3348,neutral
532,Pekka Kärkkäinen,good app would work honor app wont open,2,2018-05-14,3.51,0.7269,positive
546,Tanja Kaya,seems good free parking 10 code q7a7,5,2018-04-19,3.51,0.7574,positive
549,Harald Savo,really good app code free time keepuse first time park area qpark example,4,2018-04-14,3.51,0.7807,positive
552,Googlen käyttäjä,good app code 10e parking time 1q92,4,2018-04-03,3.51,0.4404,neutral
560,Pekka Parkkali,good effect promotional code d9rl 10 e parking money,5,2018-03-10,3.51,0.5399,positive
564,Suvi P,good functional app code 10e parking free 7v3j,5,2018-03-03,3.51,0.7351,positive
566,Googlen käyttäjä,well play return coins joining code jw5r 10 free parking money,5,2018-03-02,3.51,0.7088,positive
568,Niina Jauhojärvi,easy dont look toll tomatoes put car parking lot grab parking time download use promotional code 3ahp receive 10 parking money first parking,5,2018-02-27,3.51,0.8833,positive
575,Eetu Lindgren,works well heres another 10 promotion code xm75,5,2018-02-11,3.51,0.2732,neutral
586,Googlen käyttäjä,free parking 10 euros front code adq6 please,4,2018-01-02,3.50,0.6808,positive
588,Janne Askola,good code h4m4 10 park money,5,2017-12-29,3.50,0.7269,positive
594,Joanna HooHoo,good app code xwjr 10 parking time,4,2017-12-11,3.50,0.7096,positive
603,Virtane,plays well tampere even without sticker code xdczq get 10 parking money,4,2017-11-14,3.46,0.86,positive
612,Jari Mörk,well play easy use,4,2017-09-30,3.46,0.7506,positive
619,Sebastian Naumanen,good features carefully designed interface quhx code get 10e free parking money tap code registering,5,2017-09-01,3.46,0.7717,positive
620,Googlen käyttäjä,good app dont use geps time like another similar app code zvzp get free parking 10 euros,5,2017-08-31,3.46,0.8271,positive
621,Googlen käyttäjä,excellent app disadvantages parking time cannot set example half hour car parked message cannot hidden otherwise excellent recommend use g2lu charge get 10e free parking,4,2017-08-26,3.46,0.9018,positive
623,Maria,really good easy use application promo code 9pax get 10 free parking time,5,2017-08-19,3.46,0.8735,positive
625,Mika Juvonen,good especially park little monthly fees code tr66 10 balance free locality even paid parks 1 star got app stuck couple times,4,2017-08-13,3.46,0.4588,neutral
627,Googlen käyttäjä,works well search map parking information advance connection installation promo code bbkh 10 free parking time,5,2017-08-07,3.46,0.6597,positive
628,Tomi Sipilä,convenient application works well helsinki log using code 3bvfq get 10e balance parking like idea everyone collect give balance parking using discount codes,5,2017-08-03,3.46,0.5984,positive
631,Ville Helminen,good convenient application eka little uncertainty oo fined coming coins needed save parking code qu8e still get 10e parking money,5,2017-07-27,3.46,0.126,neutral
633,M L,mqkm code get first parking free 10 euros good convenient application free window sticker,4,2017-07-21,3.46,0.8591,positive
634,Stefan Perthuis,k49c code first parking free 10e really good app works flawlessly saved day coins leave car quickly street,5,2017-07-20,3.46,0.8997,positive
638,Leena Vesterinen,parked kuopio aapel june 26 2017 windshield parkman sticker amplifier parking kapas fines came parkman billed time account charged phone lost daily timebut remember amount also matches billing account somewhere get pengoized information damn think ill finish whole parkman,1,2017-07-14,3.46,-0.8271,negative
640,Ville Kemppainen,ak36 code get 10 euros free parking time good app,4,2017-07-12,3.46,0.7351,positive
644,Googlen käyttäjä,get 10 free parking promotion code 1x4h convenient application,4,2017-07-11,3.46,0.743,positive
649,Antto Laava,increase parking time remember location car time runs complicated install use completely inadequate settings choices dont recommend dont think prevent getting parking fine,1,2017-07-04,,-0.1419,neutral
651,Kati Pokkinen,convenient parking application allows eg see free parking spaces nearby free parking max max 10 e code t5vlq download app july 31 2017,5,2017-06-29,3.45,0.784,positive
652,Maija Orre,eukx code first parking without air 10 stars update experience feels good,4,2017-06-28,3.46,0.4404,neutral
654,Antton,good app namely stressful download update content idea guess quite appropriate even open something updates otherwise quite positive experience always picks luckily passes,4,2017-06-26,3.45,0.7674,positive
658,Voihan Pojat,good first parking free 10 code a9em,3,2017-06-15,3.45,0.7351,positive
659,Martti Mäkinen,functional good application code w4et 10 free parking time,4,2017-06-15,3.45,0.7574,positive
666,Saara Laitinen,good app free parking time 10 phk1 subscription code please,5,2017-06-03,3.44,0.8313,positive
668,Risto Halonen,good app 10 free parking code svcz,4,2017-06-02,3.45,0.7351,positive
669,Googlen käyttäjä,couple months experience recommend excellent app service register code zqje get 10 euro advantage,5,2017-06-02,,0.802,positive
671,Jani Vaskola,upon registration code 15vz receive 10 free parking time 20172020,4,2017-05-31,3.45,0.5106,positive
672,J Ronkainen,wellfunctioning application promise price reduction short parking good thing free parking time code y7l3 download application enter code,4,2017-05-27,3.44,0.8425,positive
673,Jesse Suksia,new users precode get 10e parking money lwr1 good app easy convenient,5,2017-05-27,3.44,0.7003,positive
678,Minna Heino,good app code 6btwq 10 free parking time,4,2017-05-20,3.44,0.7574,positive
682,Juha Koivunen,great app longer need play coins free parking code huym 10e,5,2017-05-12,3.44,0.8225,positive
694,Pasi Ylisaukko-oja,good app free 10 parking use code f346,4,2017-04-23,3.43,0.7351,positive
696,Jouko Ruonakoski,good app 10e parking time code peqb,5,2017-04-22,3.43,0.4404,neutral
704,GLADISTOR,pretty good code k913 get 10 free parking time,4,2017-04-04,3.42,0.8555,positive
707,pasi olkkonen,recommend easy going good code ekmb 10 parking money application,5,2017-04-02,3.40,0.8074,positive
709,Googlen käyttäjä,good easy use code bssx 10 parking money,4,2017-03-27,3.40,0.7263,positive
718,Googlen käyttäjä,good app code p9l8 10 free parking time,5,2017-03-18,3.33,0.7351,positive
719,Severi Nenonen,good app promotional code elvm get free parking time 10 euros,5,2017-03-17,3.40,0.7574,positive
735,Janne Väisänen,good easy fast need draw lots meter coins go card makes life easier recommend downloading using also get free parking code 7c2x,4,2017-02-27,3.31,0.915,positive
737,Googlen käyttäjä,good even parking garages included would 5 star,4,2017-02-27,3.31,0.4404,neutral
750,Lari Heinonen,really good app code get 10e parking free vrbv,5,2017-02-14,3.27,0.7951,positive
751,Aleksi Laukkonen,good app code 8pc9,5,2017-02-14,3.27,0.4926,neutral
755,Jasmin Haataja,really good app saves time upon registration receive first parking free charge 10 code d55n,5,2017-01-30,3.27,0.7574,positive
756,Esa Antikainen,zum7 code get free parking time 15 euros change good,5,2017-01-27,3.27,0.7351,positive
757,Alisa Mikkola,really convenient good app code 64vu get 10 discount first parking,5,2017-01-26,3.27,0.5355,positive
761,Juha Pylkkö,good app free parking code swzz,4,2017-01-19,3.27,0.7351,positive
762,Googlen käyttäjä,excellent means payment parking register code zqje receive 10 euros first parking,5,2017-01-18,3.27,0.5719,positive
764,TIMO LEHTONEN,good,5,2017-01-14,3.27,0.8399,positive
767,Maija Tusa,seems good clear plenty parking areas hometown used means payment get free parking 10 using application code 1fwx,4,2017-01-06,3.27,0.8439,positive
773,Esa Kemppainen,paying parking fee made easy works new promotion code ydvx get 10 free parking time enter installation,5,2016-12-23,3.27,0.7351,positive
775,Toni Tuominen,works promised longer run coins ticket machine code 3znr 10 free parking time,5,2016-12-22,3.27,0.5574,positive
778,levi waaraniemi,run parking machine even pay child friend parking fees remotely want 10 free parking money use code 1g68q,4,2016-12-15,3.27,0.6696,positive
779,Juho Koskimäki,good app free 15e code qu2s,5,2016-12-14,3.27,0.7351,positive
781,Mia Aarni-Heera,past rushed see coins cards included allowed car parked easy park car start stop paying phone best part dont run middle meeting increase parking time free parking 10 e new code 6bda,5,2016-12-13,3.27,0.8885,positive
783,Hafid Bile,code 66v5 10 first park sure use complete otherwise offer wasted,5,2016-12-07,3.24,-0.2263,neutral
791,Googlen käyttäjä,wrong display parking zones software still old maps offers second zone based location although traffic signs first zone helsinki,2,2016-11-23,3.24,-0.5255,negative
799,Joonas Metsälä,promotion code 85qv get first parking free charge max 10,5,2016-11-16,3.24,0.5106,positive
802,Marko Haverinen,account information app suddenly disappeared somewhere ie top bar shown image appear operating system android 43 phone samsung s3 fix,1,2016-11-15,3.24,-0.1007,neutral
812,Googlen käyttäjä,application repeatedly wants improve accuracy positioning regardless whether request never answered earth parking progress locate location wait vain decide parking,3,2016-11-02,3.23,0.4404,neutral
815,Olli-Pekka Hämäläinen,good facilitates parking coins less often included enter code rn7e get free parking,5,2016-10-26,,0.7951,positive
818,Tero Koivula,55 application complaints insanely useful tampere example need lug coins car code cvu2 free parking money please thank,5,2016-10-19,3.22,0.8767,positive
830,Jyry,code q8x1q get 10 free parking time app good free parking better recommend,5,2016-09-27,3.22,0.9348,positive
835,Netta Kallio,start using parkman receive 10 parking money code works well,5,2016-09-22,3.22,0.3382,neutral
848,avhc666,always room improvement already good recommended application,4,2016-08-29,3.22,0.8353,positive
859,Toni Nevalainen,good convenient 786nq code registering get 10 e parking time,4,2016-08-14,3.22,0.4404,neutral
864,Timo Ihamäki,handy parking app reminder stop parking also good feature code nj9x 10e worth parking installing app,5,2016-08-09,3.22,0.4389,neutral
866,Santeri Suomi,use promotion code 2bqy get free parking,5,2016-08-06,3.22,0.5106,positive
874,Henri Laitinen,parking money 10e code junh please absolutely awesome app parking couldnt get easier recommend,5,2016-08-01,3.22,0.9435,positive
880,Jaakko Tapio,unfortunately noticed parkman work jyväskylä fortunately still works tampere mainly things code 154cq 10 parking money,5,2016-07-25,3.22,-0.1779,neutral
882,Laura Mansikka,seems good code scm7 get 10 discount first parking,4,2016-07-23,3.22,0.4926,neutral
889,Heidi Tabletti,paypal payment credit card addition please,4,2016-07-10,3.22,0.5994,positive
895,Millariina V,advertisement application atm first parking free code didnt coins downloaded app take advantage offer installation turned app could used billboard arrived mail glued windshield didnt get free parking right away car borrowed friend sticker cant glued anyway without asking addition parking time started immediately accident means free parking wasted,1,2016-06-19,3.21,0.4211,neutral
900,Tony Kärki,good handy app 7g74 code 10e free parking time,5,2016-06-09,3.20,0.7772,positive
904,Heidi,5wtd without parking money please,3,2016-06-02,3.20,0.2589,neutral
905,Leni Järvelä,seems good free parking time code r2fx 10e,4,2016-06-02,3.20,0.7772,positive
913,hammasharha,use code get 10 free parking money really good convenient app,5,2016-05-20,3.20,0.7773,positive
915,mikael asikainen,good application parking money code ecd6q,4,2016-05-18,3.20,0.4404,neutral
922,Mikko Heikkinen,good program recommend everyone without reservation,5,2016-04-27,3.19,0.7171,positive
940,Aune Kotalampi,easy simple clear good,5,2016-04-03,3.19,0.8268,positive
943,Samu Kolehmainen,code hlb8 10 discount first parking soon parking spaces service good thing,4,2016-04-01,3.19,0.4404,neutral
979,Juha Matikainen,spent years still satisfied need carry coins,5,2016-01-03,3.19,0.5574,positive
983,Esa Ranta,10 euros parking money sgmf code please satisfied fourth year,4,2016-01-02,3.19,0.6588,positive
986,Marko räikkönen,good code hq42 free parking time 10,4,2016-01-02,3.19,0.7574,positive
997,marko rintala,good stuff,5,2015-12-24,3.19,0.4926,neutral
1007,Raili Ilmivalta,absolutely good app really easy use reports excellent charge end parking reminder app awesome,5,2015-12-03,3.16,0.927,positive
1009,Hanna Huotari,however doesnt work every place yet sometimes annoying ku sees easypark sign works parkman doesnt hint acquiring,4,2015-12-03,3.16,0.1235,neutral
1013,Googlen käyttäjä,works really well gift code parking 10 appreciate good s9fg,4,2015-12-02,3.16,0.8718,positive
1017,Jouni Aho,currently version 316 works use almost happy point updates choice parking time became choice end time nearest hour minute old one length parking time moment onwards chosen x hours minutes convenient look clock adjust end time hours minutes separately may suitable rapper fans change came immediately sent feedback suggested could choose feature use menu green light could done sometimes done yet convenient app way 3 stars due rapping ptime expiration time application startup interrupted message stating process comneligrateparkman stopped unexpectedly reinstallation booting phone installation attempts application removals help samsung xcover gts5690 android version 236 old app version worked flawlessly wants back something thank follow instructions install google play service,3,2015-11-23,3.16,0.5973,positive
1019,Mika Heikkinen,often forgotten set limit could implemented tracking note phone moving certain distance speed would ask parking yeah may want program income goes would smart service,4,2015-11-14,3.16,0.6296,positive
1027,Mirva Rahunen,free parking money 10 euros code please really handy use nicely expanded areas use,5,2015-11-06,3.16,0.9077,positive
1034,Googlen käyttäjä,good also becomes advantageous practice recommend,5,2015-11-02,3.15,0.8169,positive
1040,Tuomas Valve,best part dont run meter dig purse see suitable killings found hard come something improve,5,2015-11-02,3.15,0.296,neutral
1046,Harri Ovaska,good idea also code get b8qt 10 parking time,4,2015-10-19,3.15,0.4404,neutral
1050,timo rintala,good,5,2015-10-12,,0.4404,neutral
1051,Tapani Saunamäki,top good price receipts end month compilation highly recommend anyone play receipts,5,2015-10-09,3.15,0.8196,positive
1057,Tanja Ruhala,good code r24e 10 parking money,4,2015-10-06,3.15,0.7568,positive
1062,Markku Aurora,really good working app cant help recommend,5,2015-10-02,3.15,-0.2954,neutral
1068,Kikka Kalliomäki,easy use clear information available,5,2015-09-30,3.15,0.6705,positive
1081,Janina S.,good free parking time code j7qqq,4,2015-09-16,3.15,0.7351,positive
1090,Je Vi,may longer easier pay parking also receive 10 money parking using code fjvg,5,2015-09-08,3.14,0.0516,neutral
1106,Mika Alho,grabs drag coins collector ambush clock run tongue belt increase parking money,5,2015-09-01,3.14,-0.4588,neutral
1109,Hannu Kajava,downloading application enter following code receive free parking money vdbwq,5,2015-08-31,3.14,0.5106,positive
1125,Juha Kärkimaa,suitable dont carry small money receipt good addition taxation,5,2015-08-11,3.13,0.4404,neutral
1128,Olli Jalonen,code free parking cruk please,5,2015-08-10,3.13,0.7088,positive
1129,Hello R,functional join receive 10 e parking time code 3nlx,5,2015-08-08,3.13,0.296,neutral
1130,Tuomo Sundqvist,s38f code 10 free parking time please use freely,5,2015-08-06,3.13,0.8313,positive
1140,Linda Leskinen,really good app 10 euro discount code 3dtm,5,2015-07-29,3.12,0.4927,neutral
1145,Erno Jaatinen,really good easy app code twxes get another 10 parking money,5,2015-07-15,3.11,0.7474,positive
1147,Alexi's Kitchen,good,5,2015-07-04,3.1,0.4404,neutral
1149,Ari Jalokinos,makes promise plus map app fast accurate easy use need load money card information enough,4,2015-07-02,3.1,0.4588,neutral
1153,Markus Peltola,another car going parkman still passing horror remember raise 20e find rail buy shit pay parking rumba,5,2015-07-02,3.1,-0.8271,negative
1168,Valtteri Jokila,convenient functional enter discount code xaml receive 10 free parking money,5,2015-05-26,3.06,0.5106,positive
1192,Sami,great idea good idea promotional code wrrcs 10 free parking,5,2015-03-16,3.04,0.8834,positive
1197,Ari Koutuaniemi,use promotion code h8p7 get parking money,5,2015-03-12,3.04,0.0,neutral
1199,Jani Toivanen,good programthis 10 euro discount coupon code 15a9 please,5,2015-03-11,3.04,0.802,positive
1201,Pirjo Stenman,free parking money 3ed3 code 10 euros please,5,2015-03-10,3.04,0.7339,positive
1204,Juha Haavisto,parking money 10 please,5,2015-03-06,3.02,0.3182,neutral
1206,Toni Vanhala,good idea crashes map function poor quality map difficult choose car left gps really inaccurate search function located exotic tampere germany would good parking space could entered app area code read parking meter apparently functionality,2,2015-03-03,,-0.25,neutral
1225,Raija Vierkoski,good using app three years fees really low compared putting coins meter either much little,5,2015-02-05,,0.2023,neutral
1229,Matti Pennamo,experience good always gets better,5,2015-02-02,2.99,0.8316,positive
1240,Mia Salonen,downloaded phone found another app doesnt use basic debit card dont get credit card kind thing cant become user,2,2015-01-13,,-0.2924,neutral
1241,Googlen käyttäjä,ncs3 enter code receive free parking money register youre welcome,5,2015-01-12,2.96,0.7835,positive
1242,Marjo Leskinen,enter code vvua register receive free parking money,5,2015-01-12,2.96,0.5106,positive
1272,Marko Bonden,immed quite competent code 8bgks get 10 euros free parking money credit card information needs given trial even small minus,4,2014-11-21,2.96,0.831,positive
1279,Riku Kerkola,enter zmg1 code receive 10 parking money join service,4,2014-11-12,2.95,0.3595,neutral
1282,Aapro Savolainen,good affordable way pay parking fee use promotional code 63m4 get free parking money,5,2014-11-07,2.94,0.7263,positive
