ind;userName;content;rating;date;reviewVersion;compund;sentiment
60;Carla D.;Very practical to be able to manage your parking remotely.;5;2021-07-08;15.23.0;0.0;neutral
61;Clem L;Impossible to pay a subscription via PayPal in 2021 but wake up ... Even alone I could make a better designed app, and what about the site ...;1;2021-07-01;15.23.0;0.2846;neutral
62;stef Prieur;After downloading the application, then locate my parking lot. Pay 2.9 € on site. I received a fine of 22 € because I was not in the correct parking zone ???? So the application is wrong and it's my fault !!!! I put the note of 1 star because I can not put below !!;1;2021-06-29;15.23.0;-0.819;negative
63;Sébastien Caretti;In 2021 in Switzerland and no payment with postcard or twint which has existed since 2014 .... ciao dustbin !!!;1;2021-06-28;15.23.0;-0.4724;neutral
64;Paolo Djaneiro;Or the app that charges you for the free period!;1;2021-06-28;15.23.0;0.3595;neutral
65;Tom Ramel;Bugged application which no longer displays the current rights ... Obliged to go through the website. Already that to impose a private service provider to manage its parking subscriptions is very limited on the part of the city of Bordeaux ... The minimum is that the tool works. Especially considering the racket that one suffers in the event of a fine. Besides, warn 1 week in advance of the end of your subscription and not on D-Day, it's extremely petty!;1;2021-06-27;15.23.0;-0.865;negative
66;Sebastien Texier;Since the last update, I no longer have my parking rights in Bordeaux. I can no longer buy a subscription, change vehicle, or pass 52 ... practical. And impossible to synchronize with the site, well done;1;2021-06-26;15.23.0;-0.3182;neutral
67;Caroline Coudurier;Since yesterday's update, it is impossible to go to the current parking lots!;1;2021-06-26;15.23.0;0.0;neutral
68;Mehdy Maharrar;Very bad and complicated very bad compared to PaybyPhone;1;2021-06-21;15.22.0;-0.8218;negative
69;Cyrille Thomas;You have to pay for parking spaces but as much as that is practical.;5;2021-06-16;15.22.0;-0.0516;neutral
70;Marie Thérèse Wininger;The facility no longer need to look for change !!;5;2021-06-14;15.22.0;-0.4184;neutral
71;François RENAUDIN;Works nickel. Super practical and less stressful.;5;2021-06-13;15.22.0;0.2247;neutral
72;Christophe Foubet;After choosing the duration of my parking, I have a black page with a message informing me that it is validated, suddenly I do not wait for the rest (no time). But in fact there was no synchronization and I end up with a pv. It is very average. 12 €, it hurts when you're struggling. You have to have time to wait to be sure that everything went well. Optimizations to do.;3;2021-06-11;15.22.0;-0.5023;negative
73;Agnès Coulombel;Very easy to use and very practical;5;2021-06-11;15.22.0;0.4927;neutral
74;Martial Aymon;Simple and easy too bad it doesn't work everywhere;4;2021-06-10;15.22.0;-0.1531;neutral
75;Sylvie Sissau;It's great I recommend easy to use, there is no need to look for parking meter and it's fast.;5;2021-06-08;15.22.0;0.8074;positive
76;julien;Good evening I want to remove my card is deleted my account what I should do please I needed this application for a day and I want to delete my personal data Regards Julien;1;2021-06-07;15.22.0;0.7003;positive
77;Barbara DE MAESTRI;No synchronization of rights between the website and the app. What is this application for when you are a resident apart from knowing our position in real time? ... NB: no need to invite me to contact customer service, I understood that you had a synchronization and broadcasting problem information 😉;1;2021-06-06;15.22.0;-0.6705;negative
78;jean-pierre PEYRÉ;Done his job and pretty well. Practical and saves money as soon as you understand how it works. Free the mind but of course do not forget to cut it when getting back in the car.;5;2021-06-03;15.21.0;0.7918;positive
79;nicolas mahieux;On the website my vehicle does have a resident right, on the application no. So not possible to park my vehicle ... in general, the application is not as intuitive as one might expect in 2021. They stayed 5 years in the past :(;1;2021-06-02;15.21.0;-0.4404;neutral
80;Vanessa Landais;Perfect;5;2021-06-01;15.21.0;0.5719;positive
81;Fr. Roethenbacher;Simple to use convenient;5;2021-06-01;15.21.0;0.0;neutral
82;Jérôme ROMPANT;Very good application;5;2021-05-29;15.21.0;0.4927;neutral
83;Jean-Marc Gay;Excellent;5;2021-05-28;15.21.0;0.5719;positive
84;georges bouget;Easy to use;5;2021-05-28;15.21.0;0.4404;neutral
85;Daniel Del Risco;Very convenient;5;2021-05-28;15.21.0;0.0;neutral
86;Thierry ANTONY;That happiness no need to look for change and keep you informed of the remaining time;5;2021-05-27;15.21.0;0.34;neutral
87;Julie Mané;Simple and practical;5;2021-05-26;15.21.0;0.0;neutral
88;Clarisse wananzemigao;Superb app, easy to use.;5;2021-05-25;15.21.0;0.7906;positive
89;Renald Delorme;At least we just always have the price it's great;5;2021-05-19;15.20.0;0.6249;positive
90;STEFNELL BRILLET;Very convenient;5;2021-05-18;15.20.0;0.0;neutral
91;Michel Szczesny;Nothing to complain about for short-term parking: the app does the job. For residential parking there is a lack of transparency concerning the extensions to take into account public holidays or in the event of confinement: this appears in the rights under a reason "Extension" without being notified so we find each other easily to pay for nothing, as I just did (I only understood this by going to Effia);2;2021-05-16;15.20.0;0.5283;positive
92;Laurent FELIN;Well, I wouldn't say that I take pleasure in paying for my parking, but it is true that this application is well designed. This allows you to walk with a light mind and to be able to extend your parking distance if necessary. Nevertheless I would not put 5 stars because the invoicing of the sending of a proof by email or then of an SMS alert, it is still a little abused. In addition, it necessarily works only in places where there is a data network.;3;2021-05-13;15.20.0;0.8438;positive
93;Pascal Froment;Well;4;2021-05-12;15.20.0;0.2732;neutral
94;Nathalie TA;Great ! Practice !;5;2021-05-11;15.20.0;0.6892;positive
95;patricia dejean;Super practical I love it 👍👍👍;5;2021-05-11;15.20.0;0.8442;positive
96;Joël Baptiste;Very practical the possibility of extending remotely ... Bravo;5;2021-05-10;15.20.0;0.0;neutral
97;Peter N Lind;They add a "service fee" of SEK 5 on each parking and that they always charge a minimum of 1 hour of parking. Joke company. Avoid parking with them if possible.;1;2021-05-07;15.20.0;0.0;neutral
98;Christophe Gasser;Ah ok it's not good just YESPARK greetings;1;2021-05-03;15.20.0;0.3806;neutral
99;Bertrand Géhanne;Practice;5;2021-05-02;15.20.0;0.0;neutral
100;Muriel Demeusy;Practice;5;2021-05-01;15.20.0;0.0;neutral
101;Pascal Decorvet;KO app despite update Unable to make this application work (1700 zone 3) since the last update.;1;2021-04-27;15.20.0;0.0;neutral
102;Benoît Vogler;No ! Impossible to suppress his tale!;1;2021-04-24;15.20.0;-0.4184;neutral
103;Sylvianne;Very very practical, even abroad.;5;2021-04-22;15.19.0;0.0;neutral
104;Antonin Rey;I made a request for parking assistance to the city of Bordeaux which was accepted, but it was impossible to make the link with the application which gives me the visitor rates and not the resident rates. And really I do not understand how to indicate to the application that I am entitled to the resident rates ... Suddenly I pay via the site and not via the application ... Too bad;2;2021-04-19;15.19.0;-0.4854;neutral
105;Dani Libanon;So bad experience. Infraction ticket. With Parking payment !!!!!;1;2021-04-17;15.19.0;-0.715;negative
106;Amelia Barros;Excellent esay Park terminals! No need to take out all kinds of parts, or just enter your car number, Everything and into the phone. Plus, at the end of the month, I can print (from my phone) the invoice for my monthly expenses to give to my employer! It suits me 100%;5;2021-04-15;15.19.0;0.5242;positive
107;Léa MORTIER;Very practical application only I remove a star because there is I think a bug that must be paid attention to. When you want to extend your parking time, wait until it is over to resume one. Otherwise the app charges too much. Example: I had planned until 5:30 p.m., I wanted to anticipate and extend it until 7 p.m., I go up to 30 € (for 4 hours of parking in all). Surprised by the price I waited 5:30 p.m. (so the end) to start over and there, € 2.70 until 7 p.m.;4;2021-04-15;15.19.0;0.3612;neutral
108;Xavier Montagutelli;Data error (-1) when I try to enter a payment method ...;1;2021-04-14;15.19.0;-0.4019;neutral
109;Morgan Klein;I told myself that I was going to test. 1) I had to enter my credit card number from the start. As well as my tel number. 2) I can't find any parking around my home, neither in Paris, nor in Nantes. 3) I find it bad, I uninstall. 4) I told myself that I would have to delete my account to leave my personal data lying around, especially with the databreaches that we often hear about. 5) I type the name EasyPark on google and I come across the site of nacy, strasbourg, belgium, australia, but nothing to delete his account 6) I reinstall the app, and I find in the FAQ that to delete his account must call a 09 ... Really bad!;1;2021-04-11;15.19.0;-0.8117;negative
110;Laura Bgl;I would like to delete the data of my bank card but impossible ... PS: I am modifying the note, for a quick response from customer service;5;2021-03-26;15.18.0;0.1901;neutral
111;Vito Cazzorla;Top. Very practical in several Belgian cities;5;2021-03-22;15.18.0;0.2023;neutral
112;edouard B;Descent to 1 star After having received your customer service. Thank you for your response, but after undergoing your customer service. As well as the lack of seriousness of your platform. I have lost all confidence in your service as well as my business. The procedure is long and time consuming. Despite the payment via your application, when I took a fine on 03/15 fps € 30 in Metz I am still waiting for the receipt (already more than 24 hours) to be able to contest it (received on 03/17 after insisting) Flee;1;2021-03-17;15.18.0;0.7579;positive
113;Christophe BURGALIERES;Super practical;5;2021-03-15;15.18.0;0.5994;positive
114;Josy FAUTH;Offers me only 15mn or resident packages on Schiltigheim;1;2021-03-15;15.18.0;0.0;neutral
115;Evan Guélard;Super practical, what a time saver to manage your parking!;5;2021-03-13;15.18.0;0.636;positive
116;Anne-Marie Fontana;Very convenient;4;2021-03-13;15.18.0;0.0;neutral
117;BURGAUD Thierry;Very practical and functional, essential in town.;5;2021-03-06;13.5.1;0.0;neutral
118;CHIBROX;Very convenient;5;2021-03-02;15.17.1;0.0;neutral
119;Clman Drvs;Very practical: setting per minute of parking payment + possible interruption of the payment in the event of early return to the vehicle.;5;2021-03-01;15.17.1;-0.3612;neutral
120;glandchef;Everything is done so that we get tricked into this application and that we have trouble renewing our parking lot or subscription and if we want to be warned of the imminent renewal, we must pay! No possibility of automatic monthly subscription and the app will take care not to remind you;1;2021-03-01;15.9;-0.5848;negative
121;Olivier le bouil;The app tells me that I have no current rights or parking even though I have a valid annual subscription!;1;2021-02-26;15.17.1;-0.3595;neutral
122;Patrick DA ROS;Another app made only for those who have made it but not for its novice users. This is often the problem with Geeks, they create for them and forget that we are above all looking for simplicity in use.;1;2021-02-24;15.17;-0.5927;negative
123;Lionel Lalevee;Economic;5;2021-02-22;15.16.0_rc2;0.0;neutral
124;jean-pierre delwarde;No more wasted time;5;2021-02-19;15.16.0_rc2;0.183;neutral
125;S W.;I'm not very good with technology so, by wanting to do a price simulation I activated a parking lot. Super poorly explained as an app and in addition I can not delete my cb!;1;2021-02-18;15.16.0_rc2;0.3755;neutral
126;coralie caron;Unable to access the "help" section which opens and closes automatically, how do I get my ticket to put in the car to prove that I have paid?;3;2021-02-18;15.16.0_rc2;0.4019;neutral
127;Olivier Rolland;Receipt paid and at an abusive price;1;2021-02-14;15.16.0_rc2;-0.6369;negative
128;Allan NICOLE;First use yesterday in Strasbourg. Simple and fast.;5;2021-02-10;15.16.0_rc2;0.0;neutral
129;April Blue;Does not work in Toulouse;1;2021-02-07;15.16.0_rc2;0.0;neutral
130;flashing peche;Excellent application;5;2021-01-28;15.15.1;0.5719;positive
131;Patrick B;Bjr, in Bordeaux, for a few days my bank card has not been kept in my memory I have to re-enter it for each payment .. painful .. before, it was going very well ..... The app is up to date.;4;2021-01-27;15.15.1;-0.1298;neutral
132;X Laminux;If the app does not make with its PayPal payment, I only put 3 stars for the commercial part. I received a referral link but since I had just installed the app before creating my account via the net. In short, I cannot benefit from the 2 euros reduction. But worse, my godfather cannot benefit from his 3 euros. While I could not have them due to my mistake, on the other hand, my godfather had nothing to do with it. So 3 stars.;3;2021-01-23;15.15.1;-0.7643;negative
133;Lau Grace;I was charged money for a parking lot in Metz when I was not there, I have not even moved from my region (Alsace);1;2021-01-16;15.15.1;-0.2023;neutral
134;beauté vegetale;I am having a problem with my payment card expired and when I want to enter the new one, the application tells me that it is inactive, which makes the application unusable. How can I do ?;4;2021-01-11;15.15.1;-0.34;neutral
135;Kaizoku Striker;So I was using this app for a year and now that there is a 15% commission I have moved to competitor opngo.;2;2021-01-09;15.14.1;0.0;neutral
136;maxloup h;Hello, I just took a fine when I had half the 30 free minutes and I did not exceed them, how am I going to do when the fine arrives?;3;2021-01-08;15.14.1;0.7096;positive
137;CE-16 MORICEAU;Exelent;5;2021-01-07;15.14.1;0.0;neutral
138;Gauthier GENEAU;Easypark has just incredibly increased its rates in Nancy, with a minimum of 15ct per parking lot and a 15% commission. This explodes the price of short parking lots. I uninstall and go to opngo.;1;2021-01-05;15.14.1;0.3384;neutral
139;Dominiq Ditner;Super practical, economical;5;2021-01-05;15.14.1;0.5994;positive
140;Trail la Fumana 10km Nancy;Notice updated following an article in the Republican East: it is the most expensive application on Nancy! Another scam! if you forgot to pay and you do this remotely and in the meantime you have a PV (and even if you come back to the car to check if you have PV, it is still necessary that the person must not forget to put the info on your windshield) and well too bad for you: no recourse possible .... I have no choice to use this application;1;2021-01-05;15.14.1;-0.8695;negative
141;Gil G.;They recently took a 15% commission on top of the cost of parking. I uninstalled the app.;1;2021-01-05;12.3;0.2023;neutral
142;Stéphane Lacroix;The theft commission of 15% compared to a payment in parking meter !!!! Scandal;1;2021-01-05;15.14.1;-0.6209;negative
143;Nicolas Nicolas;Too bad that the classic internet account and that of the application do not synchronize ... It is a bit the basis ... As a result, the residential rate does not appear in the application. Response to the message of 12/28: send back to the website to manage subscriptions ... It is therefore to demonstrate that the application is useless ...;1;2020-12-28;15.14.1;-0.743;negative
144;Amélie Lehmann;It's good to have the resident card but the app tells us that we have more parking rights even though it was working the day before!;1;2020-12-23;15.14.1;0.3054;neutral
145;Philippe TANGUY;Fast, intuitive, reliable ... Excellent! (opinion of a user who left a competing application);5;2020-12-18;15.14.1;0.6114;positive
146;Ilhem Chlaoua;In the top;5;2020-12-18;15.14.1;0.2023;neutral
147;Colette Copas;It's easy. I use it mostly with favorite;4;2020-12-17;15.12.1;0.7096;positive
148;Nicolas GOURDIN;Inadmissible Addition of a 15% commission justified by a deplorable argument !!!;1;2020-12-17;15.14.1;0.2677;neutral
149;Ludovit Martonyik;Wow. After paying for my 2 parking lots today, I learned by SMS that I have the "Standard" offer which costs 0.29 € more for each parking lot. Of course, you have to deactivate it if I don't want it. I never wanted this standard offer, nor paid for unnecessary additional service. You're welcome for the 2x 0.29 €, I hope it's worth disappointing people for additional turnover! (and thank you for giving me the opportunity to give my first negative review on an app: D);1;2020-12-16;15.14.1;0.8878;positive
150;Nat Hac;The increase, announced by our regional media for 2021, of 15% of your service fees is it proven ???? If so, I immediately quit your application. No one is essential. Sincerely, NH;1;2020-12-16;15.14.1;0.8439;positive
151;Julia Isabelle;No connection problem. Very good application.;5;2020-12-07;15.12.3;0.5025;positive
152;Un utilisateur de Google;I do not recommend it for residential subscriptions. They do not count the holidays on subscription. You pay extra days.;1;2020-12-03;15.14.1;-0.571;negative
153;Najoua ABARKI;It would be very convenient to indicate the amount of parking in the history list. This would avoid clicking on each parking lot to have this information knowing that returning to the list systematically puts us at the top of the page (if we had scrolled);4;2020-11-30;15.13.1;-0.1027;neutral
154;Didier Schwab;Excellent application! Nothing more to say, it's perfect ... 👍👍👍;5;2020-11-30;15.13.1;0.8268;positive
155;Vincent Payrat;in Brussels I used this application for a few days, and I have already received 2 parking tickets for 3 days of parking, while the people in charge of the application tell me that everything is in order. After 2 months of pressure I was able to be reimbursed for the two PVs. The application is very good and practical, but please make sure that the local services follow the digital transition, otherwise the obstacle course to be reimbursed for their mistakes will nullify its benefits.;4;2020-11-29;15.13.1;0.51;positive
156;corinne morin;Perfect;5;2020-11-28;15.13.1;0.5719;positive
157;Manush Anchorte;Basically it's not bad and the service really tempted me. After some details are not very intuitive qd we do not know the application. Example the parking zone code: we are in a car we have used the app little, we can be in a hurry, what is this code, where do we find it? Ect But let's admit The app did not work for my monthly subscription, I ended up running to the parking meter at the bottom of my house And unable to delete my account where my bank details are;1;2020-11-26;15.13.1;0.481;neutral
158;Mathieu Castelli;Thanks for the assistance. A star for the interface that was not intuitive at first.;4;2020-11-16;15.13.1;0.4404;neutral
159;Olivier M;Big scam for day visitors, and others: charges even outside of paid hours. Warning.;1;2020-11-09;15.12.3;-0.802;negative
160;V DJ;Very safe ... frankly I am very happy with this application. He quickly finds the location on the map and you can only pay for the actual parking time.;5;2020-11-03;15.12.3;0.7774;positive
161;FM 3331;Awesome ! This application is really super efficient, it avoids having to find the parking meter and possibly waiting in line. You can also add more time if you need it or stop the time as soon as you have finished. We only pay for what we consume. I highly recommend !;5;2020-10-31;15.12.3;0.909;positive
162;Elle Hirion;Filled his work, and never had any problems;5;2020-10-28;15.12.3;0.3089;neutral
163;Pixar;Top for managing your parking packages;5;2020-10-25;15.12.3;0.2023;neutral
164;L CFN;Almost perfect !;4;2020-10-23;15.12.3;0.5717;positive
165;Antoine Babiloni;Practice;5;2020-10-22;15.12.3;0.0;neutral
166;Eve Gherson;Usually app that works very well;4;2020-10-22;15.12.3;0.3384;neutral
167;hicham Mohamed;Very good aplication frankly nothing to say at the top;5;2020-10-22;15.12.3;0.6115;positive
168;CBL 93150;It doesn't work in Paris. And I didn t stink off my CB Null;1;2020-10-19;15.12.3;-0.4019;neutral
169;Jesus IGLESIAS;It is a real shame that the CameraPark functionality is not available in France.;4;2020-10-18;15.12.3;-0.4767;neutral
170;Ninip33;Great application that allows you to pay by credit card and that allows you to recharge without moving from the place you are;4;2020-10-14;15.12.3;0.743;positive
171;Régine BUNDER;Convenient and reliable;5;2020-10-14;15.12.3;0.0;neutral
172;I Andria;I change my note. Following an update I could no longer add my credit card finally I went through Paypal. The application is especially useful when you have no change with you and avoid running to put money back in the parking meter. 😅;5;2020-10-12;15.12.3;0.4005;neutral
173;Frédérique TISOT;Great application. Works very well. Calculation to the nearest cent the duration of the parking.;5;2020-10-09;15.12.2;0.7574;positive
174;Guillaumr Gsc;Very good and ultra-practical application. Very intuitive clock via application with notification at the end of parking. Possible to receive by email all parking receipts per day or per month via website. Thank you to the developers for being responsive to customer comments. Sincerely Guillaume;5;2020-10-02;15.12.1;0.8832;positive
175;Jean-Eric Chevillot;Incomprehensible and null interface;1;2020-10-01;15.12;0.0;neutral
176;Jean-Claude ROZE;Very useful;4;2020-09-26;15.11.1;0.4927;neutral
177;Ingrid Demaison;Great, no need for change!;5;2020-09-23;15.11.1;0.4926;neutral
178;Marvin Lémunier;You enter your personal number, your registration, your credit card number. For an empty card with mentioned that there is no parking in the area. Even Paris nothing, empty, useless. So they get sensitive info about you and you have nothing at the end of it you can uninstall the app and they can keep your info ... beautiful.;1;2020-09-18;15.11.1;0.792;positive
179;Antoinette Vroom;Cannot change plate / add new car. Annoying when renting a car!;1;2020-09-18;15.11.1;-0.4574;neutral
180;Joane Guiheux;Not at all intuitive;1;2020-09-17;15.11.1;0.0;neutral
181;Vincent Pointeau;Excellent;5;2020-09-15;15.11.1;0.5719;positive
182;H Denden;Po function;1;2020-09-15;15.11.1;-0.5574;negative
183;julie goisse;No one, does not work.;1;2020-09-14;15.11.1;-0.296;neutral
184;Phoenix Heavy;It is posted 0.70 € parking per day in resident. And I realize that I am billed 0.85 €, and cannot register my credit card to find out if this problem comes from PayPal. The help tab as if by chance does not work on the application ... Astonishing no?;1;2020-09-13;15.11.1;-0.1553;neutral
185;Stefan Janssens;Application works very well never had any bugs during daily use for 3 months, but we can always improve which justifies the 4 *;4;2020-09-09;15.11.1;0.6753;positive
186;latreuille lucas;Easy to use, but I find that improvements can still be made on this application, I find that we do not have enough freedom of use yet;4;2020-09-05;15.11.1;-0.166;neutral
187;Sebastien Eliki;Convenient and efficient.;5;2020-09-05;15.11.1;0.4215;neutral
188;Noémie Létrillard;Scam! Take 30 € for 1 hour of parking I do not recommend!;1;2020-09-05;15.11.1;-0.7502;negative
189;lucas ecrepont;Top !;5;2020-09-04;15.11.1;0.2714;neutral
190;Nicolas Everaerts;Perfect simple and effective, they are rare but do not work everywhere ....;5;2020-09-03;15.11.1;0.5267;positive
191;Mathieu Beranger;It is impossible to add parking time even when the maximum parking time has not been reached. Obliged to repay new parking to extend with EasyPark fees payable each time.;1;2020-08-31;15.10;0.1037;neutral
192;Braunbarth Odette;It is a good innovation to pay for real parking ... except for those dizzy who forget to stop it if they leave early compared to the scheduled time! It should stop automatically when the car leaves the location 😊;5;2020-08-25;15.10;0.6114;positive
193;Clement Pouette;I look for apcoa ca offers me this app which is not the right one ... SEO is not good.;1;2020-08-20;15.10;-0.3412;neutral
194;Nadege NURDIN;Hello, I am new to the app. I have a question ... once the location code is entered, do I still have to choose the street? Or is the code sufficient? Thank you;5;2020-08-18;15.10;0.4329;neutral
195;Christian PERE;Very convenient !;5;2020-08-18;15.10;0.0;neutral
196;Karine G.;Super practical and super easy to use. So far I haven't encountered any bugs, no problems. So nickel. I find it great to be able to manage my resident parking lot but also to be able to enter a second vehicle for a one-off parking (that of my mother in this case, who no longer needs to have change when she comes to visit me). 👍👍👍;5;2020-08-15;15.10;0.7375;positive
